Date;Hours;NO;SE;FI;DK;Nordic;EE;LV;LT;Baltic
01/01/2015;00Ê-Ê01;12830;16864;6818;4423;40934;979;199;237;1415
01/01/2015;01Ê-Ê02;12633;16793;6751;4426;40602;882;180;253;1315
01/01/2015;02Ê-Ê03;12248;16634;6764;4159;39804;870;181;261;1312
01/01/2015;03Ê-Ê04;11979;16611;6587;4065;39242;880;186;263;1329
01/01/2015;04Ê-Ê05;11762;16623;6601;4110;39097;890;188;278;1356
01/01/2015;05Ê-Ê06;11859;16643;6698;4611;39812;883;191;287;1361
01/01/2015;06Ê-Ê07;11896;16659;6881;4717;40152;927;190;278;1395
01/01/2015;07Ê-Ê08;11830;17089;7010;4936;40864;961;190;295;1446
01/01/2015;08Ê-Ê09;11924;17334;7131;5118;41509;937;206;307;1450
01/01/2015;09Ê-Ê10;11907;17455;7131;5266;41759;927;210;324;1461
01/01/2015;10Ê-Ê11;12130;18164;7130;5515;42940;947;210;328;1485
01/01/2015;11Ê-Ê12;12384;18900;7111;5653;44049;954;192;316;1462
01/01/2015;12Ê-Ê13;12623;18974;7197;5741;44536;965;213;333;1511
01/01/2015;13Ê-Ê14;12656;19154;7262;5747;44821;973;207;309;1489
01/01/2015;14Ê-Ê15;13119;19763;7273;5550;45707;969;210;314;1493
01/01/2015;15Ê-Ê16;14126;20148;7315;5612;47201;1024;220;425;1669
01/01/2015;16Ê-Ê17;15445;20241;7333;5766;48786;1041;313;467;1821
01/01/2015;17Ê-Ê18;15493;20238;7297;5984;49013;1073;314;482;1869
01/01/2015;18Ê-Ê19;14929;20272;7248;6247;48696;1065;282;499;1846
01/01/2015;19Ê-Ê20;14328;19865;7097;6429;47719;1060;279;505;1844
01/01/2015;20Ê-Ê21;13732;19374;7087;6318;46511;1010;225;472;1707
01/01/2015;21Ê-Ê22;13026;19015;7024;6112;45178;1029;233;367;1629
01/01/2015;22Ê-Ê23;12509;18243;6970;5952;43673;1000;224;365;1589
01/01/2015;23Ê-Ê00;12006;17716;6729;5733;42186;994;205;349;1548
02/01/2015;00Ê-Ê01;11469;16924;6658;5076;40127;971;209;349;1529
02/01/2015;01Ê-Ê02;11468;16694;6616;4340;39118;951;203;306;1460
02/01/2015;02Ê-Ê03;11147;16562;6546;4191;38446;934;205;326;1465
02/01/2015;03Ê-Ê04;10424;16524;6563;4086;37598;944;207;331;1482
02/01/2015;04Ê-Ê05;10025;16748;6680;4119;37572;970;213;332;1515
02/01/2015;05Ê-Ê06;11243;17195;7011;4291;39740;1038;217;356;1611
02/01/2015;06Ê-Ê07;12481;17872;7149;5320;42822;1044;218;371;1633
02/01/2015;07Ê-Ê08;14420;18420;7283;5746;45868;1034;243;375;1652
02/01/2015;08Ê-Ê09;14862;19390;7337;5870;47458;1201;358;375;1934
02/01/2015;09Ê-Ê10;14917;19765;7332;6020;48035;1187;368;383;1938
02/01/2015;10Ê-Ê11;15126;20229;7315;5952;48621;1225;358;383;1966
02/01/2015;11Ê-Ê12;15482;20498;7269;6049;49299;1249;388;395;2032
02/01/2015;12Ê-Ê13;15697;20764;7292;6044;49796;1239;395;395;2029
02/01/2015;13Ê-Ê14;15459;21004;7237;6244;49945;1242;412;384;2038
02/01/2015;14Ê-Ê15;15632;21164;7350;6220;50367;1238;487;384;2109
02/01/2015;15Ê-Ê16;16143;21570;7547;6242;51502;1305;544;380;2229
02/01/2015;16Ê-Ê17;16713;21982;7533;6427;52656;1292;602;379;2273
02/01/2015;17Ê-Ê18;16865;22111;7554;6632;53163;1286;555;378;2219
02/01/2015;18Ê-Ê19;16525;22055;7489;6551;52620;1249;485;377;2111
02/01/2015;19Ê-Ê20;16353;21359;7342;6406;51458;1304;456;378;2138
02/01/2015;20Ê-Ê21;15253;20794;7185;6380;49612;1257;460;378;2095
02/01/2015;21Ê-Ê22;14328;20316;7085;6235;47965;1251;217;376;1844
02/01/2015;22Ê-Ê23;14232;19457;7053;5857;46599;1271;212;375;1858
02/01/2015;23Ê-Ê00;13452;18845;6889;5420;44606;1242;211;374;1827
03/01/2015;00Ê-Ê01;12740;18201;6690;5398;43030;1110;210;372;1692
03/01/2015;01Ê-Ê02;12470;18035;6578;5314;42398;1088;210;374;1672
03/01/2015;02Ê-Ê03;12417;17907;6527;5304;42154;1072;211;374;1657
03/01/2015;03Ê-Ê04;12650;17907;6563;5203;42323;1051;214;375;1640
03/01/2015;04Ê-Ê05;12683;18091;6624;5109;42508;1041;218;377;1636
03/01/2015;05Ê-Ê06;12579;18156;6951;5024;42711;1040;215;375;1630
03/01/2015;06Ê-Ê07;12637;18470;7065;5078;43249;1030;215;374;1619
03/01/2015;07Ê-Ê08;13492;18965;7217;5075;44749;1053;218;398;1669
03/01/2015;08Ê-Ê09;14109;19430;7344;5057;45940;1076;336;376;1788
03/01/2015;09Ê-Ê10;15082;20011;7436;5139;47668;1101;349;377;1827
03/01/2015;10Ê-Ê11;16013;20321;7505;5184;49023;1107;504;374;1985
03/01/2015;11Ê-Ê12;16226;20544;7575;5166;49511;1110;485;375;1970
03/01/2015;12Ê-Ê13;15972;20389;7573;5294;49228;1099;518;373;1990
03/01/2015;13Ê-Ê14;15966;20148;7632;5292;49039;1089;549;368;2006
03/01/2015;14Ê-Ê15;16662;20228;7602;5335;49828;1091;547;360;1998
03/01/2015;15Ê-Ê16;18393;20509;7736;5390;52029;1101;552;360;2013
03/01/2015;16Ê-Ê17;19657;21059;7845;5367;53929;1111;766;360;2237
03/01/2015;17Ê-Ê18;20273;21670;7886;5284;55114;1108;714;361;2183
03/01/2015;18Ê-Ê19;20184;21472;7787;5348;54791;1103;705;358;2166
03/01/2015;19Ê-Ê20;19204;20824;7703;5336;53068;1093;545;367;2005
03/01/2015;20Ê-Ê21;18131;19383;7555;5187;50255;1105;494;335;1934
03/01/2015;21Ê-Ê22;16948;18659;7327;5067;48002;1116;249;316;1681
03/01/2015;22Ê-Ê23;15910;18286;7315;4946;46456;1108;240;295;1643
03/01/2015;23Ê-Ê00;14857;17796;7244;4642;44540;1113;203;312;1628
04/01/2015;00Ê-Ê01;14514;17152;7047;4377;43091;1039;216;329;1584
04/01/2015;01Ê-Ê02;14196;16994;6973;4275;42439;1055;291;335;1681
04/01/2015;02Ê-Ê03;13765;16927;6962;4291;41946;1012;299;334;1645
04/01/2015;03Ê-Ê04;13643;16917;6922;4372;41854;997;284;328;1609
04/01/2015;04Ê-Ê05;13557;16969;6949;4397;41872;1030;414;340;1784
04/01/2015;05Ê-Ê06;13876;16918;7090;4372;42255;1024;438;348;1810
04/01/2015;06Ê-Ê07;14078;17021;7263;4445;42809;1010;490;349;1849
04/01/2015;07Ê-Ê08;14258;17104;7387;4504;43255;1024;493;350;1867
04/01/2015;08Ê-Ê09;14849;17749;7429;4811;44838;1059;702;354;2115
04/01/2015;09Ê-Ê10;16338;18187;7519;5031;47074;1056;701;377;2134
04/01/2015;10Ê-Ê11;17714;19218;7647;5265;49844;1049;721;365;2135
04/01/2015;11Ê-Ê12;17807;18190;7722;5486;49205;1064;672;367;2103
04/01/2015;12Ê-Ê13;17282;18685;7777;5462;49205;1056;631;373;2060
04/01/2015;13Ê-Ê14;17359;18606;7854;5239;49057;1072;647;374;2093
04/01/2015;14Ê-Ê15;17820;18654;7876;4941;49292;1075;790;377;2242
04/01/2015;15Ê-Ê16;19101;19297;8038;4709;51148;1083;802;378;2263
04/01/2015;16Ê-Ê17;20427;20292;8197;4713;53629;1087;836;379;2302
04/01/2015;17Ê-Ê18;21192;20795;8365;4691;55042;1095;916;394;2405
04/01/2015;18Ê-Ê19;21344;21067;8352;4726;55491;1090;910;384;2384
04/01/2015;19Ê-Ê20;21082;20755;8209;4654;54700;1094;814;366;2274
04/01/2015;20Ê-Ê21;19753;19986;8142;4563;52445;1073;543;378;1994
04/01/2015;21Ê-Ê22;18892;19023;8178;4541;50633;1058;267;364;1689
04/01/2015;22Ê-Ê23;18502;18466;7968;4601;49539;1032;222;350;1604
04/01/2015;23Ê-Ê00;16507;17232;7723;4544;46004;1014;210;337;1561
05/01/2015;00Ê-Ê01;16802;16133;7498;4536;44970;987;210;343;1540
05/01/2015;01Ê-Ê02;16419;15592;7491;4456;43958;951;210;324;1485
05/01/2015;02Ê-Ê03;16473;15454;7482;4353;43762;932;206;311;1449
05/01/2015;03Ê-Ê04;16397;15393;7515;4181;43487;945;211;307;1463
05/01/2015;04Ê-Ê05;16647;15672;7752;3986;44056;955;228;313;1496
05/01/2015;05Ê-Ê06;18575;16265;8323;3695;46859;1079;314;397;1790
05/01/2015;06Ê-Ê07;20565;17351;8668;3778;50360;1510;510;488;2508
05/01/2015;07Ê-Ê08;23395;19848;9026;3930;56198;1568;731;479;2778
05/01/2015;08Ê-Ê09;24620;21172;9127;3844;58763;1575;753;276;2604
05/01/2015;09Ê-Ê10;24299;20611;9076;3735;57722;1573;800;281;2654
05/01/2015;10Ê-Ê11;24736;19967;9149;3509;57359;1589;791;288;2668
05/01/2015;11Ê-Ê12;24900;20956;9175;3442;58473;1563;731;277;2571
05/01/2015;12Ê-Ê13;24238;20893;9210;3396;57737;1560;682;351;2593
05/01/2015;13Ê-Ê14;24423;20464;9193;3323;57402;1530;678;369;2577
05/01/2015;14Ê-Ê15;24569;20140;9403;3287;57399;1538;710;321;2569
05/01/2015;15Ê-Ê16;25083;21352;9649;3461;59545;1550;945;306;2801
05/01/2015;16Ê-Ê17;24831;21799;9625;3511;59766;1552;1323;280;3155
05/01/2015;17Ê-Ê18;24748;21812;9632;3636;59829;1529;1349;297;3175
05/01/2015;18Ê-Ê19;24688;21646;9634;3632;59601;1507;1616;306;3429
05/01/2015;19Ê-Ê20;24487;21342;9508;3526;58864;1502;1261;289;3052
05/01/2015;20Ê-Ê21;24046;21563;9269;3065;57942;1494;663;394;2551
05/01/2015;21Ê-Ê22;23792;21310;9149;2972;57225;1486;460;268;2214
05/01/2015;22Ê-Ê23;23021;20430;8642;2892;54985;1472;426;211;2109
05/01/2015;23Ê-Ê00;21292;18614;8248;2827;50981;1466;418;201;2085
06/01/2015;00Ê-Ê01;21069;16551;7973;2741;48335;1454;423;196;2073
06/01/2015;01Ê-Ê02;21150;16198;7793;2767;47908;1359;422;192;1973
06/01/2015;02Ê-Ê03;20895;16348;7878;2766;47887;1145;421;192;1758
06/01/2015;03Ê-Ê04;20546;16407;7898;2866;47716;1126;424;196;1746
06/01/2015;04Ê-Ê05;20836;16701;7920;3003;48460;1153;426;197;1776
06/01/2015;05Ê-Ê06;20893;17217;8214;3106;49429;1227;435;396;2058
06/01/2015;06Ê-Ê07;21668;18327;8648;3461;52106;1299;670;392;2361
06/01/2015;07Ê-Ê08;23266;20496;8711;3708;56184;1439;789;515;2743
06/01/2015;08Ê-Ê09;23272;21337;8793;4124;57527;1442;752;507;2701
06/01/2015;09Ê-Ê10;23042;21244;8874;4259;57421;1512;748;504;2764
06/01/2015;10Ê-Ê11;23181;21236;8851;4357;57626;1504;746;483;2733
06/01/2015;11Ê-Ê12;22820;21196;8798;4535;57350;1494;697;455;2646
06/01/2015;12Ê-Ê13;22771;21011;8817;4695;57296;1500;679;496;2675
06/01/2015;13Ê-Ê14;22543;20727;9015;4777;57061;1461;805;373;2639
06/01/2015;14Ê-Ê15;22715;21013;9202;4733;57662;1463;816;378;2657
06/01/2015;15Ê-Ê16;23330;22067;9599;4747;59744;1484;888;382;2754
06/01/2015;16Ê-Ê17;23368;22716;9672;4896;60653;1492;993;343;2828
06/01/2015;17Ê-Ê18;23092;22830;9618;5266;60807;1504;1003;250;2757
06/01/2015;18Ê-Ê19;22489;22386;9546;5320;59742;1505;1004;216;2725
06/01/2015;19Ê-Ê20;21916;21766;9270;5382;58334;1510;994;216;2720
06/01/2015;20Ê-Ê21;21092;21131;8837;5347;56408;1529;647;324;2500
06/01/2015;21Ê-Ê22;20580;19945;8592;5178;54296;1541;461;242;2244
06/01/2015;22Ê-Ê23;19075;18934;8296;5041;51346;1561;468;249;2278
06/01/2015;23Ê-Ê00;17018;17799;8119;4653;47588;1375;455;244;2074
07/01/2015;00Ê-Ê01;16409;16640;7926;4503;45479;1274;440;248;1962
07/01/2015;01Ê-Ê02;15681;16492;7834;4404;44411;1282;420;249;1951
07/01/2015;02Ê-Ê03;15370;16350;7820;4259;43799;1285;418;253;1956
07/01/2015;03Ê-Ê04;15619;16213;7812;4150;43794;1279;423;258;1960
07/01/2015;04Ê-Ê05;16854;16255;7857;4133;45098;1289;427;254;1970
07/01/2015;05Ê-Ê06;19260;16941;8462;3957;48621;1528;440;419;2387
07/01/2015;06Ê-Ê07;21710;19363;9124;4206;54405;1639;691;498;2828
07/01/2015;07Ê-Ê08;24347;21792;9227;4651;60017;1637;881;602;3120
07/01/2015;08Ê-Ê09;24415;23472;9278;4702;61865;1647;734;518;2899
07/01/2015;09Ê-Ê10;24506;22821;9135;4695;61157;1659;713;522;2894
07/01/2015;10Ê-Ê11;24558;22454;9234;4669;60916;1663;718;483;2864
07/01/2015;11Ê-Ê12;24442;22314;9192;4817;60765;1658;664;465;2787
07/01/2015;12Ê-Ê13;24528;22316;8734;4606;60186;1668;662;478;2808
07/01/2015;13Ê-Ê14;24316;22509;8666;4357;59849;1683;677;462;2822
07/01/2015;14Ê-Ê15;24186;22616;8885;4361;60049;1696;686;474;2856
07/01/2015;15Ê-Ê16;24260;22731;9056;4244;60292;1693;782;446;2921
07/01/2015;16Ê-Ê17;24587;22845;9207;4347;60987;1676;1217;355;3248
07/01/2015;17Ê-Ê18;24071;22731;9124;4700;60627;1679;1253;337;3269
07/01/2015;18Ê-Ê19;23724;22447;8884;4831;59886;1675;962;318;2955
07/01/2015;19Ê-Ê20;22820;21782;8422;5094;58118;1668;963;313;2944
07/01/2015;20Ê-Ê21;21441;20405;7912;5405;55164;1680;607;318;2605
07/01/2015;21Ê-Ê22;20505;18535;7557;5728;52325;1680;445;308;2433
07/01/2015;22Ê-Ê23;19149;17413;7615;5810;49986;1463;439;296;2198
07/01/2015;23Ê-Ê00;17255;16497;7314;5794;46860;1446;435;287;2168
08/01/2015;00Ê-Ê01;16180;15604;7148;5810;44743;1346;437;295;2078
08/01/2015;01Ê-Ê02;15092;15264;7084;5784;43224;1325;438;284;2047
08/01/2015;02Ê-Ê03;14412;15326;7096;5877;42712;1346;437;278;2061
08/01/2015;03Ê-Ê04;13865;15594;7050;5919;42428;1348;445;274;2067
08/01/2015;04Ê-Ê05;13609;15866;7082;5863;42420;1364;446;275;2085
08/01/2015;05Ê-Ê06;15222;16605;7529;5965;45323;1483;451;357;2291
08/01/2015;06Ê-Ê07;18448;18576;8074;5985;51083;1613;602;479;2694
08/01/2015;07Ê-Ê08;21568;20603;8422;6061;56653;1621;794;513;2928
08/01/2015;08Ê-Ê09;22046;21683;8305;5826;57861;1623;667;586;2876
08/01/2015;09Ê-Ê10;22104;21355;8235;5586;57280;1587;648;611;2846
08/01/2015;10Ê-Ê11;22567;21048;8152;5218;56986;1623;605;639;2867
08/01/2015;11Ê-Ê12;22652;21354;8052;5017;57076;1628;544;667;2839
08/01/2015;12Ê-Ê13;22583;21406;8085;5051;57126;1634;546;680;2860
08/01/2015;13Ê-Ê14;22599;21364;8205;4833;57000;1650;574;679;2903
08/01/2015;14Ê-Ê15;22811;21677;8393;4505;57384;1649;695;569;2913
08/01/2015;15Ê-Ê16;23148;22361;8441;4634;58584;1626;759;561;2946
08/01/2015;16Ê-Ê17;23165;22739;8421;4933;59257;1637;825;537;2999
08/01/2015;17Ê-Ê18;23160;22812;8247;5035;59255;1602;825;520;2947
08/01/2015;18Ê-Ê19;22553;22306;8237;5092;58188;1587;765;482;2834
08/01/2015;19Ê-Ê20;21910;21744;8031;4995;56681;1542;683;475;2700
08/01/2015;20Ê-Ê21;20981;20530;7739;5101;54351;1318;490;450;2258
08/01/2015;21Ê-Ê22;20084;19097;7657;5225;52064;1248;214;423;1885
08/01/2015;22Ê-Ê23;18279;18159;7294;5284;49015;1258;210;256;1724
08/01/2015;23Ê-Ê00;16424;16831;7071;5254;45580;1220;202;255;1677
09/01/2015;00Ê-Ê01;15489;15924;7005;5095;43512;1120;196;238;1554
09/01/2015;01Ê-Ê02;14709;15765;6976;5007;42459;1081;193;235;1509
09/01/2015;02Ê-Ê03;14292;15700;6941;5091;42024;1063;197;239;1499
09/01/2015;03Ê-Ê04;14295;15639;6952;4971;41855;1061;209;252;1522
09/01/2015;04Ê-Ê05;14805;15751;7027;5017;42599;1050;215;308;1573
09/01/2015;05Ê-Ê06;16205;16511;7618;5066;45401;1144;240;418;1802
09/01/2015;06Ê-Ê07;18718;18446;8268;5628;51058;1263;399;556;2218
09/01/2015;07Ê-Ê08;21781;20849;8651;5972;57254;1275;620;554;2449
09/01/2015;08Ê-Ê09;22526;21679;8700;6080;58986;1281;478;548;2307
09/01/2015;09Ê-Ê10;22208;21650;8504;6159;58521;1286;476;541;2303
09/01/2015;10Ê-Ê11;22364;21911;8422;6251;58947;1234;468;487;2189
09/01/2015;11Ê-Ê12;22225;22146;8372;6430;59172;1216;414;522;2152
09/01/2015;12Ê-Ê13;21877;21902;8291;6456;58526;1231;442;513;2186
09/01/2015;13Ê-Ê14;21623;21674;8339;6477;58112;1211;471;485;2167
09/01/2015;14Ê-Ê15;21474;21413;8486;6457;57832;1200;473;448;2121
09/01/2015;15Ê-Ê16;21505;21578;8809;6544;58436;1189;575;272;2036
09/01/2015;16Ê-Ê17;21817;21730;8859;6607;59013;1180;669;388;2237
09/01/2015;17Ê-Ê18;22153;21780;8819;6735;59487;1176;665;348;2189
09/01/2015;18Ê-Ê19;21934;21505;8638;6783;58860;1173;595;332;2100
09/01/2015;19Ê-Ê20;20933;20522;8510;6683;56650;1161;560;285;2006
09/01/2015;20Ê-Ê21;20319;19154;8075;6312;53861;1105;401;310;1816
09/01/2015;21Ê-Ê22;19540;18075;7860;5864;51340;1158;199;232;1589
09/01/2015;22Ê-Ê23;18681;17279;7629;5545;49134;1091;188;171;1450
09/01/2015;23Ê-Ê00;17689;16653;7525;4743;46612;1033;186;172;1391
10/01/2015;00Ê-Ê01;17749;15048;7539;4205;44541;821;190;176;1187
10/01/2015;01Ê-Ê02;17665;14628;7385;3723;43403;814;187;174;1175
10/01/2015;02Ê-Ê03;16741;15093;7454;3525;42814;839;186;172;1197
10/01/2015;03Ê-Ê04;16684;14563;7423;3532;42203;848;188;169;1205
10/01/2015;04Ê-Ê05;16844;14553;7450;3430;42279;862;195;167;1224
10/01/2015;05Ê-Ê06;16189;14689;7528;4000;42407;833;372;166;1371
10/01/2015;06Ê-Ê07;16646;15053;7607;4701;44007;808;549;168;1525
10/01/2015;07Ê-Ê08;17883;16125;7807;5314;47128;823;591;170;1584
10/01/2015;08Ê-Ê09;19380;16987;7970;5654;49993;868;695;167;1730
10/01/2015;09Ê-Ê10;19832;17918;7963;5989;51703;893;754;170;1817
10/01/2015;10Ê-Ê11;20279;18708;7978;5959;52922;894;781;185;1860
10/01/2015;11Ê-Ê12;20054;19322;7849;5885;53112;873;764;204;1841
10/01/2015;12Ê-Ê13;20053;19535;7901;5738;53228;863;755;220;1838
10/01/2015;13Ê-Ê14;19923;19664;7941;5559;53086;894;721;245;1860
10/01/2015;14Ê-Ê15;19758;19961;8150;5488;53357;987;658;272;1917
10/01/2015;15Ê-Ê16;19929;20230;8535;5333;54028;1028;682;299;2009
10/01/2015;16Ê-Ê17;20537;20682;8732;5048;54998;1054;738;337;2129
10/01/2015;17Ê-Ê18;20802;21196;8774;5141;55913;1090;683;366;2139
10/01/2015;18Ê-Ê19;20445;21244;8682;4741;55111;1100;659;380;2139
10/01/2015;19Ê-Ê20;19800;21150;8480;4247;53677;1019;612;382;2013
10/01/2015;20Ê-Ê21;19322;20135;8205;4247;51910;1052;468;381;1901
10/01/2015;21Ê-Ê22;19018;19707;8293;4028;51045;1028;249;382;1659
10/01/2015;22Ê-Ê23;17925;19146;8080;4155;49307;1000;237;379;1616
10/01/2015;23Ê-Ê00;17127;18733;7984;3940;47784;936;221;376;1533
11/01/2015;00Ê-Ê01;15534;18012;7951;4154;45652;902;218;377;1497
11/01/2015;01Ê-Ê02;14882;17387;7848;4307;44424;927;217;371;1515
11/01/2015;02Ê-Ê03;14526;17035;7823;4372;43756;944;214;357;1515
11/01/2015;03Ê-Ê04;13848;16977;7759;4556;43140;895;219;347;1461
11/01/2015;04Ê-Ê05;13961;16954;7817;4363;43094;875;216;338;1429
11/01/2015;05Ê-Ê06;14182;17119;7883;4342;43526;858;217;338;1413
11/01/2015;06Ê-Ê07;14385;17612;7950;4372;44321;842;248;345;1435
11/01/2015;07Ê-Ê08;14889;17891;8093;4691;45566;895;298;351;1544
11/01/2015;08Ê-Ê09;16208;18469;8206;4987;47870;917;435;352;1704
11/01/2015;09Ê-Ê10;18029;19116;8348;5121;50616;924;523;360;1807
11/01/2015;10Ê-Ê11;19096;19615;8443;5306;52460;946;583;360;1889
11/01/2015;11Ê-Ê12;19515;19110;8538;5423;52586;943;597;357;1897
11/01/2015;12Ê-Ê13;18936;19540;8696;5675;52849;952;601;353;1906
11/01/2015;13Ê-Ê14;18876;19552;8726;5686;52840;961;585;355;1901
11/01/2015;14Ê-Ê15;19070;19771;8814;5553;53207;985;595;355;1935
11/01/2015;15Ê-Ê16;19618;20209;9097;5545;54469;1119;727;353;2199
11/01/2015;16Ê-Ê17;20342;20799;9266;5631;56039;1153;858;352;2363
11/01/2015;17Ê-Ê18;20019;21271;9280;6118;56690;1199;868;339;2406
11/01/2015;18Ê-Ê19;20030;22045;9210;5879;57164;1202;861;340;2403
11/01/2015;19Ê-Ê20;19608;21871;9111;5753;56345;1167;756;340;2263
11/01/2015;20Ê-Ê21;19020;21435;8916;5271;54641;1100;651;346;2097
11/01/2015;21Ê-Ê22;18689;20658;8847;4826;53019;1200;387;352;1939
11/01/2015;22Ê-Ê23;18244;19563;8760;4358;50925;1154;212;343;1709
11/01/2015;23Ê-Ê00;17987;18749;8394;3883;49012;1059;211;325;1595
12/01/2015;00Ê-Ê01;17846;18242;8183;3723;47995;1030;201;314;1545
12/01/2015;01Ê-Ê02;17470;16906;8097;3978;46451;1038;206;323;1567
12/01/2015;02Ê-Ê03;16515;16766;8198;4266;45744;1034;217;298;1549
12/01/2015;03Ê-Ê04;15951;17270;8368;4449;46038;1068;220;302;1590
12/01/2015;04Ê-Ê05;15962;17596;8550;4553;46662;1253;229;288;1770
12/01/2015;05Ê-Ê06;16446;18461;9422;4797;49127;1528;703;469;2700
12/01/2015;06Ê-Ê07;19167;21437;10021;5235;55860;1587;1029;649;3265
12/01/2015;07Ê-Ê08;21922;23312;10563;5833;61630;1569;1354;729;3652
12/01/2015;08Ê-Ê09;22208;23966;11046;6164;63384;1551;1262;649;3462
12/01/2015;09Ê-Ê10;21558;24230;10880;6476;63144;1548;1221;672;3441
12/01/2015;10Ê-Ê11;21352;23155;10387;6294;61186;1561;1206;682;3449
12/01/2015;11Ê-Ê12;21584;22470;10045;6223;60322;1623;1249;671;3543
12/01/2015;12Ê-Ê13;21622;22582;10175;6161;60540;1627;1096;627;3350
12/01/2015;13Ê-Ê14;21076;22936;10130;6096;60238;1629;1010;665;3304
12/01/2015;14Ê-Ê15;21920;22251;10218;6085;60476;1560;1350;697;3607
12/01/2015;15Ê-Ê16;22703;22152;10210;5975;61038;1549;1777;764;4090
12/01/2015;16Ê-Ê17;22841;22519;10192;6196;61749;1548;1812;766;4126
12/01/2015;17Ê-Ê18;22931;22870;10197;6500;62497;1551;1527;791;3869
12/01/2015;18Ê-Ê19;22461;22689;10164;6387;61701;1563;1353;748;3664
12/01/2015;19Ê-Ê20;21951;21415;9973;6219;59560;1557;870;446;2873
12/01/2015;20Ê-Ê21;21139;20212;9530;5904;56785;1518;653;450;2621
12/01/2015;21Ê-Ê22;20433;19324;9259;5541;54558;1548;318;541;2407
12/01/2015;22Ê-Ê23;19355;18674;8996;5408;52432;1447;256;382;2085
12/01/2015;23Ê-Ê00;17926;17829;8667;5133;49555;1392;252;381;2025
13/01/2015;00Ê-Ê01;16165;16852;8361;4740;46117;1444;249;381;2074
13/01/2015;01Ê-Ê02;15136;16481;8172;4177;43966;1458;249;379;2086
13/01/2015;02Ê-Ê03;14942;16511;8167;3604;43223;1456;245;377;2078
13/01/2015;03Ê-Ê04;15128;16415;8143;3329;43015;1451;248;377;2076
13/01/2015;04Ê-Ê05;16107;16635;8342;3167;44250;1483;252;380;2115
13/01/2015;05Ê-Ê06;17000;17684;8945;3357;46986;1746;448;379;2573
13/01/2015;06Ê-Ê07;19406;19653;9551;3773;52382;1747;594;723;3064
13/01/2015;07Ê-Ê08;21977;21714;9776;4766;58232;1763;860;750;3373
13/01/2015;08Ê-Ê09;22609;22931;9739;4877;60157;1802;860;675;3337
13/01/2015;09Ê-Ê10;21981;22364;9553;4917;58816;1855;810;627;3292
13/01/2015;10Ê-Ê11;21696;21346;9493;4542;57076;1876;839;543;3258
13/01/2015;11Ê-Ê12;21098;20939;9364;4536;55938;1876;973;497;3346
13/01/2015;12Ê-Ê13;20518;21022;9245;4552;55338;1875;1091;479;3445
13/01/2015;13Ê-Ê14;20577;20886;9213;4935;55611;1845;1008;420;3273
13/01/2015;14Ê-Ê15;20957;20802;9330;5388;56477;1836;881;449;3166
13/01/2015;15Ê-Ê16;22273;20863;9649;5259;58043;1836;1197;383;3416
13/01/2015;16Ê-Ê17;23138;21886;9782;5057;59864;1816;1201;464;3481
13/01/2015;17Ê-Ê18;23298;22773;9880;4896;60848;1680;898;636;3214
13/01/2015;18Ê-Ê19;22654;22749;9842;4829;60075;1648;721;653;3022
13/01/2015;19Ê-Ê20;22038;21844;9456;4799;58138;1562;637;526;2725
13/01/2015;20Ê-Ê21;21215;20223;9138;4487;55064;1522;553;454;2529
13/01/2015;21Ê-Ê22;20364;19235;8776;4274;52648;1506;486;364;2356
13/01/2015;22Ê-Ê23;19384;17798;8562;4121;49866;1417;269;341;2027
13/01/2015;23Ê-Ê00;16864;16872;8351;4146;46233;1227;262;338;1827
14/01/2015;00Ê-Ê01;16067;15820;7999;3990;43875;1246;251;317;1814
14/01/2015;01Ê-Ê02;16088;15619;7700;3774;43180;1275;246;298;1819
14/01/2015;02Ê-Ê03;15897;15506;7826;4048;43277;1288;250;269;1807
14/01/2015;03Ê-Ê04;15924;15440;7809;4122;43297;1291;251;264;1806
14/01/2015;04Ê-Ê05;16573;15799;8049;3885;44306;1355;259;259;1873
14/01/2015;05Ê-Ê06;17567;17249;8580;3687;47083;1696;484;232;2412
14/01/2015;06Ê-Ê07;20294;19418;9260;4274;53245;1725;643;507;2875
14/01/2015;07Ê-Ê08;22898;21777;9574;4821;59069;1680;812;648;3140
14/01/2015;08Ê-Ê09;23640;22692;9581;5127;61039;1651;833;632;3116
14/01/2015;09Ê-Ê10;23490;21577;9375;5067;59509;1620;732;628;2980
14/01/2015;10Ê-Ê11;23188;21489;9297;5017;58991;1639;680;638;2957
14/01/2015;11Ê-Ê12;23184;21420;9286;5247;59136;1679;624;665;2968
14/01/2015;12Ê-Ê13;22812;21938;9328;5414;59493;1644;628;653;2925
14/01/2015;13Ê-Ê14;22563;21828;9307;5560;59258;1661;625;639;2925
14/01/2015;14Ê-Ê15;22795;21992;9416;5341;59545;1629;622;661;2912
14/01/2015;15Ê-Ê16;23390;22504;9482;5267;60642;1669;781;697;3147
14/01/2015;16Ê-Ê17;23566;23463;9405;5031;61466;1662;843;716;3221
14/01/2015;17Ê-Ê18;23985;23744;9352;4924;62004;1645;746;717;3108
14/01/2015;18Ê-Ê19;23408;23532;9163;5086;61190;1608;631;700;2939
14/01/2015;19Ê-Ê20;23238;22593;8697;4694;59222;1608;675;484;2767
14/01/2015;20Ê-Ê21;21988;20753;8443;4616;55800;1441;682;330;2453
