Date;Hours;NO;SE;FI;DK;Nordic;EE;LV;LT;Baltic
30/11/2015;01Ê-Ê02;12009;15988;7894;3891;39782;1047;404;429;1880
30/11/2015;02Ê-Ê03;11949;15938;7807;3857;39550;1086;405;426;1917
30/11/2015;03Ê-Ê04;12180;16576;7880;3947;40584;1131;404;429;1964
30/11/2015;04Ê-Ê05;13146;16769;7858;4026;41799;1170;425;427;2022
30/11/2015;05Ê-Ê06;14478;17462;8135;4443;44519;1157;658;414;2229
30/11/2015;06Ê-Ê07;17226;20173;8786;4815;50999;1244;862;593;2699
30/11/2015;07Ê-Ê08;21078;21646;8915;5036;56674;1481;976;600;3057
30/11/2015;08Ê-Ê09;21493;22003;8827;5547;57871;1462;1118;649;3229
30/11/2015;09Ê-Ê10;21235;21398;8591;5749;56971;1397;948;611;2956
30/11/2015;10Ê-Ê11;21410;21195;8803;5704;57112;1483;821;634;2938
30/11/2015;11Ê-Ê12;21239;21082;8749;5774;56844;1452;987;607;3046
30/11/2015;12Ê-Ê13;21070;20820;8790;5513;56193;1450;1023;613;3086
30/11/2015;13Ê-Ê14;21226;20791;8728;5313;56058;1449;1007;601;3057
30/11/2015;14Ê-Ê15;21378;21022;8819;5074;56293;1560;1093;667;3320
30/11/2015;15Ê-Ê16;22169;21405;8930;4679;57182;1571;1275;923;3769
30/11/2015;16Ê-Ê17;23003;21805;8999;4754;58561;1527;1199;833;3559
30/11/2015;17Ê-Ê18;23358;22006;9077;4455;58896;1522;1053;650;3225
30/11/2015;18Ê-Ê19;23040;21993;8957;4253;58243;1488;964;643;3095
30/11/2015;19Ê-Ê20;22439;21896;8610;3874;56820;1155;669;623;2447
30/11/2015;20Ê-Ê21;21473;21457;8254;3518;54703;1079;660;463;2202
30/11/2015;21Ê-Ê22;20664;20785;8224;3515;53189;1046;557;425;2028
30/11/2015;22Ê-Ê23;18327;20364;7999;3736;50426;1033;417;421;1871
30/11/2015;23Ê-Ê00;14748;18545;7834;3987;45115;1035;393;401;1829
01/12/2015;00Ê-Ê01;13730;16803;8029;4028;42590;979;394;400;1773
01/12/2015;01Ê-Ê02;12619;16509;8010;4085;41223;1010;390;386;1786
01/12/2015;02Ê-Ê03;12101;16614;7940;4362;41017;1036;387;364;1787
01/12/2015;03Ê-Ê04;12155;16698;7918;4426;41198;997;415;339;1751
01/12/2015;04Ê-Ê05;13426;17015;7943;4493;42880;991;445;340;1776
01/12/2015;05Ê-Ê06;16020;18037;8253;4705;47014;1160;722;332;2214
01/12/2015;06Ê-Ê07;19182;20101;8658;4416;52357;1354;909;575;2838
01/12/2015;07Ê-Ê08;21749;21574;8854;4530;56708;1447;1096;582;3125
01/12/2015;08Ê-Ê09;22224;22135;8852;4605;57817;1464;1094;614;3172
01/12/2015;09Ê-Ê10;22377;22018;8740;4356;57492;1442;1010;620;3072
01/12/2015;10Ê-Ê11;22084;21825;8544;4343;56797;1401;683;554;2638
01/12/2015;11Ê-Ê12;22086;21797;8585;4287;56756;1472;664;474;2610
01/12/2015;12Ê-Ê13;21976;21444;8649;4132;56201;1479;784;665;2928
01/12/2015;13Ê-Ê14;22018;21270;8601;4041;55932;1461;889;643;2993
01/12/2015;14Ê-Ê15;22461;21252;8809;3861;56383;1373;957;665;2995
01/12/2015;15Ê-Ê16;23424;21570;8973;3744;57710;1355;1028;878;3261
01/12/2015;16Ê-Ê17;24389;22283;9036;3805;59512;1425;951;838;3214
01/12/2015;17Ê-Ê18;24530;22356;9012;3889;59788;1485;871;783;3139
01/12/2015;18Ê-Ê19;24396;22310;8926;3699;59330;1486;909;654;3049
01/12/2015;19Ê-Ê20;24096;22157;8670;3384;58306;1023;670;607;2300
01/12/2015;20Ê-Ê21;22496;21807;8514;3128;55945;910;637;474;2021
01/12/2015;21Ê-Ê22;21264;21136;8494;2727;53622;899;556;459;1914
01/12/2015;22Ê-Ê23;19742;20048;8377;2363;50531;932;425;438;1795
01/12/2015;23Ê-Ê00;18115;18582;8283;1985;46966;913;403;419;1735
02/12/2015;00Ê-Ê01;18035;16765;8100;1995;44894;918;399;393;1710
02/12/2015;01Ê-Ê02;17370;16239;8042;2083;43736;935;398;369;1702
02/12/2015;02Ê-Ê03;15883;15912;8030;2474;42300;946;408;377;1731
02/12/2015;03Ê-Ê04;16156;15722;8039;2486;42403;949;439;376;1764
02/12/2015;04Ê-Ê05;18456;15850;8066;2394;44767;955;498;370;1823
02/12/2015;05Ê-Ê06;20112;16867;8318;2917;48214;1106;788;375;2269
02/12/2015;06Ê-Ê07;21901;19145;8718;3365;53129;1455;990;576;3021
02/12/2015;07Ê-Ê08;23810;20873;8987;3801;57471;1480;1149;706;3335
02/12/2015;08Ê-Ê09;24351;21181;8932;4048;58513;1464;1101;715;3280
02/12/2015;09Ê-Ê10;23677;21105;8855;4485;58121;1472;1092;585;3149
02/12/2015;10Ê-Ê11;23439;21090;8793;4700;58022;1351;999;455;2805
02/12/2015;11Ê-Ê12;23306;20915;8865;4704;57789;1443;947;501;2891
02/12/2015;12Ê-Ê13;23063;20774;8865;4535;57237;1438;1224;484;3146
02/12/2015;13Ê-Ê14;22767;20458;8813;4520;56557;1412;1192;520;3124
02/12/2015;14Ê-Ê15;22749;20652;8825;4540;56766;1383;1262;700;3345
02/12/2015;15Ê-Ê16;22820;21095;8886;4521;57323;1357;1697;798;3852
02/12/2015;16Ê-Ê17;22896;21126;8986;4640;57649;1355;1452;914;3721
02/12/2015;17Ê-Ê18;22965;21116;9082;4638;57801;1349;1418;756;3523
02/12/2015;18Ê-Ê19;22571;20808;9142;4357;56877;1343;1220;609;3172
02/12/2015;19Ê-Ê20;21932;20567;9069;4063;55631;998;908;409;2315
02/12/2015;20Ê-Ê21;20578;20260;8686;4013;53538;834;727;378;1939
02/12/2015;21Ê-Ê22;18919;20267;8531;3945;51663;816;743;263;1822
02/12/2015;22Ê-Ê23;17338;18914;8505;3747;48505;805;429;240;1474
02/12/2015;23Ê-Ê00;15633;18289;8310;3589;45820;831;440;251;1522
03/12/2015;00Ê-Ê01;14602;16699;8203;3382;42886;887;391;265;1543
03/12/2015;01Ê-Ê02;14046;16402;8178;3131;41759;896;394;247;1537
03/12/2015;02Ê-Ê03;14050;16248;8171;2930;41399;901;395;243;1539
03/12/2015;03Ê-Ê04;14742;16151;8163;2668;41725;912;405;254;1571
03/12/2015;04Ê-Ê05;16051;16341;8183;2497;43073;983;566;262;1811
03/12/2015;05Ê-Ê06;17651;17369;8411;2309;45741;1098;867;285;2250
03/12/2015;06Ê-Ê07;20343;19436;8675;2623;51077;1447;961;513;2921
03/12/2015;07Ê-Ê08;23223;20807;8883;2993;55907;1488;1263;520;3271
03/12/2015;08Ê-Ê09;23537;21027;8920;3211;56694;1497;1229;789;3515
03/12/2015;09Ê-Ê10;23219;20563;8914;2986;55680;1463;1461;782;3706
03/12/2015;10Ê-Ê11;23363;20832;8612;2865;55672;1216;1282;640;3138
03/12/2015;11Ê-Ê12;22814;21092;8827;3013;55747;1418;921;504;2843
03/12/2015;12Ê-Ê13;22573;20783;8794;3005;55155;1435;1155;484;3074
03/12/2015;13Ê-Ê14;22624;21167;8893;3181;55863;1421;1162;478;3061
03/12/2015;14Ê-Ê15;22885;21184;9061;3252;56382;1403;1047;612;3062
03/12/2015;15Ê-Ê16;23542;21586;9034;3431;57592;1398;1373;644;3415
03/12/2015;16Ê-Ê17;23444;21778;9116;4002;58338;1436;1203;662;3301
03/12/2015;17Ê-Ê18;23649;21331;9011;3969;57961;1468;1046;622;3136
03/12/2015;18Ê-Ê19;23503;21000;8904;3741;57149;1530;933;618;3081
03/12/2015;19Ê-Ê20;22532;21029;8533;3930;56024;1142;784;475;2401
03/12/2015;20Ê-Ê21;21239;20369;8348;3909;53865;1010;762;390;2162
03/12/2015;21Ê-Ê22;19966;19656;8256;3916;51795;1013;602;294;1909
03/12/2015;22Ê-Ê23;18307;18970;8087;3953;49317;1014;438;273;1725
03/12/2015;23Ê-Ê00;15969;17983;8004;3829;45786;982;416;279;1677
04/12/2015;00Ê-Ê01;14500;16569;8039;3890;42998;990;413;251;1654
04/12/2015;01Ê-Ê02;13364;16546;7965;4330;42205;972;415;233;1620
04/12/2015;02Ê-Ê03;12825;16425;7923;4407;41582;971;418;231;1620
04/12/2015;03Ê-Ê04;12403;16552;7850;4559;41364;972;437;244;1653
04/12/2015;04Ê-Ê05;12795;16630;7948;4577;41949;1018;503;272;1793
04/12/2015;05Ê-Ê06;14016;17650;8466;4766;44899;1168;631;308;2107
04/12/2015;06Ê-Ê07;16680;19902;9000;5033;50615;1403;1040;331;2774
04/12/2015;07Ê-Ê08;19382;21316;9169;5257;55123;1530;1123;520;3173
04/12/2015;08Ê-Ê09;20086;21320;9122;5562;56091;1536;1117;611;3264
04/12/2015;09Ê-Ê10;20070;21102;9006;5436;55614;1575;974;787;3336
04/12/2015;10Ê-Ê11;19887;21359;8780;5277;55304;1467;760;791;3018
04/12/2015;11Ê-Ê12;19525;21468;9005;5352;55350;1567;824;639;3030
04/12/2015;12Ê-Ê13;19400;21838;8972;5474;55685;1549;947;743;3239
04/12/2015;13Ê-Ê14;18927;21878;8921;5461;55187;1525;910;660;3095
04/12/2015;14Ê-Ê15;18650;21908;8988;5208;54755;1678;925;645;3248
04/12/2015;15Ê-Ê16;18759;21442;9032;5159;54394;1687;840;961;3488
04/12/2015;16Ê-Ê17;19577;21533;8871;5079;55061;1747;837;932;3516
04/12/2015;17Ê-Ê18;20169;21747;8731;4838;55484;1816;920;679;3415
04/12/2015;18Ê-Ê19;19090;22103;8619;4597;54409;1766;814;672;3252
04/12/2015;19Ê-Ê20;18098;21641;8340;4708;52787;1260;742;489;2491
04/12/2015;20Ê-Ê21;16851;20814;7867;4476;50008;1147;747;485;2379
04/12/2015;21Ê-Ê22;15739;19986;7816;4708;48249;1150;520;475;2145
04/12/2015;22Ê-Ê23;14677;19019;7697;4861;46254;1151;426;498;2075
04/12/2015;23Ê-Ê00;13789;17885;7596;4750;44019;1164;411;461;2036
05/12/2015;00Ê-Ê01;13258;16230;7749;4585;41822;1133;411;460;2004
05/12/2015;01Ê-Ê02;12794;15635;7567;4692;40688;1088;421;458;1967
05/12/2015;02Ê-Ê03;12158;15617;7336;4766;39877;1095;419;459;1973
05/12/2015;03Ê-Ê04;11928;15688;7209;4798;39623;1082;420;461;1963
05/12/2015;04Ê-Ê05;11770;15836;7202;4785;39595;1084;426;465;1975
05/12/2015;05Ê-Ê06;11960;16152;7276;4850;40239;1081;420;462;1963
05/12/2015;06Ê-Ê07;12207;16756;7551;4897;41411;1086;442;454;1982
05/12/2015;07Ê-Ê08;12832;17701;7796;4990;43320;1057;475;423;1955
05/12/2015;08Ê-Ê09;13608;18159;7990;5045;44802;1036;493;431;1960
05/12/2015;09Ê-Ê10;14631;19213;8080;5112;47036;1019;537;440;1996
05/12/2015;10Ê-Ê11;14783;19462;8255;4978;47479;1022;567;448;2037
05/12/2015;11Ê-Ê12;15059;19517;8250;4780;47608;958;561;460;1979
05/12/2015;12Ê-Ê13;15248;19474;8334;4691;47745;907;538;455;1900
05/12/2015;13Ê-Ê14;15215;19371;8357;4669;47611;912;538;441;1891
05/12/2015;14Ê-Ê15;15035;19475;8404;4744;47659;983;553;430;1966
05/12/2015;15Ê-Ê16;15446;20055;8493;4861;48856;1035;728;429;2192
05/12/2015;16Ê-Ê17;15749;20994;8542;5006;50291;1090;766;455;2311
05/12/2015;17Ê-Ê18;15572;21196;8497;5283;50548;1096;717;469;2282
05/12/2015;18Ê-Ê19;15075;20675;8425;5253;49428;1107;649;470;2226
05/12/2015;19Ê-Ê20;14005;19995;8214;5096;47311;1104;646;466;2216
05/12/2015;20Ê-Ê21;13630;19261;8047;4553;45492;1118;548;466;2132
05/12/2015;21Ê-Ê22;13127;18648;7959;4690;44424;1142;463;471;2076
05/12/2015;22Ê-Ê23;12700;17813;7842;4603;42958;1122;445;460;2027
05/12/2015;23Ê-Ê00;12079;17120;7500;4557;41255;1124;440;458;2022
06/12/2015;00Ê-Ê01;12102;16519;7214;4373;40208;1152;421;463;2036
06/12/2015;01Ê-Ê02;11113;16191;7106;4256;38667;1135;420;462;2017
06/12/2015;02Ê-Ê03;10613;16043;7061;4319;38035;1123;419;462;2004
06/12/2015;03Ê-Ê04;10595;16026;7022;4304;37948;1133;421;464;2018
06/12/2015;04Ê-Ê05;11036;16146;7081;4427;38690;1135;432;469;2036
06/12/2015;05Ê-Ê06;11174;16146;7236;4460;39017;1134;435;468;2037
06/12/2015;06Ê-Ê07;11001;16131;7375;4854;39361;1127;436;463;2026
06/12/2015;07Ê-Ê08;12058;16265;7476;4697;40496;1116;471;457;2044
06/12/2015;08Ê-Ê09;13231;16965;7552;4763;42511;1103;494;459;2056
06/12/2015;09Ê-Ê10;13543;17616;7768;4998;43923;1107;542;502;2151
06/12/2015;10Ê-Ê11;14027;18350;7902;5044;45323;1066;591;464;2121
06/12/2015;11Ê-Ê12;14283;18913;7988;5088;46272;1037;607;468;2112
06/12/2015;12Ê-Ê13;13567;19503;8087;5062;46222;1029;594;468;2091
06/12/2015;13Ê-Ê14;13275;19636;8155;5018;46083;991;588;464;2043
06/12/2015;14Ê-Ê15;13474;19959;8199;5068;46702;957;573;516;2046
06/12/2015;15Ê-Ê16;14045;21335;8260;5123;48762;965;725;548;2238
06/12/2015;16Ê-Ê17;14432;22026;8352;5228;50037;1034;719;638;2391
06/12/2015;17Ê-Ê18;14682;22490;8367;5133;50672;1019;674;642;2335
06/12/2015;18Ê-Ê19;14734;22490;8291;4933;50448;1038;584;691;2313
06/12/2015;19Ê-Ê20;14644;22213;8287;4868;50012;1029;658;529;2216
06/12/2015;20Ê-Ê21;14355;21799;8230;4792;49176;1025;549;528;2102
06/12/2015;21Ê-Ê22;14294;20977;8144;4660;48074;1043;453;467;1963
06/12/2015;22Ê-Ê23;13888;19997;7971;4667;46524;1062;414;463;1939
06/12/2015;23Ê-Ê00;13411;18599;7721;4376;44108;1088;410;458;1956
07/12/2015;00Ê-Ê01;12951;17717;7585;4185;42439;1086;415;458;1959
07/12/2015;01Ê-Ê02;12364;17412;7546;4001;41322;1080;413;457;1950
07/12/2015;02Ê-Ê03;12425;17479;7543;3872;41320;1089;418;456;1963
07/12/2015;03Ê-Ê04;12457;17598;7604;3711;41371;1083;417;458;1958
07/12/2015;04Ê-Ê05;12627;18610;7768;3503;42507;1085;443;462;1990
07/12/2015;05Ê-Ê06;13370;20919;8422;3219;45929;1084;555;462;2101
07/12/2015;06Ê-Ê07;17407;22188;8865;3044;51504;1174;937;673;2784
07/12/2015;07Ê-Ê08;20832;23377;9060;3147;56416;1439;1340;675;3454
07/12/2015;08Ê-Ê09;21433;23851;8986;3355;57625;1416;1341;816;3573
07/12/2015;09Ê-Ê10;21402;23295;9021;3208;56924;1346;1324;813;3483
07/12/2015;10Ê-Ê11;21698;23147;9038;3065;56949;1306;1230;664;3200
07/12/2015;11Ê-Ê12;21690;23229;9056;3169;57145;1281;1180;666;3127
07/12/2015;12Ê-Ê13;21607;22776;8960;3042;56385;1243;1345;738;3326
07/12/2015;13Ê-Ê14;22071;22718;8938;2568;56295;1209;1442;625;3276
07/12/2015;14Ê-Ê15;22410;22730;9065;2460;56665;1325;1444;645;3414
07/12/2015;15Ê-Ê16;22970;22946;9154;2570;57641;1457;1450;785;3692
07/12/2015;16Ê-Ê17;23276;22886;9167;3072;58402;1466;1464;744;3674
07/12/2015;17Ê-Ê18;23324;22768;9174;3179;58445;1452;1536;596;3584
07/12/2015;18Ê-Ê19;23144;22791;9051;3150;58137;1451;1351;665;3467
07/12/2015;19Ê-Ê20;22883;22391;8842;2980;57098;1290;1294;502;3086
07/12/2015;20Ê-Ê21;22049;21966;8735;2901;55652;1187;1091;488;2766
07/12/2015;21Ê-Ê22;20945;21623;8613;2653;53834;1197;741;465;2403
07/12/2015;22Ê-Ê23;19413;20987;8437;2521;51358;1188;427;278;1893
07/12/2015;23Ê-Ê00;17802;19681;8176;2471;48131;1191;408;248;1847
08/12/2015;00Ê-Ê01;16841;17958;8166;2571;45536;1175;412;235;1822
08/12/2015;01Ê-Ê02;16184;17358;7997;2563;44102;1171;415;223;1809
08/12/2015;02Ê-Ê03;16046;17060;7959;2655;43720;1184;416;201;1801
08/12/2015;03Ê-Ê04;16012;17055;7972;2763;43802;1202;417;197;1816
08/12/2015;04Ê-Ê05;16636;17318;8169;2807;44931;1237;524;195;1956
08/12/2015;05Ê-Ê06;17507;18850;8392;2973;47722;1228;763;331;2322
08/12/2015;06Ê-Ê07;20056;20641;8752;3103;52552;1354;1017;382;2753
08/12/2015;07Ê-Ê08;22655;22163;8933;3537;57289;1604;1038;549;3191
08/12/2015;08Ê-Ê09;23003;22409;8911;3902;58226;1602;1124;553;3279
08/12/2015;09Ê-Ê10;22338;22129;8869;4108;57444;1543;1143;546;3232
08/12/2015;10Ê-Ê11;22428;21969;8700;4046;57144;1329;1039;392;2760
08/12/2015;11Ê-Ê12;22223;21947;8624;4004;56799;1523;916;386;2825
08/12/2015;12Ê-Ê13;22269;21878;8611;3968;56727;1519;1155;434;3108
08/12/2015;13Ê-Ê14;22297;21974;8720;3685;56675;1394;1153;439;2986
08/12/2015;14Ê-Ê15;22200;22268;8766;3657;56891;1463;1281;532;3276
08/12/2015;15Ê-Ê16;21967;22458;8826;3705;56955;1482;1438;671;3591
08/12/2015;16Ê-Ê17;21967;22831;8785;3784;57368;1500;1412;681;3593
08/12/2015;17Ê-Ê18;22046;22470;8781;4023;57319;1523;1190;695;3408
08/12/2015;18Ê-Ê19;21237;21934;8725;4126;56022;1534;1101;647;3282
08/12/2015;19Ê-Ê20;20303;21497;8685;4254;54738;1292;797;440;2529
08/12/2015;20Ê-Ê21;19367;20909;8345;4159;52781;1215;792;431;2438
08/12/2015;21Ê-Ê22;18252;20420;7980;3998;50650;1210;752;327;2289
08/12/2015;22Ê-Ê23;16951;19977;7716;3754;48396;1244;443;278;1965
08/12/2015;23Ê-Ê00;15008;18957;7487;3554;45007;1246;416;300;1962
09/12/2015;00Ê-Ê01;14065;17408;7451;3459;42384;1251;412;296;1959
09/12/2015;01Ê-Ê02;13608;16839;7451;3324;41221;1199;412;300;1911
09/12/2015;02Ê-Ê03;13301;16791;7421;3271;40784;1207;416;282;1905
09/12/2015;03Ê-Ê04;13322;16824;7494;3304;40944;1208;422;280;1910
09/12/2015;04Ê-Ê05;13789;17108;7561;3265;41723;1215;473;276;1964
09/12/2015;05Ê-Ê06;14662;18112;8120;3349;44244;1219;593;277;2089
09/12/2015;06Ê-Ê07;16734;19764;8684;3683;48867;1333;937;386;2656
09/12/2015;07Ê-Ê08;19765;21474;8843;3867;53949;1486;958;638;3082
09/12/2015;08Ê-Ê09;20355;21982;8906;4199;55441;1490;921;638;3049
09/12/2015;09Ê-Ê10;20315;21787;8784;4225;55112;1454;934;654;3042
09/12/2015;10Ê-Ê11;20204;21855;8499;4384;54940;1302;950;541;2793
09/12/2015;11Ê-Ê12;19588;21900;8679;4404;54572;1339;863;517;2719
09/12/2015;12Ê-Ê13;19461;21926;8707;3992;54086;1427;952;507;2886
09/12/2015;13Ê-Ê14;19676;21954;8805;3731;54165;1466;959;536;2961
09/12/2015;14Ê-Ê15;19881;22021;8927;3539;54369;1490;1048;524;3062
09/12/2015;15Ê-Ê16;20507;22479;8929;3765;55680;1543;1220;711;3474
09/12/2015;16Ê-Ê17;20627;23078;8946;4199;56851;1470;1082;774;3326
09/12/2015;17Ê-Ê18;20613;23088;8838;4378;56917;1474;1051;657;3182
09/12/2015;18Ê-Ê19;20040;22744;8708;4637;56130;1482;947;659;3088
09/12/2015;19Ê-Ê20;18930;22129;8477;4878;54415;1299;888;515;2702
09/12/2015;20Ê-Ê21;17867;21662;8090;4751;52370;1202;771;496;2469
09/12/2015;21Ê-Ê22;16752;21211;7827;4797;50586;1218;613;358;2189
09/12/2015;22Ê-Ê23;15334;20015;7604;4902;47854;1233;434;352;2019
09/12/2015;23Ê-Ê00;13600;18706;7541;4813;44660;1229;428;341;1998
10/12/2015;00Ê-Ê01;12478;17793;7501;4713;42486;1214;421;316;1951
10/12/2015;01Ê-Ê02;11958;17121;7399;4737;41214;1205;430;309;1944
10/12/2015;02Ê-Ê03;11941;16804;7297;4816;40858;1185;422;305;1912
10/12/2015;03Ê-Ê04;11807;16843;7370;4841;40863;1159;413;322;1894
10/12/2015;04Ê-Ê05;12209;17342;7578;5042;42172;1155;436;333;1924
10/12/2015;05Ê-Ê06;13102;18244;8092;5070;44510;1176;619;349;2144
10/12/2015;06Ê-Ê07;15621;19970;8621;5009;49222;1338;1049;398;2785
10/12/2015;07Ê-Ê08;17798;21806;8877;5380;53861;1461;996;633;3090
10/12/2015;08Ê-Ê09;18082;22178;8902;5560;54721;1425;1071;523;3019
10/12/2015;09Ê-Ê10;17914;22271;8705;5475;54366;1428;983;585;2996
10/12/2015;10Ê-Ê11;18379;22251;8582;5477;54688;1165;815;478;2458
10/12/2015;11Ê-Ê12;18367;22487;8644;5373;54871;1251;812;394;2457
10/12/2015;12Ê-Ê13;18342;22494;8743;5443;55022;1198;980;548;2726
10/12/2015;13Ê-Ê14;18222;22556;8849;5523;55148;1341;950;556;2847
10/12/2015;14Ê-Ê15;18255;22551;8908;5548;55262;1432;968;574;2974
10/12/2015;15Ê-Ê16;18906;22675;8922;5411;55916;1452;1260;633;3345
10/12/2015;16Ê-Ê17;19461;22952;8820;5292;56526;1466;1194;625;3285
10/12/2015;17Ê-Ê18;19743;22729;8712;4968;56152;1472;1046;693;3211
10/12/2015;18Ê-Ê19;19194;22905;8519;4555;55173;1469;968;654;3091
10/12/2015;19Ê-Ê20;18793;22840;8247;4355;54236;1277;801;600;2678
10/12/2015;20Ê-Ê21;18168;22387;7890;4223;52668;1222;794;465;2481
10/12/2015;21Ê-Ê22;17458;22003;7645;4145;51252;1204;488;469;2161
10/12/2015;22Ê-Ê23;16028;20885;7476;4060;48450;1211;452;448;2111
10/12/2015;23Ê-Ê00;14801;19483;7328;3875;45486;1215;446;425;2086
11/12/2015;00Ê-Ê01;14438;17765;7312;3722;43237;1204;442;406;2052
11/12/2015;01Ê-Ê02;14086;17048;7290;3649;42073;1196;441;426;2063
11/12/2015;02Ê-Ê03;14201;16945;7263;3551;41960;1186;442;424;2052
11/12/2015;03Ê-Ê04;14390;17260;7264;3448;42362;1137;442;424;2003
11/12/2015;04Ê-Ê05;14843;17592;7481;3424;43340;1141;451;431;2023
11/12/2015;05Ê-Ê06;16264;18601;8025;3440;46331;1239;521;457;2217
11/12/2015;06Ê-Ê07;18627;20309;8626;3756;51318;1331;791;567;2689
11/12/2015;07Ê-Ê08;20733;22201;8908;4098;55939;1269;1118;763;3150
11/12/2015;08Ê-Ê09;21425;22485;8876;4691;57478;1209;1129;770;3108
11/12/2015;09Ê-Ê10;21604;22258;8866;4603;57332;1161;1053;771;2985
11/12/2015;10Ê-Ê11;21399;22449;8711;4669;57229;1126;806;478;2410
11/12/2015;11Ê-Ê12;20939;22382;8698;4840;56860;1112;890;555;2557
11/12/2015;12Ê-Ê13;20485;22085;8713;4699;55982;1142;1164;536;2842
11/12/2015;13Ê-Ê14;20318;21676;8693;4623;55310;1169;1097;607;2873
11/12/2015;14Ê-Ê15;20743;21728;8731;4529;55729;1197;1329;649;3175
11/12/2015;15Ê-Ê16;20873;22095;8881;4687;56536;1172;1275;764;3211
11/12/2015;16Ê-Ê17;21680;22670;8909;4744;58002;1151;1269;737;3157
11/12/2015;17Ê-Ê18;21818;22843;8813;4607;58081;1163;1126;688;2977
11/12/2015;18Ê-Ê19;21168;22609;8689;4404;56871;1243;848;709;2800
11/12/2015;19Ê-Ê20;20329;22362;8393;3891;54974;1207;719;370;2296
11/12/2015;20Ê-Ê21;19495;21688;8061;3571;52814;1045;662;413;2120
11/12/2015;21Ê-Ê22;18468;20978;7943;3399;50788;1008;496;436;1940
11/12/2015;22Ê-Ê23;16998;19887;7710;3166;47761;980;452;417;1849
11/12/2015;23Ê-Ê00;15117;18948;7587;3077;44727;898;440;401;1739
12/12/2015;00Ê-Ê01;14548;17305;7502;3203;42558;881;413;378;1672
12/12/2015;01Ê-Ê02;14015;16454;7375;3308;41153;895;419;387;1701
12/12/2015;02Ê-Ê03;13687;16317;7354;3310;40669;896;408;414;1718
12/12/2015;03Ê-Ê04;13675;16227;7484;3323;40708;877;415;439;1731
12/12/2015;04Ê-Ê05;13842;16178;7520;3312;40852;858;432;426;1716
12/12/2015;05Ê-Ê06;14392;16415;7593;3253;41653;850;461;419;1730
12/12/2015;06Ê-Ê07;15356;17047;7705;3206;43314;852;475;426;1753
12/12/2015;07Ê-Ê08;17335;18616;7803;3296;47049;846;486;414;1746
12/12/2015;08Ê-Ê09;19220;19543;7853;3275;49891;832;530;388;1750
12/12/2015;09Ê-Ê10;19902;20462;7951;3241;51556;832;576;368;1776
12/12/2015;10Ê-Ê11;20392;20839;8020;3349;52601;838;595;408;1841
12/12/2015;11Ê-Ê12;20239;21021;8022;3410;52691;831;595;409;1835
12/12/2015;12Ê-Ê13;20028;20914;8109;3387;52438;773;603;395;1771
12/12/2015;13Ê-Ê14;19751;20897;8219;3330;52198;739;648;379;1766
12/12/2015;14Ê-Ê15;19982;21031;8412;3149;52574;817;669;356;1842
12/12/2015;15Ê-Ê16;21354;21623;8573;2787;54338;850;989;373;2212
12/12/2015;16Ê-Ê17;22227;22111;8627;2765;55729;828;1147;368;2343
12/12/2015;17Ê-Ê18;22820;22410;8646;2754;56631;820;831;676;2327
12/12/2015;18Ê-Ê19;22655;22333;8611;2926;56525;841;895;362;2098
12/12/2015;19Ê-Ê20;21752;21724;8439;2815;54731;790;692;355;1837
12/12/2015;20Ê-Ê21;21297;20638;8128;2621;52684;836;627;342;1805
12/12/2015;21Ê-Ê22;20858;19864;8050;2561;51333;836;474;339;1649
12/12/2015;22Ê-Ê23;20626;18904;7863;2278;49670;873;443;324;1640
12/12/2015;23Ê-Ê00;19662;17949;7627;2166;47404;846;427;318;1591
13/12/2015;00Ê-Ê01;17811;16734;7469;1982;43997;848;416;307;1571
13/12/2015;01Ê-Ê02;16479;16024;7470;2142;42116;847;413;289;1549
13/12/2015;02Ê-Ê03;16041;15653;7497;2164;41356;857;413;262;1532
13/12/2015;03Ê-Ê04;15970;15486;7476;2257;41190;856;414;264;1534
13/12/2015;04Ê-Ê05;15992;15409;7513;2451;41364;841;423;272;1536
13/12/2015;05Ê-Ê06;16314;15523;7593;2834;42264;834;427;294;1555
13/12/2015;06Ê-Ê07;16703;15797;7641;3262;43404;837;431;263;1531
13/12/2015;07Ê-Ê08;17672;16338;7670;3335;45016;831;474;238;1543
13/12/2015;08Ê-Ê09;19563;17810;7808;3358;48538;824;575;250;1649
13/12/2015;09Ê-Ê10;21945;18969;7941;3452;52308;784;758;232;1774
13/12/2015;10Ê-Ê11;23073;19436;7949;3401;53860;735;778;223;1736
13/12/2015;11Ê-Ê12;23376;19805;7893;3498;54572;720;787;202;1709
13/12/2015;12Ê-Ê13;23236;19950;7887;3502;54576;717;787;196;1700
13/12/2015;13Ê-Ê14;23159;19989;8036;3348;54533;699;804;194;1697
13/12/2015;14Ê-Ê15;23439;20196;8342;3296;55274;681;878;180;1739
13/12/2015;15Ê-Ê16;23864;20844;8519;3251;56478;808;984;381;2173
13/12/2015;16Ê-Ê17;24321;21840;8519;3292;57971;839;914;585;2338
13/12/2015;17Ê-Ê18;24456;22271;8581;3427;58734;866;1001;420;2287
13/12/2015;18Ê-Ê19;24523;22200;8507;3289;58520;967;805;599;2371
13/12/2015;19Ê-Ê20;24500;22137;8476;3046;58159;826;759;418;2003
13/12/2015;20Ê-Ê21;24425;21837;8250;2750;57265;873;759;246;1878
