Date;Hours;mWh
01/01/2016;00Ê-Ê01;40180,1
01/01/2016;01Ê-Ê02;39293,8
01/01/2016;02Ê-Ê03;38513,8
01/01/2016;03Ê-Ê04;38126,8
01/01/2016;04Ê-Ê05;37894,3
01/01/2016;05Ê-Ê06;38542,2
01/01/2016;06Ê-Ê07;39194
01/01/2016;07Ê-Ê08;40686,6
01/01/2016;08Ê-Ê09;41599,5
01/01/2016;09Ê-Ê10;42345,4
01/01/2016;10Ê-Ê11;43401,6
01/01/2016;11Ê-Ê12;44227,9
01/01/2016;12Ê-Ê13;45018,1
01/01/2016;13Ê-Ê14;45559,1
01/01/2016;14Ê-Ê15;46525,2
01/01/2016;15Ê-Ê16;48526,7
01/01/2016;16Ê-Ê17;49656
01/01/2016;17Ê-Ê18;50255,2
01/01/2016;18Ê-Ê19;49852,8
01/01/2016;19Ê-Ê20;48578,6
01/01/2016;20Ê-Ê21;47260,7
01/01/2016;21Ê-Ê22;46222,3
01/01/2016;22Ê-Ê23;44461,6
01/01/2016;23Ê-Ê00;42342,8
02/01/2016;00Ê-Ê01;40813
02/01/2016;01Ê-Ê02;39685,1
02/01/2016;02Ê-Ê03;37471,4
02/01/2016;03Ê-Ê04;37355,7
02/01/2016;04Ê-Ê05;37608,3
02/01/2016;05Ê-Ê06;38441
02/01/2016;06Ê-Ê07;40417,2
02/01/2016;07Ê-Ê08;42206,1
02/01/2016;08Ê-Ê09;44737,4
02/01/2016;09Ê-Ê10;46326,5
02/01/2016;10Ê-Ê11;47617,4
02/01/2016;11Ê-Ê12;48195,4
02/01/2016;12Ê-Ê13;47846,9
02/01/2016;13Ê-Ê14;47898,3
02/01/2016;14Ê-Ê15;48447,1
02/01/2016;15Ê-Ê16;49701,7
02/01/2016;16Ê-Ê17;50947,1
02/01/2016;17Ê-Ê18;51586,1
02/01/2016;18Ê-Ê19;51138,8
02/01/2016;19Ê-Ê20;49908,9
02/01/2016;20Ê-Ê21;48675,4
02/01/2016;21Ê-Ê22;47212,4
02/01/2016;22Ê-Ê23;46292,7
02/01/2016;23Ê-Ê00;43836,8
03/01/2016;00Ê-Ê01;42625,9
03/01/2016;01Ê-Ê02;41762,4
03/01/2016;02Ê-Ê03;41236,3
03/01/2016;03Ê-Ê04;40803,1
03/01/2016;04Ê-Ê05;40642,6
03/01/2016;05Ê-Ê06;41201,2
03/01/2016;06Ê-Ê07;42589
03/01/2016;07Ê-Ê08;44178,5
03/01/2016;08Ê-Ê09;45720,7
03/01/2016;09Ê-Ê10;47318
03/01/2016;10Ê-Ê11;48819,1
03/01/2016;11Ê-Ê12;50257,9
03/01/2016;12Ê-Ê13;50357,5
03/01/2016;13Ê-Ê14;49911,2
03/01/2016;14Ê-Ê15;50315,9
03/01/2016;15Ê-Ê16;51437,9
03/01/2016;16Ê-Ê17;52803,6
03/01/2016;17Ê-Ê18;53751,5
03/01/2016;18Ê-Ê19;53344
03/01/2016;19Ê-Ê20;52547,6
03/01/2016;20Ê-Ê21;51483,1
03/01/2016;21Ê-Ê22;50473,1
03/01/2016;22Ê-Ê23;48932,9
03/01/2016;23Ê-Ê00;46119,6
04/01/2016;00Ê-Ê01;44630,7
04/01/2016;01Ê-Ê02;43671,4
04/01/2016;02Ê-Ê03;43293
04/01/2016;03Ê-Ê04;43396,3
04/01/2016;04Ê-Ê05;44353,3
04/01/2016;05Ê-Ê06;47087,3
04/01/2016;06Ê-Ê07;51785,2
04/01/2016;07Ê-Ê08;56945,2
04/01/2016;08Ê-Ê09;58720,9
04/01/2016;09Ê-Ê10;58833,6
04/01/2016;10Ê-Ê11;58808,2
04/01/2016;11Ê-Ê12;58482,3
04/01/2016;12Ê-Ê13;57930,5
04/01/2016;13Ê-Ê14;57899,6
04/01/2016;14Ê-Ê15;58218,7
04/01/2016;15Ê-Ê16;59106
04/01/2016;16Ê-Ê17;59927,3
04/01/2016;17Ê-Ê18;60175,7
04/01/2016;18Ê-Ê19;59191,9
04/01/2016;19Ê-Ê20;57828,3
04/01/2016;20Ê-Ê21;55870,4
04/01/2016;21Ê-Ê22;54202,7
04/01/2016;22Ê-Ê23;51896,2
04/01/2016;23Ê-Ê00;49229,1
05/01/2016;00Ê-Ê01;46965,6
05/01/2016;01Ê-Ê02;46035,1
05/01/2016;02Ê-Ê03;45686,6
05/01/2016;03Ê-Ê04;45809
05/01/2016;04Ê-Ê05;46623
05/01/2016;05Ê-Ê06;48884
05/01/2016;06Ê-Ê07;53699,4
05/01/2016;07Ê-Ê08;58247,1
05/01/2016;08Ê-Ê09;59679
05/01/2016;09Ê-Ê10;59695,1
05/01/2016;10Ê-Ê11;59616,9
05/01/2016;11Ê-Ê12;59395,5
05/01/2016;12Ê-Ê13;58819,1
05/01/2016;13Ê-Ê14;58771,5
05/01/2016;14Ê-Ê15;59138,2
05/01/2016;15Ê-Ê16;60124,8
05/01/2016;16Ê-Ê17;60970
05/01/2016;17Ê-Ê18;61001,3
05/01/2016;18Ê-Ê19;60185,7
05/01/2016;19Ê-Ê20;59010,2
05/01/2016;20Ê-Ê21;56948,7
05/01/2016;21Ê-Ê22;55574,1
05/01/2016;22Ê-Ê23;53311,8
05/01/2016;23Ê-Ê00;50610,1
06/01/2016;00Ê-Ê01;48901
06/01/2016;01Ê-Ê02;47855,8
06/01/2016;02Ê-Ê03;47379,6
06/01/2016;03Ê-Ê04;47477,2
06/01/2016;04Ê-Ê05;47969,2
06/01/2016;05Ê-Ê06;49545,8
06/01/2016;06Ê-Ê07;52987,1
06/01/2016;07Ê-Ê08;56269,7
06/01/2016;08Ê-Ê09;57564,7
06/01/2016;09Ê-Ê10;58116,1
06/01/2016;10Ê-Ê11;58407,5
06/01/2016;11Ê-Ê12;58546,8
06/01/2016;12Ê-Ê13;58396,3
06/01/2016;13Ê-Ê14;58392,7
06/01/2016;14Ê-Ê15;59016
06/01/2016;15Ê-Ê16;59546,8
06/01/2016;16Ê-Ê17;59966,3
06/01/2016;17Ê-Ê18;60356,6
06/01/2016;18Ê-Ê19;60276,6
06/01/2016;19Ê-Ê20;59576,1
06/01/2016;20Ê-Ê21;58631,3
06/01/2016;21Ê-Ê22;57300
06/01/2016;22Ê-Ê23;55052
06/01/2016;23Ê-Ê00;52379,4
07/01/2016;00Ê-Ê01;51126,9
07/01/2016;01Ê-Ê02;50110,4
07/01/2016;02Ê-Ê03;49747,8
07/01/2016;03Ê-Ê04;49950
07/01/2016;04Ê-Ê05;50783
07/01/2016;05Ê-Ê06;52940,5
07/01/2016;06Ê-Ê07;57765,2
07/01/2016;07Ê-Ê08;61464,3
07/01/2016;08Ê-Ê09;62269,3
07/01/2016;09Ê-Ê10;61897,5
07/01/2016;10Ê-Ê11;61989,4
07/01/2016;11Ê-Ê12;62006,8
07/01/2016;12Ê-Ê13;61435,1
07/01/2016;13Ê-Ê14;61382,5
07/01/2016;14Ê-Ê15;61473,9
07/01/2016;15Ê-Ê16;62105,7
07/01/2016;16Ê-Ê17;62728,2
07/01/2016;17Ê-Ê18;62854,5
07/01/2016;18Ê-Ê19;62256,7
07/01/2016;19Ê-Ê20;61197,9
07/01/2016;20Ê-Ê21;59676,3
07/01/2016;21Ê-Ê22;58301,4
07/01/2016;22Ê-Ê23;55952,3
07/01/2016;23Ê-Ê00;52883
08/01/2016;00Ê-Ê01;50131,4
08/01/2016;01Ê-Ê02;49377,9
08/01/2016;02Ê-Ê03;48649
08/01/2016;03Ê-Ê04;48419,7
08/01/2016;04Ê-Ê05;49208,2
08/01/2016;05Ê-Ê06;51990,9
08/01/2016;06Ê-Ê07;57523,8
08/01/2016;07Ê-Ê08;61240,2
08/01/2016;08Ê-Ê09;61868,3
08/01/2016;09Ê-Ê10;62149,2
08/01/2016;10Ê-Ê11;62119,4
08/01/2016;11Ê-Ê12;61879,7
08/01/2016;12Ê-Ê13;61448,3
08/01/2016;13Ê-Ê14;60996,9
08/01/2016;14Ê-Ê15;60292,1
08/01/2016;15Ê-Ê16;60410
08/01/2016;16Ê-Ê17;61285,6
08/01/2016;17Ê-Ê18;61145,1
08/01/2016;18Ê-Ê19;60288,4
08/01/2016;19Ê-Ê20;59233,5
08/01/2016;20Ê-Ê21;58178,2
08/01/2016;21Ê-Ê22;57104
08/01/2016;22Ê-Ê23;54949,4
08/01/2016;23Ê-Ê00;52360,4
09/01/2016;00Ê-Ê01;50170,5
09/01/2016;01Ê-Ê02;48943,8
09/01/2016;02Ê-Ê03;48166,2
09/01/2016;03Ê-Ê04;47608,6
09/01/2016;04Ê-Ê05;46885,3
09/01/2016;05Ê-Ê06;47855,6
09/01/2016;06Ê-Ê07;49816,8
09/01/2016;07Ê-Ê08;52382,5
09/01/2016;08Ê-Ê09;54253,9
09/01/2016;09Ê-Ê10;55867,5
09/01/2016;10Ê-Ê11;56748,4
09/01/2016;11Ê-Ê12;57055,1
09/01/2016;12Ê-Ê13;56864,3
09/01/2016;13Ê-Ê14;56731,8
09/01/2016;14Ê-Ê15;56925,7
09/01/2016;15Ê-Ê16;57875,1
09/01/2016;16Ê-Ê17;58636,8
09/01/2016;17Ê-Ê18;59365,9
09/01/2016;18Ê-Ê19;58737,4
09/01/2016;19Ê-Ê20;57114,8
09/01/2016;20Ê-Ê21;55554,9
09/01/2016;21Ê-Ê22;54264
09/01/2016;22Ê-Ê23;52324,4
09/01/2016;23Ê-Ê00;50151,9
10/01/2016;00Ê-Ê01;46999,3
10/01/2016;01Ê-Ê02;45781,3
10/01/2016;02Ê-Ê03;45158,6
10/01/2016;03Ê-Ê04;44828,7
10/01/2016;04Ê-Ê05;44758,2
10/01/2016;05Ê-Ê06;45215,8
10/01/2016;06Ê-Ê07;46158,6
10/01/2016;07Ê-Ê08;47436,8
10/01/2016;08Ê-Ê09;48610,7
10/01/2016;09Ê-Ê10;50278,7
10/01/2016;10Ê-Ê11;52142,5
10/01/2016;11Ê-Ê12;52869,2
10/01/2016;12Ê-Ê13;53000,3
10/01/2016;13Ê-Ê14;52864,8
10/01/2016;14Ê-Ê15;53144,9
10/01/2016;15Ê-Ê16;54223,7
10/01/2016;16Ê-Ê17;55800,3
10/01/2016;17Ê-Ê18;57416,4
10/01/2016;18Ê-Ê19;56923,1
10/01/2016;19Ê-Ê20;55926,5
10/01/2016;20Ê-Ê21;54493,6
10/01/2016;21Ê-Ê22;53309,4
10/01/2016;22Ê-Ê23;51363,8
10/01/2016;23Ê-Ê00;48895,9
11/01/2016;00Ê-Ê01;46005,9
11/01/2016;01Ê-Ê02;44275,5
11/01/2016;02Ê-Ê03;43974,7
11/01/2016;03Ê-Ê04;44271,9
11/01/2016;04Ê-Ê05;45194,5
11/01/2016;05Ê-Ê06;47719,7
11/01/2016;06Ê-Ê07;54481,3
11/01/2016;07Ê-Ê08;58309,7
11/01/2016;08Ê-Ê09;58649,6
11/01/2016;09Ê-Ê10;58459,7
11/01/2016;10Ê-Ê11;58583
11/01/2016;11Ê-Ê12;58715,1
11/01/2016;12Ê-Ê13;58083,3
11/01/2016;13Ê-Ê14;58084,6
11/01/2016;14Ê-Ê15;58157,4
11/01/2016;15Ê-Ê16;58384,5
11/01/2016;16Ê-Ê17;58834,2
11/01/2016;17Ê-Ê18;59170,4
11/01/2016;18Ê-Ê19;58317,9
11/01/2016;19Ê-Ê20;58105,6
11/01/2016;20Ê-Ê21;57131,3
11/01/2016;21Ê-Ê22;55551,8
11/01/2016;22Ê-Ê23;52922,2
11/01/2016;23Ê-Ê00;49716,2
12/01/2016;00Ê-Ê01;46396,1
12/01/2016;01Ê-Ê02;44710,6
12/01/2016;02Ê-Ê03;44308,6
12/01/2016;03Ê-Ê04;44540,5
12/01/2016;04Ê-Ê05;45404
12/01/2016;05Ê-Ê06;48093,4
12/01/2016;06Ê-Ê07;54538,2
12/01/2016;07Ê-Ê08;58987,5
12/01/2016;08Ê-Ê09;58972,3
12/01/2016;09Ê-Ê10;58184,4
12/01/2016;10Ê-Ê11;58351,8
12/01/2016;11Ê-Ê12;58208,9
12/01/2016;12Ê-Ê13;57838,2
12/01/2016;13Ê-Ê14;57680,8
12/01/2016;14Ê-Ê15;57764
12/01/2016;15Ê-Ê16;58503,6
12/01/2016;16Ê-Ê17;59669,2
12/01/2016;17Ê-Ê18;60026,3
12/01/2016;18Ê-Ê19;59654,5
12/01/2016;19Ê-Ê20;58895,5
12/01/2016;20Ê-Ê21;56999,1
12/01/2016;21Ê-Ê22;55630
12/01/2016;22Ê-Ê23;53538,6
12/01/2016;23Ê-Ê00;49697,9
13/01/2016;00Ê-Ê01;46526,4
13/01/2016;01Ê-Ê02;45398,2
13/01/2016;02Ê-Ê03;45087,9
13/01/2016;03Ê-Ê04;45426,2
13/01/2016;04Ê-Ê05;46442,8
13/01/2016;05Ê-Ê06;48973,5
13/01/2016;06Ê-Ê07;54850,3
13/01/2016;07Ê-Ê08;58527
13/01/2016;08Ê-Ê09;59637,7
13/01/2016;09Ê-Ê10;59565,1
13/01/2016;10Ê-Ê11;59978,6
13/01/2016;11Ê-Ê12;59667,8
13/01/2016;12Ê-Ê13;59290,6
13/01/2016;13Ê-Ê14;59283,8
13/01/2016;14Ê-Ê15;59503,3
13/01/2016;15Ê-Ê16;60140,6
13/01/2016;16Ê-Ê17;60930,4
13/01/2016;17Ê-Ê18;61420,1
13/01/2016;18Ê-Ê19;60875,6
13/01/2016;19Ê-Ê20;60114,2
13/01/2016;20Ê-Ê21;59116,5
13/01/2016;21Ê-Ê22;57866,5
13/01/2016;22Ê-Ê23;56059,8
13/01/2016;23Ê-Ê00;52507,7
14/01/2016;00Ê-Ê01;50371
14/01/2016;01Ê-Ê02;48600,7
14/01/2016;02Ê-Ê03;47830,4
14/01/2016;03Ê-Ê04;48185,8
14/01/2016;04Ê-Ê05;49252,4
14/01/2016;05Ê-Ê06;52166,1
14/01/2016;06Ê-Ê07;57670,1
14/01/2016;07Ê-Ê08;61337,1
14/01/2016;08Ê-Ê09;61948,7
14/01/2016;09Ê-Ê10;61993,8
14/01/2016;10Ê-Ê11;62415
14/01/2016;11Ê-Ê12;62000,4
14/01/2016;12Ê-Ê13;61513,5
14/01/2016;13Ê-Ê14;61411,2
14/01/2016;14Ê-Ê15;61453,9
14/01/2016;15Ê-Ê16;62077,1
14/01/2016;16Ê-Ê17;62745,5
14/01/2016;17Ê-Ê18;62797,6
14/01/2016;18Ê-Ê19;62770,4
14/01/2016;19Ê-Ê20;62415,3
14/01/2016;20Ê-Ê21;61347,6
14/01/2016;21Ê-Ê22;59865,2
14/01/2016;22Ê-Ê23;57274,3
14/01/2016;23Ê-Ê00;54845,4
15/01/2016;00Ê-Ê01;51861,2
15/01/2016;01Ê-Ê02;51571,7
15/01/2016;02Ê-Ê03;51166,2
15/01/2016;03Ê-Ê04;50620,6
15/01/2016;04Ê-Ê05;51206,5
15/01/2016;05Ê-Ê06;53587,2
15/01/2016;06Ê-Ê07;59158,4
15/01/2016;07Ê-Ê08;62382,1
15/01/2016;08Ê-Ê09;63113,6
15/01/2016;09Ê-Ê10;62926
15/01/2016;10Ê-Ê11;62957
15/01/2016;11Ê-Ê12;62607
15/01/2016;12Ê-Ê13;61841,7
15/01/2016;13Ê-Ê14;61524,4
15/01/2016;14Ê-Ê15;61209,2
15/01/2016;15Ê-Ê16;61686,2
15/01/2016;16Ê-Ê17;62623,4
15/01/2016;17Ê-Ê18;62591,3
15/01/2016;18Ê-Ê19;61864,8
15/01/2016;19Ê-Ê20;61386,5
15/01/2016;20Ê-Ê21;60167,2
15/01/2016;21Ê-Ê22;59011,9
15/01/2016;22Ê-Ê23;57268,8
15/01/2016;23Ê-Ê00;54742,6
16/01/2016;00Ê-Ê01;52007,7
16/01/2016;01Ê-Ê02;51578,2
16/01/2016;02Ê-Ê03;51011,5
16/01/2016;03Ê-Ê04;50286,9
16/01/2016;04Ê-Ê05;50136,4
16/01/2016;05Ê-Ê06;50963,5
16/01/2016;06Ê-Ê07;52882,4
16/01/2016;07Ê-Ê08;55430,6
16/01/2016;08Ê-Ê09;57554,3
16/01/2016;09Ê-Ê10;58947,1
16/01/2016;10Ê-Ê11;59333,5
16/01/2016;11Ê-Ê12;59290,9
16/01/2016;12Ê-Ê13;58475,2
16/01/2016;13Ê-Ê14;57840,4
16/01/2016;14Ê-Ê15;58259,3
16/01/2016;15Ê-Ê16;58997,5
16/01/2016;16Ê-Ê17;60494,5
16/01/2016;17Ê-Ê18;61206
16/01/2016;18Ê-Ê19;60741,3
16/01/2016;19Ê-Ê20;59551,2
16/01/2016;20Ê-Ê21;58003,1
16/01/2016;21Ê-Ê22;57082,3
16/01/2016;22Ê-Ê23;55392,7
16/01/2016;23Ê-Ê00;53071,2
17/01/2016;00Ê-Ê01;49561,6
17/01/2016;01Ê-Ê02;48475,7
17/01/2016;02Ê-Ê03;47981,8
17/01/2016;03Ê-Ê04;47851
17/01/2016;04Ê-Ê05;47999,4
17/01/2016;05Ê-Ê06;48628,5
17/01/2016;06Ê-Ê07;50047,7
17/01/2016;07Ê-Ê08;51522,3
17/01/2016;08Ê-Ê09;53219,5
17/01/2016;09Ê-Ê10;55874,1
17/01/2016;10Ê-Ê11;57103,3
17/01/2016;11Ê-Ê12;57584,9
17/01/2016;12Ê-Ê13;57332
17/01/2016;13Ê-Ê14;57267,6
17/01/2016;14Ê-Ê15;57058,8
17/01/2016;15Ê-Ê16;57995,5
17/01/2016;16Ê-Ê17;59119,9
17/01/2016;17Ê-Ê18;59656,4
17/01/2016;18Ê-Ê19;59753,8
17/01/2016;19Ê-Ê20;59536,1
17/01/2016;20Ê-Ê21;58578,2
17/01/2016;21Ê-Ê22;57840,5
17/01/2016;22Ê-Ê23;55687,1
17/01/2016;23Ê-Ê00;52948,4
18/01/2016;00Ê-Ê01;50252,7
18/01/2016;01Ê-Ê02;49331,7
18/01/2016;02Ê-Ê03;49285,8
18/01/2016;03Ê-Ê04;49078,9
18/01/2016;04Ê-Ê05;49774,1
18/01/2016;05Ê-Ê06;52693,9
18/01/2016;06Ê-Ê07;57841,7
18/01/2016;07Ê-Ê08;61016,7
18/01/2016;08Ê-Ê09;61892,9
18/01/2016;09Ê-Ê10;61641,7
18/01/2016;10Ê-Ê11;61517
18/01/2016;11Ê-Ê12;61087
18/01/2016;12Ê-Ê13;60321,9
18/01/2016;13Ê-Ê14;60117,4
18/01/2016;14Ê-Ê15;60236,2
18/01/2016;15Ê-Ê16;60782,3
18/01/2016;16Ê-Ê17;61612,9
18/01/2016;17Ê-Ê18;62066,3
18/01/2016;18Ê-Ê19;61588,5
18/01/2016;19Ê-Ê20;61010,4
18/01/2016;20Ê-Ê21;59967,4
18/01/2016;21Ê-Ê22;58663,9
18/01/2016;22Ê-Ê23;56833,4
18/01/2016;23Ê-Ê00;53773
19/01/2016;00Ê-Ê01;51977,2
19/01/2016;01Ê-Ê02;50882,8
19/01/2016;02Ê-Ê03;50684,2
19/01/2016;03Ê-Ê04;50940,6
19/01/2016;04Ê-Ê05;51866,9
19/01/2016;05Ê-Ê06;54315,3
19/01/2016;06Ê-Ê07;57979,2
19/01/2016;07Ê-Ê08;61512,9
19/01/2016;08Ê-Ê09;62374
19/01/2016;09Ê-Ê10;62079,5
19/01/2016;10Ê-Ê11;62064,6
19/01/2016;11Ê-Ê12;61807,1
19/01/2016;12Ê-Ê13;61260,8
19/01/2016;13Ê-Ê14;60966,7
19/01/2016;14Ê-Ê15;60951
19/01/2016;15Ê-Ê16;61557,6
19/01/2016;16Ê-Ê17;62517,5
19/01/2016;17Ê-Ê18;62944
19/01/2016;18Ê-Ê19;63105,9
19/01/2016;19Ê-Ê20;62121,8
19/01/2016;20Ê-Ê21;60516,4
19/01/2016;21Ê-Ê22;59491,2
19/01/2016;22Ê-Ê23;57860,9
19/01/2016;23Ê-Ê00;55262
20/01/2016;00Ê-Ê01;52648,5
20/01/2016;01Ê-Ê02;51831,3
20/01/2016;02Ê-Ê03;51869,7
20/01/2016;03Ê-Ê04;51455,1
20/01/2016;04Ê-Ê05;52283,2
20/01/2016;05Ê-Ê06;55266,4
20/01/2016;06Ê-Ê07;59566,1
20/01/2016;07Ê-Ê08;63207,4
20/01/2016;08Ê-Ê09;64194,9
20/01/2016;09Ê-Ê10;64565
20/01/2016;10Ê-Ê11;64583
20/01/2016;11Ê-Ê12;64108,9
20/01/2016;12Ê-Ê13;62775,6
20/01/2016;13Ê-Ê14;62286,7
20/01/2016;14Ê-Ê15;62300,3
20/01/2016;15Ê-Ê16;62852,8
20/01/2016;16Ê-Ê17;63830,3
20/01/2016;17Ê-Ê18;65135
20/01/2016;18Ê-Ê19;64505,2
20/01/2016;19Ê-Ê20;63701,7
20/01/2016;20Ê-Ê21;62344,7
20/01/2016;21Ê-Ê22;60722,9
20/01/2016;22Ê-Ê23;59280,9
20/01/2016;23Ê-Ê00;55877
21/01/2016;00Ê-Ê01;53655,4
21/01/2016;01Ê-Ê02;52991,3
21/01/2016;02Ê-Ê03;52938,5
21/01/2016;03Ê-Ê04;53234,3
21/01/2016;04Ê-Ê05;54344,8
21/01/2016;05Ê-Ê06;56932,8
21/01/2016;06Ê-Ê07;60944,3
21/01/2016;07Ê-Ê08;64581,9
21/01/2016;08Ê-Ê09;65272,5
21/01/2016;09Ê-Ê10;65028
21/01/2016;10Ê-Ê11;65122,4
21/01/2016;11Ê-Ê12;64712,3
21/01/2016;12Ê-Ê13;64006,7
21/01/2016;13Ê-Ê14;63602,9
21/01/2016;14Ê-Ê15;63616,4
21/01/2016;15Ê-Ê16;63866,7
21/01/2016;16Ê-Ê17;64602,7
21/01/2016;17Ê-Ê18;65311,1
21/01/2016;18Ê-Ê19;64811,8
21/01/2016;19Ê-Ê20;64315,9
21/01/2016;20Ê-Ê21;62548
21/01/2016;21Ê-Ê22;61434,6
21/01/2016;22Ê-Ê23;59059,5
21/01/2016;23Ê-Ê00;56063,9
22/01/2016;00Ê-Ê01;53514,2
22/01/2016;01Ê-Ê02;53164,4
22/01/2016;02Ê-Ê03;52906
22/01/2016;03Ê-Ê04;52877,9
22/01/2016;04Ê-Ê05;53485,5
22/01/2016;05Ê-Ê06;55925,6
22/01/2016;06Ê-Ê07;60920,1
22/01/2016;07Ê-Ê08;64738
22/01/2016;08Ê-Ê09;64929,1
22/01/2016;09Ê-Ê10;64952,4
22/01/2016;10Ê-Ê11;64961,1
22/01/2016;11Ê-Ê12;64614,2
22/01/2016;12Ê-Ê13;63769,4
22/01/2016;13Ê-Ê14;62997,2
22/01/2016;14Ê-Ê15;62807,1
22/01/2016;15Ê-Ê16;62745,8
22/01/2016;16Ê-Ê17;63321,8
22/01/2016;17Ê-Ê18;63632,8
22/01/2016;18Ê-Ê19;63069,1
22/01/2016;19Ê-Ê20;61259
22/01/2016;20Ê-Ê21;60115,7
22/01/2016;21Ê-Ê22;58753,4
22/01/2016;22Ê-Ê23;56450,7
22/01/2016;23Ê-Ê00;53402,4
23/01/2016;00Ê-Ê01;51642,8
23/01/2016;01Ê-Ê02;50515,8
23/01/2016;02Ê-Ê03;49898
23/01/2016;03Ê-Ê04;49745,2
23/01/2016;04Ê-Ê05;49832,1
23/01/2016;05Ê-Ê06;49848,9
23/01/2016;06Ê-Ê07;50471,2
23/01/2016;07Ê-Ê08;54114,2
23/01/2016;08Ê-Ê09;56130
23/01/2016;09Ê-Ê10;57468,7
23/01/2016;10Ê-Ê11;58274,2
23/01/2016;11Ê-Ê12;58200,8
23/01/2016;12Ê-Ê13;57750,6
23/01/2016;13Ê-Ê14;57243
23/01/2016;14Ê-Ê15;56999,4
23/01/2016;15Ê-Ê16;57792,8
23/01/2016;16Ê-Ê17;59253,1
23/01/2016;17Ê-Ê18;60183,8
23/01/2016;18Ê-Ê19;59592,1
23/01/2016;19Ê-Ê20;57980,1
23/01/2016;20Ê-Ê21;56346
23/01/2016;21Ê-Ê22;54782,7
23/01/2016;22Ê-Ê23;53074,5
23/01/2016;23Ê-Ê00;51063,9
24/01/2016;00Ê-Ê01;48324,4
24/01/2016;01Ê-Ê02;47190
24/01/2016;02Ê-Ê03;46567,2
24/01/2016;03Ê-Ê04;46327
24/01/2016;04Ê-Ê05;46516,6
24/01/2016;05Ê-Ê06;47068,2
24/01/2016;06Ê-Ê07;47180
24/01/2016;07Ê-Ê08;48338,7
24/01/2016;08Ê-Ê09;50455,1
24/01/2016;09Ê-Ê10;52757,1
24/01/2016;10Ê-Ê11;53986,9
24/01/2016;11Ê-Ê12;54433,6
24/01/2016;12Ê-Ê13;54367
24/01/2016;13Ê-Ê14;54052,3
24/01/2016;14Ê-Ê15;54087,8
24/01/2016;15Ê-Ê16;55016,7
24/01/2016;16Ê-Ê17;56543,9
24/01/2016;17Ê-Ê18;57746,8
24/01/2016;18Ê-Ê19;57510,8
24/01/2016;19Ê-Ê20;56525,7
24/01/2016;20Ê-Ê21;55165,5
24/01/2016;21Ê-Ê22;54074,7
24/01/2016;22Ê-Ê23;52302,3
24/01/2016;23Ê-Ê00;49897,8
25/01/2016;00Ê-Ê01;45704
25/01/2016;01Ê-Ê02;45033,2
25/01/2016;02Ê-Ê03;44894,2
25/01/2016;03Ê-Ê04;45396,2
25/01/2016;04Ê-Ê05;45921,8
25/01/2016;05Ê-Ê06;48998,6
25/01/2016;06Ê-Ê07;55467,3
25/01/2016;07Ê-Ê08;59352,2
25/01/2016;08Ê-Ê09;59850,1
25/01/2016;09Ê-Ê10;59524,2
25/01/2016;10Ê-Ê11;59862,4
25/01/2016;11Ê-Ê12;59732,3
25/01/2016;12Ê-Ê13;58668,1
25/01/2016;13Ê-Ê14;58562,4
25/01/2016;14Ê-Ê15;58854,2
25/01/2016;15Ê-Ê16;59091,4
25/01/2016;16Ê-Ê17;59414,8
25/01/2016;17Ê-Ê18;59729,8
25/01/2016;18Ê-Ê19;58629,4
25/01/2016;19Ê-Ê20;57369,9
25/01/2016;20Ê-Ê21;55148,4
25/01/2016;21Ê-Ê22;53226,3
25/01/2016;22Ê-Ê23;50420,3
25/01/2016;23Ê-Ê00;46130,6
26/01/2016;00Ê-Ê01;43933,4
26/01/2016;01Ê-Ê02;42812,4
26/01/2016;02Ê-Ê03;41758,5
26/01/2016;03Ê-Ê04;41831,1
26/01/2016;04Ê-Ê05;43089,6
26/01/2016;05Ê-Ê06;45574
26/01/2016;06Ê-Ê07;49914,4
26/01/2016;07Ê-Ê08;54313
26/01/2016;08Ê-Ê09;55499,1
26/01/2016;09Ê-Ê10;55366,8
26/01/2016;10Ê-Ê11;55418,7
26/01/2016;11Ê-Ê12;55147,1
26/01/2016;12Ê-Ê13;54759,6
26/01/2016;13Ê-Ê14;54312,1
26/01/2016;14Ê-Ê15;54306,2
26/01/2016;15Ê-Ê16;54674,1
26/01/2016;16Ê-Ê17;55506,1
26/01/2016;17Ê-Ê18;56247,7
26/01/2016;18Ê-Ê19;55437,4
26/01/2016;19Ê-Ê20;54045
26/01/2016;20Ê-Ê21;52026,5
26/01/2016;21Ê-Ê22;50524,4
26/01/2016;22Ê-Ê23;48169,5
26/01/2016;23Ê-Ê00;44689,9
27/01/2016;00Ê-Ê01;42412,6
27/01/2016;01Ê-Ê02;41430,9
27/01/2016;02Ê-Ê03;40959,9
27/01/2016;03Ê-Ê04;40924,4
27/01/2016;04Ê-Ê05;41410
27/01/2016;05Ê-Ê06;44598,1
27/01/2016;06Ê-Ê07;48851,3
27/01/2016;07Ê-Ê08;53671,1
27/01/2016;08Ê-Ê09;54433,6
27/01/2016;09Ê-Ê10;54062,5
27/01/2016;10Ê-Ê11;54105
27/01/2016;11Ê-Ê12;53971,5
27/01/2016;12Ê-Ê13;53395,1
27/01/2016;13Ê-Ê14;53208,1
27/01/2016;14Ê-Ê15;53310,3
27/01/2016;15Ê-Ê16;53756,1
27/01/2016;16Ê-Ê17;54529,6
27/01/2016;17Ê-Ê18;55278,3
