Date;Hours;mWh
17/03/2016;13Ê-Ê14;49657
17/03/2016;14Ê-Ê15;49382,9
17/03/2016;15Ê-Ê16;49455,2
17/03/2016;16Ê-Ê17;50088,2
17/03/2016;17Ê-Ê18;51314,9
17/03/2016;18Ê-Ê19;52619
17/03/2016;19Ê-Ê20;52797,7
17/03/2016;20Ê-Ê21;51313,9
17/03/2016;21Ê-Ê22;49891,4
17/03/2016;22Ê-Ê23;47600,9
17/03/2016;23Ê-Ê00;44944,5
18/03/2016;00Ê-Ê01;41411,7
18/03/2016;01Ê-Ê02;39991,4
18/03/2016;02Ê-Ê03;39844,2
18/03/2016;03Ê-Ê04;40021,9
18/03/2016;04Ê-Ê05;40867,3
18/03/2016;05Ê-Ê06;44327,4
18/03/2016;06Ê-Ê07;49981,3
18/03/2016;07Ê-Ê08;53680,9
18/03/2016;08Ê-Ê09;54602,5
18/03/2016;09Ê-Ê10;53975
18/03/2016;10Ê-Ê11;52732,8
18/03/2016;11Ê-Ê12;52250
18/03/2016;12Ê-Ê13;51252,6
18/03/2016;13Ê-Ê14;50563,9
18/03/2016;14Ê-Ê15;50230
18/03/2016;15Ê-Ê16;50330
18/03/2016;16Ê-Ê17;50334,5
18/03/2016;17Ê-Ê18;51891,4
18/03/2016;18Ê-Ê19;53566,4
18/03/2016;19Ê-Ê20;53163,3
18/03/2016;20Ê-Ê21;51878,1
18/03/2016;21Ê-Ê22;50544,2
18/03/2016;22Ê-Ê23;48659,2
18/03/2016;23Ê-Ê00;46464
19/03/2016;00Ê-Ê01;43556,9
19/03/2016;01Ê-Ê02;42859,9
19/03/2016;02Ê-Ê03;42709,2
19/03/2016;03Ê-Ê04;42967,5
19/03/2016;04Ê-Ê05;43339,9
19/03/2016;05Ê-Ê06;44103,4
19/03/2016;06Ê-Ê07;45076,6
19/03/2016;07Ê-Ê08;46860,5
19/03/2016;08Ê-Ê09;48369,2
19/03/2016;09Ê-Ê10;49883,8
19/03/2016;10Ê-Ê11;49465,6
19/03/2016;11Ê-Ê12;48808,4
19/03/2016;12Ê-Ê13;47927
19/03/2016;13Ê-Ê14;46821,7
19/03/2016;14Ê-Ê15;45384,9
19/03/2016;15Ê-Ê16;44844,4
19/03/2016;16Ê-Ê17;45798
19/03/2016;17Ê-Ê18;48743,8
19/03/2016;18Ê-Ê19;50562,5
19/03/2016;19Ê-Ê20;50259,8
19/03/2016;20Ê-Ê21;48486,9
19/03/2016;21Ê-Ê22;47622,9
19/03/2016;22Ê-Ê23;46498,6
19/03/2016;23Ê-Ê00;44351,2
20/03/2016;00Ê-Ê01;40942,5
20/03/2016;01Ê-Ê02;40393
20/03/2016;02Ê-Ê03;40066,1
20/03/2016;03Ê-Ê04;39888,3
20/03/2016;04Ê-Ê05;40048,9
20/03/2016;05Ê-Ê06;40486,1
20/03/2016;06Ê-Ê07;40987,5
20/03/2016;07Ê-Ê08;41318,7
20/03/2016;08Ê-Ê09;42989
20/03/2016;09Ê-Ê10;44602,1
20/03/2016;10Ê-Ê11;45324,2
20/03/2016;11Ê-Ê12;45539,1
20/03/2016;12Ê-Ê13;45197,2
20/03/2016;13Ê-Ê14;44614,2
20/03/2016;14Ê-Ê15;44309,2
20/03/2016;15Ê-Ê16;44352,4
20/03/2016;16Ê-Ê17;44692,2
20/03/2016;17Ê-Ê18;46169,6
20/03/2016;18Ê-Ê19;48968,7
20/03/2016;19Ê-Ê20;49882
20/03/2016;20Ê-Ê21;48804,3
20/03/2016;21Ê-Ê22;47891,5
20/03/2016;22Ê-Ê23;46330,3
20/03/2016;23Ê-Ê00;43638,3
21/03/2016;00Ê-Ê01;41376,2
21/03/2016;01Ê-Ê02;40365,8
21/03/2016;02Ê-Ê03;39798,6
21/03/2016;03Ê-Ê04;40104,7
21/03/2016;04Ê-Ê05;41162,2
21/03/2016;05Ê-Ê06;44364,5
21/03/2016;06Ê-Ê07;48721
21/03/2016;07Ê-Ê08;52366,8
21/03/2016;08Ê-Ê09;53266,2
21/03/2016;09Ê-Ê10;52799,7
21/03/2016;10Ê-Ê11;52481,2
21/03/2016;11Ê-Ê12;51762,7
21/03/2016;12Ê-Ê13;50925
21/03/2016;13Ê-Ê14;50434,6
21/03/2016;14Ê-Ê15;49928,8
21/03/2016;15Ê-Ê16;49800,9
21/03/2016;16Ê-Ê17;49764,7
21/03/2016;17Ê-Ê18;50834,1
21/03/2016;18Ê-Ê19;52192,2
21/03/2016;19Ê-Ê20;52331,2
21/03/2016;20Ê-Ê21;51232,3
21/03/2016;21Ê-Ê22;50032,4
21/03/2016;22Ê-Ê23;47992,2
21/03/2016;23Ê-Ê00;45061,4
22/03/2016;00Ê-Ê01;41613,6
22/03/2016;01Ê-Ê02;40872,4
22/03/2016;02Ê-Ê03;40728,7
22/03/2016;03Ê-Ê04;41009,2
22/03/2016;04Ê-Ê05;42060,8
22/03/2016;05Ê-Ê06;45256,9
22/03/2016;06Ê-Ê07;49213,8
22/03/2016;07Ê-Ê08;52582,4
22/03/2016;08Ê-Ê09;53462,5
22/03/2016;09Ê-Ê10;52897,8
22/03/2016;10Ê-Ê11;52297,9
22/03/2016;11Ê-Ê12;51746,6
22/03/2016;12Ê-Ê13;50785,5
22/03/2016;13Ê-Ê14;50256
22/03/2016;14Ê-Ê15;49824,7
22/03/2016;15Ê-Ê16;49527,9
22/03/2016;16Ê-Ê17;49596,2
22/03/2016;17Ê-Ê18;50544,2
22/03/2016;18Ê-Ê19;51681,5
22/03/2016;19Ê-Ê20;51967,3
22/03/2016;20Ê-Ê21;50894,9
22/03/2016;21Ê-Ê22;49607,3
22/03/2016;22Ê-Ê23;47489,3
22/03/2016;23Ê-Ê00;45203,2
23/03/2016;00Ê-Ê01;42173,1
23/03/2016;01Ê-Ê02;41205,4
23/03/2016;02Ê-Ê03;40376,3
23/03/2016;03Ê-Ê04;41299,7
23/03/2016;04Ê-Ê05;41767,3
23/03/2016;05Ê-Ê06;44138,2
23/03/2016;06Ê-Ê07;48798,7
23/03/2016;07Ê-Ê08;51986,2
23/03/2016;08Ê-Ê09;52942,3
23/03/2016;09Ê-Ê10;52490,5
23/03/2016;10Ê-Ê11;52165,8
23/03/2016;11Ê-Ê12;51563,6
23/03/2016;12Ê-Ê13;50564,7
23/03/2016;13Ê-Ê14;49857,6
23/03/2016;14Ê-Ê15;49271,8
23/03/2016;15Ê-Ê16;48918
23/03/2016;16Ê-Ê17;48981,1
23/03/2016;17Ê-Ê18;49844,7
23/03/2016;18Ê-Ê19;51327,4
23/03/2016;19Ê-Ê20;51814,7
23/03/2016;20Ê-Ê21;50765,2
23/03/2016;21Ê-Ê22;49451,7
23/03/2016;22Ê-Ê23;47560
23/03/2016;23Ê-Ê00;45356,9
24/03/2016;00Ê-Ê01;42930,5
24/03/2016;01Ê-Ê02;41800,2
24/03/2016;02Ê-Ê03;41046,1
24/03/2016;03Ê-Ê04;41177,9
24/03/2016;04Ê-Ê05;42152,1
24/03/2016;05Ê-Ê06;45140,6
24/03/2016;06Ê-Ê07;47937,3
24/03/2016;07Ê-Ê08;49976,2
24/03/2016;08Ê-Ê09;50881,2
24/03/2016;09Ê-Ê10;50581,9
24/03/2016;10Ê-Ê11;49758,1
24/03/2016;11Ê-Ê12;48971,8
24/03/2016;12Ê-Ê13;48033,3
24/03/2016;13Ê-Ê14;47052,2
24/03/2016;14Ê-Ê15;46315,4
24/03/2016;15Ê-Ê16;45966,5
24/03/2016;16Ê-Ê17;46034,8
24/03/2016;17Ê-Ê18;46867,2
24/03/2016;18Ê-Ê19;47883,4
24/03/2016;19Ê-Ê20;48187,1
24/03/2016;20Ê-Ê21;47218,4
24/03/2016;21Ê-Ê22;45882,9
24/03/2016;22Ê-Ê23;44146,4
24/03/2016;23Ê-Ê00;42175,5
25/03/2016;00Ê-Ê01;40521,2
25/03/2016;01Ê-Ê02;39256,3
25/03/2016;02Ê-Ê03;39213,5
25/03/2016;03Ê-Ê04;38229,7
25/03/2016;04Ê-Ê05;38067,9
25/03/2016;05Ê-Ê06;39092,5
25/03/2016;06Ê-Ê07;40307,2
25/03/2016;07Ê-Ê08;42064
25/03/2016;08Ê-Ê09;44209,9
25/03/2016;09Ê-Ê10;44970,8
25/03/2016;10Ê-Ê11;45104,4
25/03/2016;11Ê-Ê12;44903,7
25/03/2016;12Ê-Ê13;44334,1
25/03/2016;13Ê-Ê14;43871,6
25/03/2016;14Ê-Ê15;43524,8
25/03/2016;15Ê-Ê16;43386,2
25/03/2016;16Ê-Ê17;43775,5
25/03/2016;17Ê-Ê18;44614,1
25/03/2016;18Ê-Ê19;45555,2
25/03/2016;19Ê-Ê20;45765,5
25/03/2016;20Ê-Ê21;45127,5
25/03/2016;21Ê-Ê22;44441,1
25/03/2016;22Ê-Ê23;43415
25/03/2016;23Ê-Ê00;41950,4
26/03/2016;00Ê-Ê01;40107,7
26/03/2016;01Ê-Ê02;39429,7
26/03/2016;02Ê-Ê03;38839,8
26/03/2016;03Ê-Ê04;37414
26/03/2016;04Ê-Ê05;37472,1
26/03/2016;05Ê-Ê06;37985,6
26/03/2016;06Ê-Ê07;39272,9
26/03/2016;07Ê-Ê08;41412,2
26/03/2016;08Ê-Ê09;42849,2
26/03/2016;09Ê-Ê10;43927,8
26/03/2016;10Ê-Ê11;43536,9
26/03/2016;11Ê-Ê12;41515,7
26/03/2016;12Ê-Ê13;40734,1
26/03/2016;13Ê-Ê14;39961,7
26/03/2016;14Ê-Ê15;39519,9
26/03/2016;15Ê-Ê16;39347,1
26/03/2016;16Ê-Ê17;39544,3
26/03/2016;17Ê-Ê18;40390,8
26/03/2016;18Ê-Ê19;43005,1
26/03/2016;19Ê-Ê20;43099,8
26/03/2016;20Ê-Ê21;42164,3
26/03/2016;21Ê-Ê22;40442,4
26/03/2016;22Ê-Ê23;39332,6
26/03/2016;23Ê-Ê00;38293,2
27/03/2016;00Ê-Ê01;35605,1
27/03/2016;01Ê-Ê02;34848,6
27/03/2016;02Ê-Ê03;
27/03/2016;03Ê-Ê04;34639,8
27/03/2016;04Ê-Ê05;34589,6
27/03/2016;05Ê-Ê06;34907,8
27/03/2016;06Ê-Ê07;35565,3
27/03/2016;07Ê-Ê08;35915,2
27/03/2016;08Ê-Ê09;36491,6
27/03/2016;09Ê-Ê10;37739,7
27/03/2016;10Ê-Ê11;38493,6
27/03/2016;11Ê-Ê12;38734,7
27/03/2016;12Ê-Ê13;38434
27/03/2016;13Ê-Ê14;38014,5
27/03/2016;14Ê-Ê15;37629,3
27/03/2016;15Ê-Ê16;37415,6
27/03/2016;16Ê-Ê17;37647,8
27/03/2016;17Ê-Ê18;38255,8
27/03/2016;18Ê-Ê19;39326,4
27/03/2016;19Ê-Ê20;40201,4
27/03/2016;20Ê-Ê21;42511,1
27/03/2016;21Ê-Ê22;40963
27/03/2016;22Ê-Ê23;39932
27/03/2016;23Ê-Ê00;37937,6
28/03/2016;00Ê-Ê01;35427,4
28/03/2016;01Ê-Ê02;34639,6
28/03/2016;02Ê-Ê03;34343,1
28/03/2016;03Ê-Ê04;34385,8
28/03/2016;04Ê-Ê05;34809,6
28/03/2016;05Ê-Ê06;35464
28/03/2016;06Ê-Ê07;36182,3
28/03/2016;07Ê-Ê08;37149,5
28/03/2016;08Ê-Ê09;38219,8
28/03/2016;09Ê-Ê10;39171,8
28/03/2016;10Ê-Ê11;40153,3
28/03/2016;11Ê-Ê12;40298
28/03/2016;12Ê-Ê13;39809,5
28/03/2016;13Ê-Ê14;39193,5
28/03/2016;14Ê-Ê15;38897,7
28/03/2016;15Ê-Ê16;38666,1
28/03/2016;16Ê-Ê17;38809,2
28/03/2016;17Ê-Ê18;39005
28/03/2016;18Ê-Ê19;40306,3
28/03/2016;19Ê-Ê20;40985,8
28/03/2016;20Ê-Ê21;41204,8
28/03/2016;21Ê-Ê22;40786,9
28/03/2016;22Ê-Ê23;39813
28/03/2016;23Ê-Ê00;37749,5
29/03/2016;00Ê-Ê01;36147,2
29/03/2016;01Ê-Ê02;35627,4
29/03/2016;02Ê-Ê03;35065,1
29/03/2016;03Ê-Ê04;35378,4
29/03/2016;04Ê-Ê05;36337,1
29/03/2016;05Ê-Ê06;38399,7
29/03/2016;06Ê-Ê07;43495,1
29/03/2016;07Ê-Ê08;48053,5
29/03/2016;08Ê-Ê09;49575,3
29/03/2016;09Ê-Ê10;49437,5
29/03/2016;10Ê-Ê11;48777,9
29/03/2016;11Ê-Ê12;47954,9
29/03/2016;12Ê-Ê13;46987,3
29/03/2016;13Ê-Ê14;46626,1
29/03/2016;14Ê-Ê15;46222,3
29/03/2016;15Ê-Ê16;45720,8
29/03/2016;16Ê-Ê17;45371,6
29/03/2016;17Ê-Ê18;46293,9
29/03/2016;18Ê-Ê19;47751,2
29/03/2016;19Ê-Ê20;48400,6
29/03/2016;20Ê-Ê21;48204,5
29/03/2016;21Ê-Ê22;46864,8
29/03/2016;22Ê-Ê23;44594,6
29/03/2016;23Ê-Ê00;42145,8
30/03/2016;00Ê-Ê01;39682,6
30/03/2016;01Ê-Ê02;38712,8
30/03/2016;02Ê-Ê03;38570
30/03/2016;03Ê-Ê04;37752,5
30/03/2016;04Ê-Ê05;38217,6
30/03/2016;05Ê-Ê06;41667,4
30/03/2016;06Ê-Ê07;46533,7
30/03/2016;07Ê-Ê08;50417
30/03/2016;08Ê-Ê09;51356,4
30/03/2016;09Ê-Ê10;50885,9
30/03/2016;10Ê-Ê11;50251,4
30/03/2016;11Ê-Ê12;49475,7
30/03/2016;12Ê-Ê13;48807,2
30/03/2016;13Ê-Ê14;48039,6
30/03/2016;14Ê-Ê15;47598,1
30/03/2016;15Ê-Ê16;47251,5
30/03/2016;16Ê-Ê17;47156,2
30/03/2016;17Ê-Ê18;48206,2
30/03/2016;18Ê-Ê19;49048,8
30/03/2016;19Ê-Ê20;49747,6
30/03/2016;20Ê-Ê21;49359,5
30/03/2016;21Ê-Ê22;48270,8
30/03/2016;22Ê-Ê23;46170,2
30/03/2016;23Ê-Ê00;43789,5
31/03/2016;00Ê-Ê01;40880,6
31/03/2016;01Ê-Ê02;39830
31/03/2016;02Ê-Ê03;39544,7
31/03/2016;03Ê-Ê04;39728,6
31/03/2016;04Ê-Ê05;40405,9
31/03/2016;05Ê-Ê06;43677,3
31/03/2016;06Ê-Ê07;48700,3
31/03/2016;07Ê-Ê08;52539,2
31/03/2016;08Ê-Ê09;53261,7
31/03/2016;09Ê-Ê10;52983,8
31/03/2016;10Ê-Ê11;52309,8
31/03/2016;11Ê-Ê12;51696,9
31/03/2016;12Ê-Ê13;50784,9
31/03/2016;13Ê-Ê14;50219,3
31/03/2016;14Ê-Ê15;49431,4
31/03/2016;15Ê-Ê16;49063,2
31/03/2016;16Ê-Ê17;48689,9
31/03/2016;17Ê-Ê18;49019,9
31/03/2016;18Ê-Ê19;49635,6
31/03/2016;19Ê-Ê20;50120
31/03/2016;20Ê-Ê21;49850,3
31/03/2016;21Ê-Ê22;49090,2
31/03/2016;22Ê-Ê23;46812,4
31/03/2016;23Ê-Ê00;44249,1
01/04/2016;00Ê-Ê01;41146,2
01/04/2016;01Ê-Ê02;40122,6
01/04/2016;02Ê-Ê03;39907,7
01/04/2016;03Ê-Ê04;39463
01/04/2016;04Ê-Ê05;40315,5
01/04/2016;05Ê-Ê06;42967,6
01/04/2016;06Ê-Ê07;48190,6
01/04/2016;07Ê-Ê08;51935,6
01/04/2016;08Ê-Ê09;52783,5
01/04/2016;09Ê-Ê10;52649,6
01/04/2016;10Ê-Ê11;52094,4
01/04/2016;11Ê-Ê12;51269,1
01/04/2016;12Ê-Ê13;50150,4
01/04/2016;13Ê-Ê14;49222
01/04/2016;14Ê-Ê15;48312
01/04/2016;15Ê-Ê16;47662,9
01/04/2016;16Ê-Ê17;47447,5
01/04/2016;17Ê-Ê18;47881,5
01/04/2016;18Ê-Ê19;48586,9
01/04/2016;19Ê-Ê20;48667,6
01/04/2016;20Ê-Ê21;48398,5
01/04/2016;21Ê-Ê22;47392,6
01/04/2016;22Ê-Ê23;45623,3
01/04/2016;23Ê-Ê00;43596,8
02/04/2016;00Ê-Ê01;40318,1
02/04/2016;01Ê-Ê02;39172
02/04/2016;02Ê-Ê03;38637,8
02/04/2016;03Ê-Ê04;37386,2
02/04/2016;04Ê-Ê05;37647,7
02/04/2016;05Ê-Ê06;38089,4
02/04/2016;06Ê-Ê07;39498,1
02/04/2016;07Ê-Ê08;42169,3
02/04/2016;08Ê-Ê09;43885,3
02/04/2016;09Ê-Ê10;45009,4
02/04/2016;10Ê-Ê11;43901,7
02/04/2016;11Ê-Ê12;43513,3
02/04/2016;12Ê-Ê13;42281,3
02/04/2016;13Ê-Ê14;42171,7
02/04/2016;14Ê-Ê15;41081
02/04/2016;15Ê-Ê16;40722,2
02/04/2016;16Ê-Ê17;41075,2
02/04/2016;17Ê-Ê18;42116
02/04/2016;18Ê-Ê19;45049,9
02/04/2016;19Ê-Ê20;45396
02/04/2016;20Ê-Ê21;44889
02/04/2016;21Ê-Ê22;44104
02/04/2016;22Ê-Ê23;42964,8
02/04/2016;23Ê-Ê00;41330,9
03/04/2016;00Ê-Ê01;37248,7
03/04/2016;01Ê-Ê02;36359,3
03/04/2016;02Ê-Ê03;35985
03/04/2016;03Ê-Ê04;35935,6
03/04/2016;04Ê-Ê05;35491,6
03/04/2016;05Ê-Ê06;35903,5
03/04/2016;06Ê-Ê07;36563,3
03/04/2016;07Ê-Ê08;37419,8
03/04/2016;08Ê-Ê09;39440,2
03/04/2016;09Ê-Ê10;40682,6
03/04/2016;10Ê-Ê11;41405,7
03/04/2016;11Ê-Ê12;41491,2
03/04/2016;12Ê-Ê13;40859,6
03/04/2016;13Ê-Ê14;40498,3
03/04/2016;14Ê-Ê15;40206,6
03/04/2016;15Ê-Ê16;40457,4
03/04/2016;16Ê-Ê17;41365,3
03/04/2016;17Ê-Ê18;42419,8
03/04/2016;18Ê-Ê19;43100,9
03/04/2016;19Ê-Ê20;45647,9
03/04/2016;20Ê-Ê21;45890,3
03/04/2016;21Ê-Ê22;44900,7
03/04/2016;22Ê-Ê23;43537,9
03/04/2016;23Ê-Ê00;40358,8
04/04/2016;00Ê-Ê01;38257,4
04/04/2016;01Ê-Ê02;36813,8
04/04/2016;02Ê-Ê03;36723,4
04/04/2016;03Ê-Ê04;36903,6
04/04/2016;04Ê-Ê05;37766,3
04/04/2016;05Ê-Ê06;40312,7
04/04/2016;06Ê-Ê07;45782,8
04/04/2016;07Ê-Ê08;49470,2
04/04/2016;08Ê-Ê09;50479,1
04/04/2016;09Ê-Ê10;50101,6
04/04/2016;10Ê-Ê11;49702,8
04/04/2016;11Ê-Ê12;48861
04/04/2016;12Ê-Ê13;47752
04/04/2016;13Ê-Ê14;47914,3
04/04/2016;14Ê-Ê15;47413,4
04/04/2016;15Ê-Ê16;47015,9
04/04/2016;16Ê-Ê17;46927,9
04/04/2016;17Ê-Ê18;47176,6
04/04/2016;18Ê-Ê19;47487,8
04/04/2016;19Ê-Ê20;47826,2
04/04/2016;20Ê-Ê21;47837,8
04/04/2016;21Ê-Ê22;46879,2
04/04/2016;22Ê-Ê23;44731,1
04/04/2016;23Ê-Ê00;42056,7
05/04/2016;00Ê-Ê01;38854,9
05/04/2016;01Ê-Ê02;38050,2
05/04/2016;02Ê-Ê03;37694,6
05/04/2016;03Ê-Ê04;36976,6
05/04/2016;04Ê-Ê05;37545
05/04/2016;05Ê-Ê06;40233,1
05/04/2016;06Ê-Ê07;45464,7
05/04/2016;07Ê-Ê08;49083,8
05/04/2016;08Ê-Ê09;49568,4
05/04/2016;09Ê-Ê10;49326,3
05/04/2016;10Ê-Ê11;49021,1
05/04/2016;11Ê-Ê12;48603,9
05/04/2016;12Ê-Ê13;48231,1
05/04/2016;13Ê-Ê14;47808,5
05/04/2016;14Ê-Ê15;47251,3
05/04/2016;15Ê-Ê16;47022,3
05/04/2016;16Ê-Ê17;46530,3
05/04/2016;17Ê-Ê18;46975,4
05/04/2016;18Ê-Ê19;47214,3
05/04/2016;19Ê-Ê20;47826
05/04/2016;20Ê-Ê21;47585
05/04/2016;21Ê-Ê22;46544,8
05/04/2016;22Ê-Ê23;44328,7
05/04/2016;23Ê-Ê00;41715,7
06/04/2016;00Ê-Ê01;37252,6
06/04/2016;01Ê-Ê02;36291,8
06/04/2016;02Ê-Ê03;36202,2
06/04/2016;03Ê-Ê04;36340,9
06/04/2016;04Ê-Ê05;36962
06/04/2016;05Ê-Ê06;39497,2
06/04/2016;06Ê-Ê07;44500,1
06/04/2016;07Ê-Ê08;48445,9
06/04/2016;08Ê-Ê09;49487,8
06/04/2016;09Ê-Ê10;49097,7
06/04/2016;10Ê-Ê11;48558,4
06/04/2016;11Ê-Ê12;47599
06/04/2016;12Ê-Ê13;47046,9
06/04/2016;13Ê-Ê14;46453,2
06/04/2016;14Ê-Ê15;46078,5
06/04/2016;15Ê-Ê16;45390,3
06/04/2016;16Ê-Ê17;45044,9
06/04/2016;17Ê-Ê18;45264,8
06/04/2016;18Ê-Ê19;46367,9
06/04/2016;19Ê-Ê20;46783,6
06/04/2016;20Ê-Ê21;46451,1
06/04/2016;21Ê-Ê22;45203,3
06/04/2016;22Ê-Ê23;42628,3
06/04/2016;23Ê-Ê00;39482,2
07/04/2016;00Ê-Ê01;35828,3
07/04/2016;01Ê-Ê02;34978,4
07/04/2016;02Ê-Ê03;34919,8
07/04/2016;03Ê-Ê04;35075,4
07/04/2016;04Ê-Ê05;35799,8
07/04/2016;05Ê-Ê06;37858
07/04/2016;06Ê-Ê07;42540,2
07/04/2016;07Ê-Ê08;46801,5
07/04/2016;08Ê-Ê09;48014,2
07/04/2016;09Ê-Ê10;47663,5
07/04/2016;10Ê-Ê11;47489,8
07/04/2016;11Ê-Ê12;46878,5
07/04/2016;12Ê-Ê13;46307,1
07/04/2016;13Ê-Ê14;46009,6
07/04/2016;14Ê-Ê15;45750,6
07/04/2016;15Ê-Ê16;45560,4
07/04/2016;16Ê-Ê17;45216,4
07/04/2016;17Ê-Ê18;45400,2
07/04/2016;18Ê-Ê19;45893,3
07/04/2016;19Ê-Ê20;46359,3
07/04/2016;20Ê-Ê21;46025,8
07/04/2016;21Ê-Ê22;45092,6
07/04/2016;22Ê-Ê23;43094,7
07/04/2016;23Ê-Ê00;40616,4
08/04/2016;00Ê-Ê01;37402,2
08/04/2016;01Ê-Ê02;36534,9
08/04/2016;02Ê-Ê03;36321,8
08/04/2016;03Ê-Ê04;36581,2
08/04/2016;04Ê-Ê05;37352,6
08/04/2016;05Ê-Ê06;39512,8
08/04/2016;06Ê-Ê07;43610,3
08/04/2016;07Ê-Ê08;47518,1
08/04/2016;08Ê-Ê09;49747,7
08/04/2016;09Ê-Ê10;49333,4
08/04/2016;10Ê-Ê11;48922,2
08/04/2016;11Ê-Ê12;48289,5
08/04/2016;12Ê-Ê13;47283,6
08/04/2016;13Ê-Ê14;46317,9
08/04/2016;14Ê-Ê15;45566
08/04/2016;15Ê-Ê16;45081,5
08/04/2016;16Ê-Ê17;44793,3
08/04/2016;17Ê-Ê18;45163,2
08/04/2016;18Ê-Ê19;45793
08/04/2016;19Ê-Ê20;46107,9
08/04/2016;20Ê-Ê21;45800,9
08/04/2016;21Ê-Ê22;45356,2
08/04/2016;22Ê-Ê23;43716,8
08/04/2016;23Ê-Ê00;41894,7
09/04/2016;00Ê-Ê01;39536,3
09/04/2016;01Ê-Ê02;38542,3
09/04/2016;02Ê-Ê03;38177,7
09/04/2016;03Ê-Ê04;38236,9
09/04/2016;04Ê-Ê05;38149,4
09/04/2016;05Ê-Ê06;38677,2
09/04/2016;06Ê-Ê07;39903,9
09/04/2016;07Ê-Ê08;41436
09/04/2016;08Ê-Ê09;43296,5
09/04/2016;09Ê-Ê10;44863,3
09/04/2016;10Ê-Ê11;44591,3
09/04/2016;11Ê-Ê12;44064,4
09/04/2016;12Ê-Ê13;42539,1
09/04/2016;13Ê-Ê14;41169,2
09/04/2016;14Ê-Ê15;40604,9
09/04/2016;15Ê-Ê16;40392,4
09/04/2016;16Ê-Ê17;40675,6
09/04/2016;17Ê-Ê18;41948,3
09/04/2016;18Ê-Ê19;44434,6
09/04/2016;19Ê-Ê20;44477,2
09/04/2016;20Ê-Ê21;44061,5
09/04/2016;21Ê-Ê22;43554,5
09/04/2016;22Ê-Ê23;42310,5
09/04/2016;23Ê-Ê00;40645,6
10/04/2016;00Ê-Ê01;37661,9
10/04/2016;01Ê-Ê02;37089,6
10/04/2016;02Ê-Ê03;36369,2
10/04/2016;03Ê-Ê04;36310,6
10/04/2016;04Ê-Ê05;36430,6
10/04/2016;05Ê-Ê06;36716,7
10/04/2016;06Ê-Ê07;37035,8
10/04/2016;07Ê-Ê08;37915,6
10/04/2016;08Ê-Ê09;39177,1
10/04/2016;09Ê-Ê10;40366,3
10/04/2016;10Ê-Ê11;41282,8
10/04/2016;11Ê-Ê12;41331,1
10/04/2016;12Ê-Ê13;40353,3
10/04/2016;13Ê-Ê14;39893,9
10/04/2016;14Ê-Ê15;39658
10/04/2016;15Ê-Ê16;39668,1
10/04/2016;16Ê-Ê17;40572,9
10/04/2016;17Ê-Ê18;41302,7
10/04/2016;18Ê-Ê19;42083,7
10/04/2016;19Ê-Ê20;42992,3
10/04/2016;20Ê-Ê21;43393,8
10/04/2016;21Ê-Ê22;43062
10/04/2016;22Ê-Ê23;41038,6
10/04/2016;23Ê-Ê00;39078,7
11/04/2016;00Ê-Ê01;37321,4
11/04/2016;01Ê-Ê02;36663,4
11/04/2016;02Ê-Ê03;36524,5
11/04/2016;03Ê-Ê04;36883,9
11/04/2016;04Ê-Ê05;37570,9
11/04/2016;05Ê-Ê06;40035,2
11/04/2016;06Ê-Ê07;45565,4
11/04/2016;07Ê-Ê08;49605,6
11/04/2016;08Ê-Ê09;50253
11/04/2016;09Ê-Ê10;49938
11/04/2016;10Ê-Ê11;49326,6
11/04/2016;11Ê-Ê12;48051
11/04/2016;12Ê-Ê13;46628,6
11/04/2016;13Ê-Ê14;45905,4
11/04/2016;14Ê-Ê15;45356,3
11/04/2016;15Ê-Ê16;44768,3
11/04/2016;16Ê-Ê17;44580,9
11/04/2016;17Ê-Ê18;45849,7
11/04/2016;18Ê-Ê19;46326,2
11/04/2016;19Ê-Ê20;46639,6
11/04/2016;20Ê-Ê21;46831,4
11/04/2016;21Ê-Ê22;45845
11/04/2016;22Ê-Ê23;43858,9
11/04/2016;23Ê-Ê00;41266,8
12/04/2016;00Ê-Ê01;37852,8
12/04/2016;01Ê-Ê02;37019,7
12/04/2016;02Ê-Ê03;36840,7
12/04/2016;03Ê-Ê04;36888,6
12/04/2016;04Ê-Ê05;37515,3
12/04/2016;05Ê-Ê06;39471,9
12/04/2016;06Ê-Ê07;44651,1
12/04/2016;07Ê-Ê08;48380,1
12/04/2016;08Ê-Ê09;49298,7
12/04/2016;09Ê-Ê10;48802,4
12/04/2016;10Ê-Ê11;48145,5
12/04/2016;11Ê-Ê12;47200,1
12/04/2016;12Ê-Ê13;46382,1
12/04/2016;13Ê-Ê14;45961,8
12/04/2016;14Ê-Ê15;45505,5
12/04/2016;15Ê-Ê16;44991,6
12/04/2016;16Ê-Ê17;44849,6
12/04/2016;17Ê-Ê18;45226,8
12/04/2016;18Ê-Ê19;45454,9
12/04/2016;19Ê-Ê20;45821,6
12/04/2016;20Ê-Ê21;45792,4
12/04/2016;21Ê-Ê22;45131,1
12/04/2016;22Ê-Ê23;43207,4
12/04/2016;23Ê-Ê00;40875,4
13/04/2016;00Ê-Ê01;38061,3
13/04/2016;01Ê-Ê02;36336,2
13/04/2016;02Ê-Ê03;36136,1
13/04/2016;03Ê-Ê04;36321
13/04/2016;04Ê-Ê05;37295,8
13/04/2016;05Ê-Ê06;39292,7
