"March","April","May","June","July","August","September","October","November","December16","January17","February","March","April"
312.133333333333,313.214285714286,271.3,237.9,232.933333333333,249.766666666667,267.066666666667,258.333333333333,284.133333333333,323.4,286.6,318.666666666667,322.4,314.310344827586
311.733333333333,310.214285714286,269.4,241.9,234.566666666667,249.166666666667,265.8,260.3,283.5,320.9,286.466666666667,316.966666666667,322.1,311.896551724138
310.433333333333,309.285714285714,267.3,245.166666666667,237.5,248.866666666667,264.733333333333,260.2,283.5,318.166666666667,286.766666666667,316.166666666667,322.4,310.103448275862
309.533333333333,309.571428571429,266.133333333333,244.8,238.633333333333,248.466666666667,263.633333333333,260.533333333333,283.866666666667,318.266666666667,286.4,315.4,322.633333333333,307.448275862069
309.333333333333,309.035714285714,265.566666666667,243.566666666667,238.866666666667,248.1,263.466666666667,259.7,284.233333333333,318.066666666667,287.1,315.6,322.833333333333,306.655172413793
308.866666666667,308.964285714286,263.1,242.066666666667,237.633333333333,247.5,262.8,258.433333333333,283.633333333333,317.633333333333,286.366666666667,315.866666666667,322.766666666667,307
309.3,308.821428571429,260.6,239.933333333333,238.266666666667,246.266666666667,261.333333333333,257.366666666667,285.733333333333,317.3,286.233333333333,315.866666666667,322.266666666667,305.551724137931
309.933333333333,309.035714285714,259.933333333333,238.566666666667,236.666666666667,246.733333333333,261.633333333333,256.866666666667,283.633333333333,317.033333333333,286.8,316.233333333333,321.866666666667,306
311.5,309.107142857143,259.633333333333,236.333333333333,235.5,246.4,261.8,256.933333333333,283.7,317.066666666667,287.1,317.066666666667,322.366666666667,305.586206896552
310.3,309.428571428571,258.533333333333,234.466666666667,235.8,246.366666666667,260.7,256.2,282.633333333333,317.2,287.066666666667,317.266666666667,321.766666666667,304.758620689655
310.2,308.464285714286,258.666666666667,232.833333333333,235.166666666667,246.133333333333,261.433333333333,254.833333333333,282.6,317.133333333333,287.366666666667,317.7,321,303.758620689655
309.966666666667,308.142857142857,258.066666666667,233.566666666667,235.533333333333,246.033333333333,260.5,253.9,282.6,317.3,287.3,317.7,321.3,303.206896551724
309.133333333333,307.928571428571,257.533333333333,233.3,236.666666666667,245.766666666667,261.133333333333,253.233333333333,281.7,317.333333333333,287.066666666667,317.966666666667,320.066666666667,301.034482758621
312.333333333333,307.75,256.166666666667,233.466666666667,239.2,246.3,260.966666666667,254,281,316.866666666667,285.833333333333,317.866666666667,318.333333333333,297.48275862069
312.6,310.642857142857,254.866666666667,234.4,240.633333333333,247.3,261.5,255.033333333333,281.366666666667,317.566666666667,285.566666666667,317.566666666667,317.266666666667,296
312.833333333333,310.928571428571,251.766666666667,234.466666666667,240.566666666667,248.133333333333,260.866666666667,254.466666666667,280.366666666667,318.266666666667,286.2,316.966666666667,315.233333333333,293.448275862069
312.533333333333,310.642857142857,250.333333333333,233.233333333333,240.466666666667,248.233333333333,260.933333333333,253.866666666667,280.833333333333,318.5,286.533333333333,317.766666666667,314.833333333333,292.172413793103
312.033333333333,311.142857142857,250.466666666667,232.866666666667,239.8,247.033333333333,261.933333333333,252.833333333333,281.166666666667,317.866666666667,284.966666666667,317.933333333333,314.966666666667,291.137931034483
311.866666666667,310.785714285714,249.533333333333,231.9,238.166666666667,246.166666666667,261.933333333333,252.5,281.233333333333,316.733333333333,284.366666666667,317.7,314.466666666667,289.379310344828
311.2,309.321428571429,248.433333333333,230.8,239.533333333333,245.433333333333,261.366666666667,251.1,281.5,316.9,283.766666666667,317.033333333333,313.6,288.413793103448
310.2,309.357142857143,247.9,229.933333333333,239.5,245.366666666667,260.433333333333,250.633333333333,281.666666666667,316.7,283.866666666667,317.366666666667,312.2,286.827586206897
310.566666666667,308.928571428571,247.1,229.266666666667,239.4,244.633333333333,259.433333333333,249.1,282.6,315.533333333333,283.333333333333,316.566666666667,311.466666666667,285.206896551724
311,308.178571428571,246.9,228.2,239.033333333333,243.266666666667,259,249.033333333333,281.666666666667,315.466666666667,283.133333333333,316.533333333333,311.633333333333,283.551724137931
310.866666666667,308.464285714286,247.333333333333,226.9,238.3,243.433333333333,258.666666666667,248.366666666667,281.666666666667,315.566666666667,283.1,316.433333333333,311.266666666667,283.275862068966
310.866666666667,309.035714285714,247.6,225.033333333333,238.133333333333,243.933333333333,257.333333333333,246.666666666667,281.466666666667,315.166666666667,283.7,315.533333333333,310.166666666667,282.344827586207
310.466666666667,309.035714285714,247.066666666667,224.266666666667,237.6,245.133333333333,256.5,246,283.333333333333,314.333333333333,284.766666666667,314.3,308.633333333333,281.103448275862
310.5,311.821428571429,246.633333333333,223.366666666667,238.566666666667,245.466666666667,256.266666666667,245.8,285.8,314.433333333333,285.833333333333,313.7,307.466666666667,281.586206896552
310.066666666667,311.214285714286,246,222.3,238.366666666667,244.6,255.633333333333,244.7,287.6,315.166666666667,280.833333333333,311.566666666667,306.933333333333,281.310344827586
309.733333333333,311.464285714286,246.3,222.3,238.9,243.866666666667,255.6,244.133333333333,288.533333333333,315.4,280.633333333333,311.6,307.066666666667,280.758620689655
309.966666666667,312.392857142857,246.266666666667,221.7,237.433333333333,243.3,255,244.666666666667,289.966666666667,315.9,284.766666666667,310.8,307.9,281.48275862069
309.8,312.285714285714,245.966666666667,221.166666666667,237.8,243.1,254.9,244.233333333333,290.533333333333,315.7,284.966666666667,310,308,280.620689655172
