Date;Month;Day;Hour;DK1_UP_P;DK1_Down_P;DK1_UP_Q;DK1_DOWN_Q;;;;;
20/03/2016;March;Sunday;17;33;9;15,2;15,5;;;;;
20/03/2016;March;Sunday;18;33;9;15,2;15,5;;;;;
20/03/2016;March;Sunday;19;33;9;15,2;15,5;;;;;
20/03/2016;March;Sunday;20;33;9;15,2;15,5;;;;;
20/03/2016;March;Sunday;21;33;7;15,2;13,4;;;;;
20/03/2016;March;Sunday;22;33;7;15,2;13,4;;;;;
20/03/2016;March;Sunday;23;33;7;15,2;13,4;;;;;
20/03/2016;March;Sunday;24;33;7;15,2;13,4;;;;;
21/03/2016;March;Monday;1;33;10;15,2;13,2;;;;;
21/03/2016;March;Monday;2;33;10;15,2;13,2;;;;;
21/03/2016;March;Monday;3;33;10;15,2;13,2;;;;;
21/03/2016;March;Monday;4;33;10;15,2;13,2;;;;;
21/03/2016;March;Monday;5;33;9;15,1;14,4;;;;;
21/03/2016;March;Monday;6;33;9;15,1;14,4;;;;;
21/03/2016;March;Monday;7;33;9;15,1;14,4;;;;;
21/03/2016;March;Monday;8;33;9;15,1;14,4;;;;;
21/03/2016;March;Monday;9;33;9;16,7;14,1;;;;;
21/03/2016;March;Monday;10;33;9;16,7;14,1;;;;;
21/03/2016;March;Monday;11;33;9;16,7;14,1;;;;;
21/03/2016;March;Monday;12;33;9;16,7;14,1;;;;;
21/03/2016;March;Monday;13;33;9;16,7;14,1;;;;;
21/03/2016;March;Monday;14;33;9;16,7;14,1;;;;;
21/03/2016;March;Monday;15;33;9;16,7;14,1;;;;;
21/03/2016;March;Monday;16;33;9;16,7;14,1;;;;;
21/03/2016;March;Monday;17;33;9;17;14,1;;;;;
21/03/2016;March;Monday;18;33;9;17;14,1;;;;;
21/03/2016;March;Monday;19;33;9;17;14,1;;;;;
21/03/2016;March;Monday;20;33;9;17;14,1;;;;;
21/03/2016;March;Monday;21;33;9;15,1;15,4;;;;;
21/03/2016;March;Monday;22;33;9;15,1;15,4;;;;;
21/03/2016;March;Monday;23;33;9;15,1;15,4;;;;;
21/03/2016;March;Monday;24;33;9;15,1;15,4;;;;;
22/03/2016;March;Tuesday;1;79;9;13,5;14,4;;;;;
22/03/2016;March;Tuesday;2;79;9;13,5;14,4;;;;;
22/03/2016;March;Tuesday;3;79;9;13,5;14,4;;;;;
22/03/2016;March;Tuesday;4;79;9;13,5;14,4;;;;;
22/03/2016;March;Tuesday;5;82;9;15,8;14,4;;;;;
22/03/2016;March;Tuesday;6;82;9;15,8;14,4;;;;;
22/03/2016;March;Tuesday;7;82;9;15,8;14,4;;;;;
22/03/2016;March;Tuesday;8;82;9;15,8;14,4;;;;;
22/03/2016;March;Tuesday;9;87;10;15,1;13,3;;;;;
22/03/2016;March;Tuesday;10;87;10;15,1;13,3;;;;;
22/03/2016;March;Tuesday;11;87;10;15,1;13,3;;;;;
22/03/2016;March;Tuesday;12;87;10;15,1;13,3;;;;;
22/03/2016;March;Tuesday;13;83;10;15,1;13,3;;;;;
22/03/2016;March;Tuesday;14;83;10;15,1;13,3;;;;;
22/03/2016;March;Tuesday;15;83;10;15,1;13,3;;;;;
22/03/2016;March;Tuesday;16;83;10;15,1;13,3;;;;;
22/03/2016;March;Tuesday;17;83;10;15,4;13,3;;;;;
22/03/2016;March;Tuesday;18;83;10;15,4;13,3;;;;;
22/03/2016;March;Tuesday;19;83;10;15,4;13,3;;;;;
22/03/2016;March;Tuesday;20;83;10;15,4;13,3;;;;;
22/03/2016;March;Tuesday;21;82;9;13,6;14,4;;;;;
22/03/2016;March;Tuesday;22;82;9;13,6;14,4;;;;;
22/03/2016;March;Tuesday;23;82;9;13,6;14,4;;;;;
22/03/2016;March;Tuesday;24;82;9;13,6;14,4;;;;;
23/03/2016;March;Wednesday;1;59,62;9;9,3;13,3;;;;;
23/03/2016;March;Wednesday;2;59,62;9;9,3;13,3;;;;;
23/03/2016;March;Wednesday;3;59,62;9;9,3;13,3;;;;;
23/03/2016;March;Wednesday;4;59,62;9;9,3;13,3;;;;;
23/03/2016;March;Wednesday;5;60;9;9,6;13,3;;;;;
23/03/2016;March;Wednesday;6;60;9;9,6;13,3;;;;;
23/03/2016;March;Wednesday;7;60;9;9,6;13,3;;;;;
23/03/2016;March;Wednesday;8;60;9;9,6;13,3;;;;;
23/03/2016;March;Wednesday;9;74,52;10;7,3;13;;;;;
23/03/2016;March;Wednesday;10;74,52;10;7,3;13;;;;;
23/03/2016;March;Wednesday;11;74,52;10;7,3;13;;;;;
23/03/2016;March;Wednesday;12;74,52;10;7,3;13;;;;;
23/03/2016;March;Wednesday;13;74,52;10;7,3;14,4;;;;;
23/03/2016;March;Wednesday;14;74,52;10;7,3;14,4;;;;;
23/03/2016;March;Wednesday;15;74,52;10;7,3;14,4;;;;;
23/03/2016;March;Wednesday;16;74,52;10;7,3;14,4;;;;;
23/03/2016;March;Wednesday;17;74,52;10;7,6;14,4;;;;;
23/03/2016;March;Wednesday;18;74,52;10;7,6;14,4;;;;;
23/03/2016;March;Wednesday;19;74,52;10;7,6;14,4;;;;;
23/03/2016;March;Wednesday;20;74,52;10;7,6;14,4;;;;;
23/03/2016;March;Wednesday;21;74,52;9;7,6;13,3;;;;;
23/03/2016;March;Wednesday;22;74,52;9;7,6;13,3;;;;;
23/03/2016;March;Wednesday;23;74,52;9;7,6;13,3;;;;;
23/03/2016;March;Wednesday;24;74,52;9;7,6;13,3;;;;;
24/03/2016;March;Thursday;1;82;9;12,8;13,3;;;;;
24/03/2016;March;Thursday;2;82;9;12,8;13,3;;;;;
24/03/2016;March;Thursday;3;82;9;12,8;13,3;;;;;
24/03/2016;March;Thursday;4;82;9;12,8;13,3;;;;;
24/03/2016;March;Thursday;5;74,53;9;8,8;13,3;;;;;
24/03/2016;March;Thursday;6;74,53;9;8,8;13,3;;;;;
24/03/2016;March;Thursday;7;74,53;9;8,8;13,3;;;;;
24/03/2016;March;Thursday;8;74,53;9;8,8;13,3;;;;;
24/03/2016;March;Thursday;9;74,53;9;8,8;13;;;;;
24/03/2016;March;Thursday;10;74,53;9;8,8;13;;;;;
24/03/2016;March;Thursday;11;74,53;9;8,8;13;;;;;
24/03/2016;March;Thursday;12;74,53;9;8,8;13;;;;;
24/03/2016;March;Thursday;13;74,53;9;8,8;13;;;;;
24/03/2016;March;Thursday;14;74,53;9;8,8;13;;;;;
24/03/2016;March;Thursday;15;74,53;9;8,8;13;;;;;
24/03/2016;March;Thursday;16;74,53;9;8,8;13;;;;;
24/03/2016;March;Thursday;17;74,53;10;7,3;14,4;;;;;
24/03/2016;March;Thursday;18;74,53;10;7,3;14,4;;;;;
24/03/2016;March;Thursday;19;74,53;10;7,3;14,4;;;;;
24/03/2016;March;Thursday;20;74,53;10;7,3;14,4;;;;;
24/03/2016;March;Thursday;21;74,53;9;6,8;13,3;;;;;
24/03/2016;March;Thursday;22;74,53;9;6,8;13,3;;;;;
24/03/2016;March;Thursday;23;74,53;9;6,8;13,3;;;;;
24/03/2016;March;Thursday;24;74,53;9;6,8;13,3;;;;;
25/03/2016;March;Friday;1;59,62;9;9,8;13,4;;;;;
25/03/2016;March;Friday;2;59,62;9;9,8;13,4;;;;;
25/03/2016;March;Friday;3;59,62;9;9,8;13,4;;;;;
25/03/2016;March;Friday;4;59,62;9;9,8;13,4;;;;;
25/03/2016;March;Friday;5;59,62;9;9,8;13,4;;;;;
25/03/2016;March;Friday;6;59,62;9;9,8;13,4;;;;;
25/03/2016;March;Friday;7;59,62;9;9,8;13,4;;;;;
25/03/2016;March;Friday;8;59,62;9;9,8;13,4;;;;;
25/03/2016;March;Friday;9;80;10;12,3;13;;;;;
25/03/2016;March;Friday;10;80;10;12,3;13;;;;;
25/03/2016;March;Friday;11;80;10;12,3;13;;;;;
25/03/2016;March;Friday;12;80;10;12,3;13;;;;;
25/03/2016;March;Friday;13;79;10;12,3;13;;;;;
25/03/2016;March;Friday;14;79;10;12,3;13;;;;;
25/03/2016;March;Friday;15;79;10;12,3;13;;;;;
25/03/2016;March;Friday;16;79;10;12,3;13;;;;;
25/03/2016;March;Friday;17;79;10;12,3;13;;;;;
25/03/2016;March;Friday;18;79;10;12,3;13;;;;;
25/03/2016;March;Friday;19;79;10;12,3;13;;;;;
25/03/2016;March;Friday;20;79;10;12,3;13;;;;;
25/03/2016;March;Friday;21;79;9;10,8;13,3;;;;;
25/03/2016;March;Friday;22;79;9;10,8;13,3;;;;;
25/03/2016;March;Friday;23;79;9;10,8;13,3;;;;;
25/03/2016;March;Friday;24;79;9;10,8;13,3;;;;;
26/03/2016;March;Saturday;1;59,62;9;9,8;13,4;;;;;
26/03/2016;March;Saturday;2;59,62;9;9,8;13,4;;;;;
26/03/2016;March;Saturday;3;59,62;9;9,8;13,4;;;;;
26/03/2016;March;Saturday;4;59,62;9;9,8;13,4;;;;;
26/03/2016;March;Saturday;5;59,62;9;9,8;13,4;;;;;
26/03/2016;March;Saturday;6;59,62;9;9,8;13,4;;;;;
26/03/2016;March;Saturday;7;59,62;9;9,8;13,4;;;;;
26/03/2016;March;Saturday;8;59,62;9;9,8;13,4;;;;;
26/03/2016;March;Saturday;9;74,53;10;7;13;;;;;
26/03/2016;March;Saturday;10;74,53;10;7;13;;;;;
26/03/2016;March;Saturday;11;74,53;10;7;13;;;;;
26/03/2016;March;Saturday;12;74,53;10;7;13;;;;;
26/03/2016;March;Saturday;13;74;10;14,5;14,4;;;;;
26/03/2016;March;Saturday;14;74;10;14,5;14,4;;;;;
26/03/2016;March;Saturday;15;74;10;14,5;14,4;;;;;
26/03/2016;March;Saturday;16;74;10;14,5;14,4;;;;;
26/03/2016;March;Saturday;17;86;10;14,5;14,4;;;;;
26/03/2016;March;Saturday;18;86;10;14,5;14,4;;;;;
26/03/2016;March;Saturday;19;86;10;14,5;14,4;;;;;
26/03/2016;March;Saturday;20;86;10;14,5;14,4;;;;;
26/03/2016;March;Saturday;21;74;9;16;13,3;;;;;
26/03/2016;March;Saturday;22;74;9;16;13,3;;;;;
26/03/2016;March;Saturday;23;74;9;16;13,3;;;;;
26/03/2016;March;Saturday;24;74;9;16;13,3;;;;;
27/03/2016;March;Sunday;1;33;10;15,2;13;;;;;
27/03/2016;March;Sunday;2;33;10;15,2;13;;;;;
27/03/2016;March;Sunday;3;;;;;;;;;
27/03/2016;March;Sunday;4;33;10;15,2;13;;;;;
27/03/2016;March;Sunday;5;33;10;15,2;13;;;;;
27/03/2016;March;Sunday;6;33;10;15,2;13;;;;;
27/03/2016;March;Sunday;7;33;10;15,2;13;;;;;
27/03/2016;March;Sunday;8;33;10;15,2;13;;;;;
27/03/2016;March;Sunday;9;68;10;14;14,4;;;;;
27/03/2016;March;Sunday;10;68;10;14;14,4;;;;;
27/03/2016;March;Sunday;11;68;10;14;14,4;;;;;
27/03/2016;March;Sunday;12;68;10;14;14,4;;;;;
27/03/2016;March;Sunday;13;77;10;14;14,4;;;;;
27/03/2016;March;Sunday;14;77;10;14;14,4;;;;;
27/03/2016;March;Sunday;15;77;10;14;14,4;;;;;
27/03/2016;March;Sunday;16;77;10;14;14,4;;;;;
27/03/2016;March;Sunday;17;84;10;14;14,4;;;;;
27/03/2016;March;Sunday;18;84;10;14;14,4;;;;;
27/03/2016;March;Sunday;19;84;10;14;14,4;;;;;
27/03/2016;March;Sunday;20;84;10;14;14,4;;;;;
27/03/2016;March;Sunday;21;81;9;15;14,3;;;;;
27/03/2016;March;Sunday;22;81;9;15;14,3;;;;;
27/03/2016;March;Sunday;23;81;9;15;14,3;;;;;
27/03/2016;March;Sunday;24;81;9;15;14,3;;;;;
28/03/2016;March;Monday;1;33;9;13;13,4;;;;;
28/03/2016;March;Monday;2;33;9;13;13,4;;;;;
28/03/2016;March;Monday;3;33;9;13;13,4;;;;;
28/03/2016;March;Monday;4;33;9;13;13,4;;;;;
28/03/2016;March;Monday;5;33;9;13;13,4;;;;;
28/03/2016;March;Monday;6;33;9;13;13,4;;;;;
28/03/2016;March;Monday;7;33;9;13;13,4;;;;;
28/03/2016;March;Monday;8;33;9;13;13,4;;;;;
28/03/2016;March;Monday;9;41;12;16,2;13,8;;;;;
28/03/2016;March;Monday;10;41;12;16,2;13,8;;;;;
28/03/2016;March;Monday;11;41;12;16,2;13,8;;;;;
28/03/2016;March;Monday;12;41;12;16,2;13,8;;;;;
28/03/2016;March;Monday;13;33;12;16,2;13,8;;;;;
28/03/2016;March;Monday;14;33;12;16,2;13,8;;;;;
28/03/2016;March;Monday;15;33;12;16,2;13,8;;;;;
28/03/2016;March;Monday;16;33;12;16,2;13,8;;;;;
28/03/2016;March;Monday;17;33;12;14,2;13,8;;;;;
28/03/2016;March;Monday;18;33;12;14,2;13,8;;;;;
28/03/2016;March;Monday;19;33;12;14,2;13,8;;;;;
28/03/2016;March;Monday;20;33;12;14,2;13,8;;;;;
28/03/2016;March;Monday;21;67;9;13;14,3;;;;;
28/03/2016;March;Monday;22;67;9;13;14,3;;;;;
28/03/2016;March;Monday;23;67;9;13;14,3;;;;;
28/03/2016;March;Monday;24;67;9;13;14,3;;;;;
29/03/2016;March;Tuesday;1;58;9;16,2;14,4;;;;;
29/03/2016;March;Tuesday;2;58;9;16,2;14,4;;;;;
29/03/2016;March;Tuesday;3;58;9;16,2;14,4;;;;;
29/03/2016;March;Tuesday;4;58;9;16,2;14,4;;;;;
29/03/2016;March;Tuesday;5;73;9;16,2;14,4;;;;;
29/03/2016;March;Tuesday;6;73;9;16,2;14,4;;;;;
29/03/2016;March;Tuesday;7;73;9;16,2;14,4;;;;;
29/03/2016;March;Tuesday;8;73;9;16,2;14,4;;;;;
29/03/2016;March;Tuesday;9;110;10;13,2;13,1;;;;;
29/03/2016;March;Tuesday;10;110;10;13,2;13,1;;;;;
29/03/2016;March;Tuesday;11;110;10;13,2;13,1;;;;;
29/03/2016;March;Tuesday;12;110;10;13,2;13,1;;;;;
29/03/2016;March;Tuesday;13;98;10;14,7;13,1;;;;;
29/03/2016;March;Tuesday;14;98;10;14,7;13,1;;;;;
29/03/2016;March;Tuesday;15;98;10;14,7;13,1;;;;;
29/03/2016;March;Tuesday;16;98;10;14,7;13,1;;;;;
29/03/2016;March;Tuesday;17;106;10;14,7;13,1;;;;;
29/03/2016;March;Tuesday;18;106;10;14,7;13,1;;;;;
29/03/2016;March;Tuesday;19;106;10;14,7;13,1;;;;;
29/03/2016;March;Tuesday;20;106;10;14,7;13,1;;;;;
29/03/2016;March;Tuesday;21;88;9;14,2;15,4;;;;;
29/03/2016;March;Tuesday;22;88;9;14,2;15,4;;;;;
29/03/2016;March;Tuesday;23;88;9;14,2;15,4;;;;;
29/03/2016;March;Tuesday;24;88;9;14,2;15,4;;;;;
30/03/2016;March;Wednesday;1;82;9;16,2;13,3;;;;;
30/03/2016;March;Wednesday;2;82;9;16,2;13,3;;;;;
30/03/2016;March;Wednesday;3;82;9;16,2;13,3;;;;;
30/03/2016;March;Wednesday;4;82;9;16,2;13,3;;;;;
30/03/2016;March;Wednesday;5;82;9;13,4;13,3;;;;;
30/03/2016;March;Wednesday;6;82;9;13,4;13,3;;;;;
30/03/2016;March;Wednesday;7;82;9;13,4;13,3;;;;;
30/03/2016;March;Wednesday;8;82;9;13,4;13,3;;;;;
30/03/2016;March;Wednesday;9;81,99;9;9;13,3;;;;;
30/03/2016;March;Wednesday;10;81,99;9;9;13,3;;;;;
30/03/2016;March;Wednesday;11;81,99;9;9;13,3;;;;;
30/03/2016;March;Wednesday;12;81,99;9;9;13,3;;;;;
30/03/2016;March;Wednesday;13;81,99;10;10,7;13;;;;;
30/03/2016;March;Wednesday;14;81,99;10;10,7;13;;;;;
30/03/2016;March;Wednesday;15;81,99;10;10,7;13;;;;;
30/03/2016;March;Wednesday;16;81,99;10;10,7;13;;;;;
30/03/2016;March;Wednesday;17;81,99;10;10,7;13;;;;;
30/03/2016;March;Wednesday;18;81,99;10;10,7;13;;;;;
30/03/2016;March;Wednesday;19;81,99;10;10,7;13;;;;;
30/03/2016;March;Wednesday;20;81,99;10;10,7;13;;;;;
30/03/2016;March;Wednesday;21;83;9;12,7;15,4;;;;;
30/03/2016;March;Wednesday;22;83;9;12,7;15,4;;;;;
30/03/2016;March;Wednesday;23;83;9;12,7;15,4;;;;;
30/03/2016;March;Wednesday;24;83;9;12,7;15,4;;;;;
31/03/2016;March;Thursday;1;80;9;14,7;13,4;;;;;
31/03/2016;March;Thursday;2;80;9;14,7;13,4;;;;;
31/03/2016;March;Thursday;3;80;9;14,7;13,4;;;;;
31/03/2016;March;Thursday;4;80;9;14,7;13,4;;;;;
31/03/2016;March;Thursday;5;74,54;9;9,4;13,4;;;;;
31/03/2016;March;Thursday;6;74,54;9;9,4;13,4;;;;;
31/03/2016;March;Thursday;7;74,54;9;9,4;13,4;;;;;
31/03/2016;March;Thursday;8;74,54;9;9,4;13,4;;;;;
31/03/2016;March;Thursday;9;100;10;16;13,3;;;;;
31/03/2016;March;Thursday;10;100;10;16;13,3;;;;;
31/03/2016;March;Thursday;11;100;10;16;13,3;;;;;
31/03/2016;March;Thursday;12;100;10;16;13,3;;;;;
31/03/2016;March;Thursday;13;74,54;10;9;13,3;;;;;
31/03/2016;March;Thursday;14;74,54;10;9;13,3;;;;;
31/03/2016;March;Thursday;15;74,54;10;9;13,3;;;;;
31/03/2016;March;Thursday;16;74,54;10;9;13,3;;;;;
31/03/2016;March;Thursday;17;74,54;10;9;13,3;;;;;
31/03/2016;March;Thursday;18;74,54;10;9;13,3;;;;;
31/03/2016;March;Thursday;19;74,54;10;9;13,3;;;;;
31/03/2016;March;Thursday;20;74,54;10;9;13,3;;;;;
31/03/2016;March;Thursday;21;82;9;12,7;13,3;;;;;
31/03/2016;March;Thursday;22;82;9;12,7;13,3;;;;;
31/03/2016;March;Thursday;23;82;9;12,7;13,3;;;;;
31/03/2016;March;Thursday;24;82;9;12,7;13,3;;;;;
01/04/2016;April;Friday;1;80;9;13,8;13,3;;;;;
01/04/2016;April;Friday;2;80;9;13,8;13,3;;;;;
01/04/2016;April;Friday;3;80;9;13,8;13,3;;;;;
01/04/2016;April;Friday;4;80;9;13,8;13,3;;;;;
01/04/2016;April;Friday;5;84;9;14,5;13,3;;;;;
01/04/2016;April;Friday;6;84;9;14,5;13,3;;;;;
01/04/2016;April;Friday;7;84;9;14,5;13,3;;;;;
01/04/2016;April;Friday;8;84;9;14,5;13,3;;;;;
01/04/2016;April;Friday;9;186,31;9;11,7;13;;;;;
01/04/2016;April;Friday;10;186,31;9;11,7;13;;;;;
01/04/2016;April;Friday;11;186,31;9;11,7;13;;;;;
01/04/2016;April;Friday;12;186,31;9;11,7;13;;;;;
01/04/2016;April;Friday;13;85;9;14,7;13;;;;;
01/04/2016;April;Friday;14;85;9;14,7;13;;;;;
01/04/2016;April;Friday;15;85;9;14,7;13;;;;;
01/04/2016;April;Friday;16;85;9;14,7;13;;;;;
01/04/2016;April;Friday;17;86;9;15,7;13;;;;;
01/04/2016;April;Friday;18;86;9;15,7;13;;;;;
01/04/2016;April;Friday;19;86;9;15,7;13;;;;;
01/04/2016;April;Friday;20;86;9;15,7;13;;;;;
01/04/2016;April;Friday;21;85;9;13,7;13,3;;;;;
01/04/2016;April;Friday;22;85;9;13,7;13,3;;;;;
01/04/2016;April;Friday;23;85;9;13,7;13,3;;;;;
01/04/2016;April;Friday;24;85;9;13,7;13,3;;;;;
02/04/2016;April;Saturday;1;33;9;13,3;13,3;;;;;
02/04/2016;April;Saturday;2;33;9;13,3;13,3;;;;;
02/04/2016;April;Saturday;3;33;9;13,3;13,3;;;;;
02/04/2016;April;Saturday;4;33;9;13,3;13,3;;;;;
02/04/2016;April;Saturday;5;35;9;13,7;13,3;;;;;
02/04/2016;April;Saturday;6;35;9;13,7;13,3;;;;;
02/04/2016;April;Saturday;7;35;9;13,7;13,3;;;;;
02/04/2016;April;Saturday;8;35;9;13,7;13,3;;;;;
02/04/2016;April;Saturday;9;33;10;13;14,4;;;;;
02/04/2016;April;Saturday;10;33;10;13;14,4;;;;;
02/04/2016;April;Saturday;11;33;10;13;14,4;;;;;
02/04/2016;April;Saturday;12;33;10;13;14,4;;;;;
02/04/2016;April;Saturday;13;33;10;13;14,4;;;;;
02/04/2016;April;Saturday;14;33;10;13;14,4;;;;;
02/04/2016;April;Saturday;15;33;10;13;14,4;;;;;
02/04/2016;April;Saturday;16;33;10;13;14,4;;;;;
02/04/2016;April;Saturday;17;33;10;13;14,4;;;;;
02/04/2016;April;Saturday;18;33;10;13;14,4;;;;;
02/04/2016;April;Saturday;19;33;10;13;14,4;;;;;
02/04/2016;April;Saturday;20;33;10;13;14,4;;;;;
02/04/2016;April;Saturday;21;36;9;13,8;13,3;;;;;
02/04/2016;April;Saturday;22;36;9;13,8;13,3;;;;;
02/04/2016;April;Saturday;23;36;9;13,8;13,3;;;;;
02/04/2016;April;Saturday;24;36;9;13,8;13,3;;;;;
03/04/2016;April;Sunday;1;68;8;12,2;14,4;;;;;
03/04/2016;April;Sunday;2;68;8;12,2;14,4;;;;;
03/04/2016;April;Sunday;3;68;8;12,2;14,4;;;;;
03/04/2016;April;Sunday;4;68;8;12,2;14,4;;;;;
03/04/2016;April;Sunday;5;52,15;8;9,4;14,4;;;;;
03/04/2016;April;Sunday;6;52,15;8;9,4;14,4;;;;;
03/04/2016;April;Sunday;7;52,15;8;9,4;14,4;;;;;
03/04/2016;April;Sunday;8;52,15;8;9,4;14,4;;;;;
03/04/2016;April;Sunday;9;78;10;11,2;14,4;;;;;
03/04/2016;April;Sunday;10;78;10;11,2;14,4;;;;;
03/04/2016;April;Sunday;11;78;10;11,2;14,4;;;;;
03/04/2016;April;Sunday;12;78;10;11,2;14,4;;;;;
03/04/2016;April;Sunday;13;78;10;11,2;14,4;;;;;
03/04/2016;April;Sunday;14;78;10;11,2;14,4;;;;;
03/04/2016;April;Sunday;15;78;10;11,2;14,4;;;;;
03/04/2016;April;Sunday;16;78;10;11,2;14,4;;;;;
03/04/2016;April;Sunday;17;82;10;11,2;14,4;;;;;
03/04/2016;April;Sunday;18;82;10;11,2;14,4;;;;;
03/04/2016;April;Sunday;19;82;10;11,2;14,4;;;;;
03/04/2016;April;Sunday;20;82;10;11,2;14,4;;;;;
03/04/2016;April;Sunday;21;83;8;10,7;14,4;;;;;
03/04/2016;April;Sunday;22;83;8;10,7;14,4;;;;;
03/04/2016;April;Sunday;23;83;8;10,7;14,4;;;;;
03/04/2016;April;Sunday;24;83;8;10,7;14,4;;;;;
04/04/2016;April;Monday;1;33;9;16;13,3;;;;;
04/04/2016;April;Monday;2;33;9;16;13,3;;;;;
04/04/2016;April;Monday;3;33;9;16;13,3;;;;;
04/04/2016;April;Monday;4;33;9;16;13,3;;;;;
04/04/2016;April;Monday;5;33;9;16,1;13,3;;;;;
04/04/2016;April;Monday;6;33;9;16,1;13,3;;;;;
04/04/2016;April;Monday;7;33;9;16,1;13,3;;;;;
04/04/2016;April;Monday;8;33;9;16,1;13,3;;;;;
04/04/2016;April;Monday;9;69;10;14,1;13,2;;;;;
04/04/2016;April;Monday;10;69;10;14,1;13,2;;;;;
04/04/2016;April;Monday;11;69;10;14,1;13,2;;;;;
04/04/2016;April;Monday;12;69;10;14,1;13,2;;;;;
04/04/2016;April;Monday;13;33;10;14,3;13,3;;;;;
04/04/2016;April;Monday;14;33;10;14,3;13,3;;;;;
04/04/2016;April;Monday;15;33;10;14,3;13,3;;;;;
04/04/2016;April;Monday;16;33;10;14,3;13,3;;;;;
04/04/2016;April;Monday;17;33;10;14,3;13,3;;;;;
04/04/2016;April;Monday;18;33;10;14,3;13,3;;;;;
04/04/2016;April;Monday;19;33;10;14,3;13,3;;;;;
04/04/2016;April;Monday;20;33;10;14,3;13,3;;;;;
04/04/2016;April;Monday;21;33;9;15,7;14,3;;;;;
04/04/2016;April;Monday;22;33;9;15,7;14,3;;;;;
04/04/2016;April;Monday;23;33;9;15,7;14,3;;;;;
04/04/2016;April;Monday;24;33;9;15,7;14,3;;;;;
05/04/2016;April;Tuesday;1;31;9;13,2;13,3;;;;;
05/04/2016;April;Tuesday;2;31;9;13,2;13,3;;;;;
05/04/2016;April;Tuesday;3;31;9;13,2;13,3;;;;;
05/04/2016;April;Tuesday;4;31;9;13,2;13,3;;;;;
05/04/2016;April;Tuesday;5;33;9;16,7;14,3;;;;;
05/04/2016;April;Tuesday;6;33;9;16,7;14,3;;;;;
05/04/2016;April;Tuesday;7;33;9;16,7;14,3;;;;;
05/04/2016;April;Tuesday;8;33;9;16,7;14,3;;;;;
05/04/2016;April;Tuesday;9;77;9;13;13,5;;;;;
05/04/2016;April;Tuesday;10;77;9;13;13,5;;;;;
05/04/2016;April;Tuesday;11;77;9;13;13,5;;;;;
05/04/2016;April;Tuesday;12;77;9;13;13,5;;;;;
05/04/2016;April;Tuesday;13;33;9;16,9;13,5;;;;;
05/04/2016;April;Tuesday;14;33;9;16,9;13,5;;;;;
05/04/2016;April;Tuesday;15;33;9;16,9;13,5;;;;;
05/04/2016;April;Tuesday;16;33;9;16,9;13,5;;;;;
05/04/2016;April;Tuesday;17;33;10;16,6;15,4;;;;;
05/04/2016;April;Tuesday;18;33;10;16,6;15,4;;;;;
05/04/2016;April;Tuesday;19;33;10;16,6;15,4;;;;;
05/04/2016;April;Tuesday;20;33;10;16,6;15,4;;;;;
05/04/2016;April;Tuesday;21;33;9;16,9;14,3;;;;;
05/04/2016;April;Tuesday;22;33;9;16,9;14,3;;;;;
05/04/2016;April;Tuesday;23;33;9;16,9;14,3;;;;;
05/04/2016;April;Tuesday;24;33;9;16,9;14,3;;;;;
06/04/2016;April;Wednesday;1;44,68;9;9;14;;;;;
06/04/2016;April;Wednesday;2;44,68;9;9;14;;;;;
06/04/2016;April;Wednesday;3;44,68;9;9;14;;;;;
06/04/2016;April;Wednesday;4;44,68;9;9;14;;;;;
06/04/2016;April;Wednesday;5;56;9;9,7;14;;;;;
06/04/2016;April;Wednesday;6;56;9;9,7;14;;;;;
06/04/2016;April;Wednesday;7;56;9;9,7;14;;;;;
06/04/2016;April;Wednesday;8;56;9;9,7;14;;;;;
06/04/2016;April;Wednesday;9;59,57;10;8,5;13,1;;;;;
06/04/2016;April;Wednesday;10;59,57;10;8,5;13,1;;;;;
06/04/2016;April;Wednesday;11;59,57;10;8,5;13,1;;;;;
06/04/2016;April;Wednesday;12;59,57;10;8,5;13,1;;;;;
06/04/2016;April;Wednesday;13;59,57;10;8;13,1;;;;;
06/04/2016;April;Wednesday;14;59,57;10;8;13,1;;;;;
06/04/2016;April;Wednesday;15;59,57;10;8;13,1;;;;;
06/04/2016;April;Wednesday;16;59,57;10;8;13,1;;;;;
06/04/2016;April;Wednesday;17;59,57;10;7,5;13,1;;;;;
06/04/2016;April;Wednesday;18;59,57;10;7,5;13,1;;;;;
06/04/2016;April;Wednesday;19;59,57;10;7,5;13,1;;;;;
06/04/2016;April;Wednesday;20;59,57;10;7,5;13,1;;;;;
06/04/2016;April;Wednesday;21;59,57;9;7;14;;;;;
06/04/2016;April;Wednesday;22;59,57;9;7;14;;;;;
06/04/2016;April;Wednesday;23;59,57;9;7;14;;;;;
06/04/2016;April;Wednesday;24;59,57;9;7;14;;;;;
07/04/2016;April;Thursday;1;70;9;16,3;13;;;;;
07/04/2016;April;Thursday;2;70;9;16,3;13;;;;;
07/04/2016;April;Thursday;3;70;9;16,3;13;;;;;
07/04/2016;April;Thursday;4;70;9;16,3;13;;;;;
07/04/2016;April;Thursday;5;76;9;13;13;;;;;
07/04/2016;April;Thursday;6;76;9;13;13;;;;;
07/04/2016;April;Thursday;7;76;9;13;13;;;;;
07/04/2016;April;Thursday;8;76;9;13;13;;;;;
07/04/2016;April;Thursday;9;66,96;10;8,3;13,1;;;;;
