Date;Month;Day;Hour;DK1_UP_P;DK1_Down_P;DK1_UP_Q;DK1_DOWN_Q;;;;;
01/01/2016;January;Friday;1;61;10;14,5;14,4;;;;;
01/01/2016;January;Friday;2;61;10;14,5;14,4;;;;;
01/01/2016;January;Friday;3;61;10;14,5;14,4;;;;;
01/01/2016;January;Friday;4;61;10;14,5;14,4;;;;;
01/01/2016;January;Friday;5;200;10;17,3;14,4;;;;;
01/01/2016;January;Friday;6;200;10;17,3;14,4;;;;;
01/01/2016;January;Friday;7;200;10;17,3;14,4;;;;;
01/01/2016;January;Friday;8;200;10;17,3;14,4;;;;;
01/01/2016;January;Friday;9;200;10;17;14,4;;;;;
01/01/2016;January;Friday;10;200;10;17;14,4;;;;;
01/01/2016;January;Friday;11;200;10;17;14,4;;;;;
01/01/2016;January;Friday;12;200;10;17;14,4;;;;;
01/01/2016;January;Friday;13;200;10;17,8;13;;;;;
01/01/2016;January;Friday;14;200;10;17,8;13;;;;;
01/01/2016;January;Friday;15;200;10;17,8;13;;;;;
01/01/2016;January;Friday;16;200;10;17,8;13;;;;;
01/01/2016;January;Friday;17;200;10;17,8;13;;;;;
01/01/2016;January;Friday;18;200;10;17,8;13;;;;;
01/01/2016;January;Friday;19;200;10;17,8;13;;;;;
01/01/2016;January;Friday;20;200;10;17,8;13;;;;;
01/01/2016;January;Friday;21;63;10;14,8;14,4;;;;;
01/01/2016;January;Friday;22;63;10;14,8;14,4;;;;;
01/01/2016;January;Friday;23;63;10;14,8;14,4;;;;;
01/01/2016;January;Friday;24;63;10;14,8;14,4;;;;;
02/01/2016;January;Saturday;1;24;23;13,8;19,2;;;;;
02/01/2016;January;Saturday;2;24;23;13,8;19,2;;;;;
02/01/2016;January;Saturday;3;24;23;13,8;19,2;;;;;
02/01/2016;January;Saturday;4;24;23;13,8;19,2;;;;;
02/01/2016;January;Saturday;5;27;10;14,7;15,1;;;;;
02/01/2016;January;Saturday;6;27;10;14,7;15,1;;;;;
02/01/2016;January;Saturday;7;27;10;14,7;15,1;;;;;
02/01/2016;January;Saturday;8;27;10;14,7;15,1;;;;;
02/01/2016;January;Saturday;9;38;10;13,6;13,3;;;;;
02/01/2016;January;Saturday;10;38;10;13,6;13,3;;;;;
02/01/2016;January;Saturday;11;38;10;13,6;13,3;;;;;
02/01/2016;January;Saturday;12;38;10;13,6;13,3;;;;;
02/01/2016;January;Saturday;13;38;10;13,6;13,3;;;;;
02/01/2016;January;Saturday;14;38;10;13,6;13,3;;;;;
02/01/2016;January;Saturday;15;38;10;13,6;13,3;;;;;
02/01/2016;January;Saturday;16;38;10;13,6;13,3;;;;;
02/01/2016;January;Saturday;17;33;10;13,2;14,8;;;;;
02/01/2016;January;Saturday;18;33;10;13,2;14,8;;;;;
02/01/2016;January;Saturday;19;33;10;13,2;14,8;;;;;
02/01/2016;January;Saturday;20;33;10;13,2;14,8;;;;;
02/01/2016;January;Saturday;21;35;10;13,8;13,3;;;;;
02/01/2016;January;Saturday;22;35;10;13,8;13,3;;;;;
02/01/2016;January;Saturday;23;35;10;13,8;13,3;;;;;
02/01/2016;January;Saturday;24;35;10;13,8;13,3;;;;;
03/01/2016;January;Sunday;1;20;30;13,7;13,4;;;;;
03/01/2016;January;Sunday;2;20;30;13,7;13,4;;;;;
03/01/2016;January;Sunday;3;20;30;13,7;13,4;;;;;
03/01/2016;January;Sunday;4;20;30;13,7;13,4;;;;;
03/01/2016;January;Sunday;5;20;30;13,7;13,4;;;;;
03/01/2016;January;Sunday;6;20;30;13,7;13,4;;;;;
03/01/2016;January;Sunday;7;20;30;13,7;13,4;;;;;
03/01/2016;January;Sunday;8;20;30;13,7;13,4;;;;;
03/01/2016;January;Sunday;9;41;24;13,5;22,6;;;;;
03/01/2016;January;Sunday;10;41;24;13,5;22,6;;;;;
03/01/2016;January;Sunday;11;41;24;13,5;22,6;;;;;
03/01/2016;January;Sunday;12;41;24;13,5;22,6;;;;;
03/01/2016;January;Sunday;13;33;22;13,1;30,9;;;;;
03/01/2016;January;Sunday;14;33;22;13,1;30,9;;;;;
03/01/2016;January;Sunday;15;33;22;13,1;30,9;;;;;
03/01/2016;January;Sunday;16;33;22;13,1;30,9;;;;;
03/01/2016;January;Sunday;17;36;22;13,6;30,9;;;;;
03/01/2016;January;Sunday;18;36;22;13,6;30,9;;;;;
03/01/2016;January;Sunday;19;36;22;13,6;30,9;;;;;
03/01/2016;January;Sunday;20;36;22;13,6;30,9;;;;;
03/01/2016;January;Sunday;21;33;22;13,2;29,4;;;;;
03/01/2016;January;Sunday;22;33;22;13,2;29,4;;;;;
03/01/2016;January;Sunday;23;33;22;13,2;29,4;;;;;
03/01/2016;January;Sunday;24;33;22;13,2;29,4;;;;;
04/01/2016;January;Monday;1;20;22;14,3;28,2;;;;;
04/01/2016;January;Monday;2;20;22;14,3;28,2;;;;;
04/01/2016;January;Monday;3;20;22;14,3;28,2;;;;;
04/01/2016;January;Monday;4;20;22;14,3;28,2;;;;;
04/01/2016;January;Monday;5;20;22;15,3;27,2;;;;;
04/01/2016;January;Monday;6;20;22;15,3;27,2;;;;;
04/01/2016;January;Monday;7;20;22;15,3;27,2;;;;;
04/01/2016;January;Monday;8;20;22;15,3;27,2;;;;;
04/01/2016;January;Monday;9;41;4;13,3;13,2;;;;;
04/01/2016;January;Monday;10;41;4;13,3;13,2;;;;;
04/01/2016;January;Monday;11;41;4;13,3;13,2;;;;;
04/01/2016;January;Monday;12;41;4;13,3;13,2;;;;;
04/01/2016;January;Monday;13;43;4;13,6;13,2;;;;;
04/01/2016;January;Monday;14;43;4;13,6;13,2;;;;;
04/01/2016;January;Monday;15;43;4;13,6;13,2;;;;;
04/01/2016;January;Monday;16;43;4;13,6;13,2;;;;;
04/01/2016;January;Monday;17;43;4;13,6;13,2;;;;;
04/01/2016;January;Monday;18;43;4;13,6;13,2;;;;;
04/01/2016;January;Monday;19;43;4;13,6;13,2;;;;;
04/01/2016;January;Monday;20;43;4;13,6;13,2;;;;;
04/01/2016;January;Monday;21;52,22;22;12,1;29,4;;;;;
04/01/2016;January;Monday;22;52,22;22;12,1;29,4;;;;;
04/01/2016;January;Monday;23;52,22;22;12,1;29,4;;;;;
04/01/2016;January;Monday;24;52,22;22;12,1;29,4;;;;;
05/01/2016;January;Tuesday;1;74,61;30;11;14,4;;;;;
05/01/2016;January;Tuesday;2;74,61;30;11;14,4;;;;;
05/01/2016;January;Tuesday;3;74,61;30;11;14,4;;;;;
05/01/2016;January;Tuesday;4;74,61;30;11;14,4;;;;;
05/01/2016;January;Tuesday;5;182;30;10,8;17,6;;;;;
05/01/2016;January;Tuesday;6;182;30;10,8;17,6;;;;;
05/01/2016;January;Tuesday;7;182;30;10,8;17,6;;;;;
05/01/2016;January;Tuesday;8;182;30;10,8;17,6;;;;;
05/01/2016;January;Tuesday;9;250;30;16;15,3;;;;;
05/01/2016;January;Tuesday;10;250;30;16;15,3;;;;;
05/01/2016;January;Tuesday;11;250;30;16;15,3;;;;;
05/01/2016;January;Tuesday;12;250;30;16;15,3;;;;;
05/01/2016;January;Tuesday;13;250;30;14,5;13,8;;;;;
05/01/2016;January;Tuesday;14;250;30;14,5;13,8;;;;;
05/01/2016;January;Tuesday;15;250;30;14,5;13,8;;;;;
05/01/2016;January;Tuesday;16;250;30;14,5;13,8;;;;;
05/01/2016;January;Tuesday;17;250;30;16,3;15,3;;;;;
05/01/2016;January;Tuesday;18;250;30;16,3;15,3;;;;;
05/01/2016;January;Tuesday;19;250;30;16,3;15,3;;;;;
05/01/2016;January;Tuesday;20;250;30;16,3;15,3;;;;;
05/01/2016;January;Tuesday;21;250;100;12,1;17,3;;;;;
05/01/2016;January;Tuesday;22;250;100;12,1;17,3;;;;;
05/01/2016;January;Tuesday;23;250;100;12,1;17,3;;;;;
05/01/2016;January;Tuesday;24;250;100;12,1;17,3;;;;;
06/01/2016;January;Wednesday;1;199;29;13,5;13,2;;;;;
06/01/2016;January;Wednesday;2;199;29;13,5;13,2;;;;;
06/01/2016;January;Wednesday;3;199;29;13,5;13,2;;;;;
06/01/2016;January;Wednesday;4;199;29;13,5;13,2;;;;;
06/01/2016;January;Wednesday;5;347;30;24,3;17,7;;;;;
06/01/2016;January;Wednesday;6;347;30;24,3;17,7;;;;;
06/01/2016;January;Wednesday;7;347;30;24,3;17,7;;;;;
06/01/2016;January;Wednesday;8;347;30;24,3;17,7;;;;;
06/01/2016;January;Wednesday;9;220;10;15,8;13,3;;;;;
06/01/2016;January;Wednesday;10;220;10;15,8;13,3;;;;;
06/01/2016;January;Wednesday;11;220;10;15,8;13,3;;;;;
06/01/2016;January;Wednesday;12;220;10;15,8;13,3;;;;;
06/01/2016;January;Wednesday;13;234;10;15,5;13,2;;;;;
06/01/2016;January;Wednesday;14;234;10;15,5;13,2;;;;;
06/01/2016;January;Wednesday;15;234;10;15,5;13,2;;;;;
06/01/2016;January;Wednesday;16;234;10;15,5;13,2;;;;;
06/01/2016;January;Wednesday;17;184;10;16,1;13,3;;;;;
06/01/2016;January;Wednesday;18;184;10;16,1;13,3;;;;;
06/01/2016;January;Wednesday;19;184;10;16,1;13,3;;;;;
06/01/2016;January;Wednesday;20;184;10;16,1;13,3;;;;;
06/01/2016;January;Wednesday;21;236;10;13,6;13;;;;;
06/01/2016;January;Wednesday;22;236;10;13,6;13;;;;;
06/01/2016;January;Wednesday;23;236;10;13,6;13;;;;;
06/01/2016;January;Wednesday;24;236;10;13,6;13;;;;;
07/01/2016;January;Thursday;1;97;10;15;13,1;;;;;
07/01/2016;January;Thursday;2;97;10;15;13,1;;;;;
07/01/2016;January;Thursday;3;97;10;15;13,1;;;;;
07/01/2016;January;Thursday;4;97;10;15;13,1;;;;;
07/01/2016;January;Thursday;5;99;10;13,5;13;;;;;
07/01/2016;January;Thursday;6;99;10;13,5;13;;;;;
07/01/2016;January;Thursday;7;99;10;13,5;13;;;;;
07/01/2016;January;Thursday;8;99;10;13,5;13;;;;;
07/01/2016;January;Thursday;9;130;10;13;13;;;;;
07/01/2016;January;Thursday;10;130;10;13;13;;;;;
07/01/2016;January;Thursday;11;130;10;13;13;;;;;
07/01/2016;January;Thursday;12;130;10;13;13;;;;;
07/01/2016;January;Thursday;13;130;10;13;13;;;;;
07/01/2016;January;Thursday;14;130;10;13;13;;;;;
07/01/2016;January;Thursday;15;130;10;13;13;;;;;
07/01/2016;January;Thursday;16;130;10;13;13;;;;;
07/01/2016;January;Thursday;17;131;10;15,8;13;;;;;
07/01/2016;January;Thursday;18;131;10;15,8;13;;;;;
07/01/2016;January;Thursday;19;131;10;15,8;13;;;;;
07/01/2016;January;Thursday;20;131;10;15,8;13;;;;;
07/01/2016;January;Thursday;21;99;10;13,1;13;;;;;
07/01/2016;January;Thursday;22;99;10;13,1;13;;;;;
07/01/2016;January;Thursday;23;99;10;13,1;13;;;;;
07/01/2016;January;Thursday;24;99;10;13,1;13;;;;;
08/01/2016;January;Friday;1;51;10;15,5;13,1;;;;;
08/01/2016;January;Friday;2;51;10;15,5;13,1;;;;;
08/01/2016;January;Friday;3;51;10;15,5;13,1;;;;;
08/01/2016;January;Friday;4;51;10;15,5;13,1;;;;;
08/01/2016;January;Friday;5;65;10;16,8;14,1;;;;;
08/01/2016;January;Friday;6;65;10;16,8;14,1;;;;;
08/01/2016;January;Friday;7;65;10;16,8;14,1;;;;;
08/01/2016;January;Friday;8;65;10;16,8;14,1;;;;;
08/01/2016;January;Friday;9;81;10;13,8;13,2;;;;;
08/01/2016;January;Friday;10;81;10;13,8;13,2;;;;;
08/01/2016;January;Friday;11;81;10;13,8;13,2;;;;;
08/01/2016;January;Friday;12;81;10;13,8;13,2;;;;;
08/01/2016;January;Friday;13;81;10;13,8;13,3;;;;;
08/01/2016;January;Friday;14;81;10;13,8;13,3;;;;;
08/01/2016;January;Friday;15;81;10;13,8;13,3;;;;;
08/01/2016;January;Friday;16;81;10;13,8;13,3;;;;;
08/01/2016;January;Friday;17;99;10;13,2;13,3;;;;;
08/01/2016;January;Friday;18;99;10;13,2;13,3;;;;;
08/01/2016;January;Friday;19;99;10;13,2;13,3;;;;;
08/01/2016;January;Friday;20;99;10;13,2;13,3;;;;;
08/01/2016;January;Friday;21;84;10;14,3;13;;;;;
08/01/2016;January;Friday;22;84;10;14,3;13;;;;;
08/01/2016;January;Friday;23;84;10;14,3;13;;;;;
08/01/2016;January;Friday;24;84;10;14,3;13;;;;;
09/01/2016;January;Saturday;1;28;22;13,4;31,5;;;;;
09/01/2016;January;Saturday;2;28;22;13,4;31,5;;;;;
09/01/2016;January;Saturday;3;28;22;13,4;31,5;;;;;
09/01/2016;January;Saturday;4;28;22;13,4;31,5;;;;;
09/01/2016;January;Saturday;5;50;10;13;14,4;;;;;
09/01/2016;January;Saturday;6;50;10;13;14,4;;;;;
09/01/2016;January;Saturday;7;50;10;13;14,4;;;;;
09/01/2016;January;Saturday;8;50;10;13;14,4;;;;;
09/01/2016;January;Saturday;9;67;10;13,1;14,7;;;;;
09/01/2016;January;Saturday;10;67;10;13,1;14,7;;;;;
09/01/2016;January;Saturday;11;67;10;13,1;14,7;;;;;
09/01/2016;January;Saturday;12;67;10;13,1;14,7;;;;;
09/01/2016;January;Saturday;13;57;10;13,2;13,3;;;;;
09/01/2016;January;Saturday;14;57;10;13,2;13,3;;;;;
09/01/2016;January;Saturday;15;57;10;13,2;13,3;;;;;
09/01/2016;January;Saturday;16;57;10;13,2;13,3;;;;;
09/01/2016;January;Saturday;17;82;10;16,3;13,3;;;;;
09/01/2016;January;Saturday;18;82;10;16,3;13,3;;;;;
09/01/2016;January;Saturday;19;82;10;16,3;13,3;;;;;
09/01/2016;January;Saturday;20;82;10;16,3;13,3;;;;;
09/01/2016;January;Saturday;21;70;22;13,4;31,5;;;;;
09/01/2016;January;Saturday;22;70;22;13,4;31,5;;;;;
09/01/2016;January;Saturday;23;70;22;13,4;31,5;;;;;
09/01/2016;January;Saturday;24;70;22;13,4;31,5;;;;;
10/01/2016;January;Sunday;1;66;10;13,7;14,2;;;;;
10/01/2016;January;Sunday;2;66;10;13,7;14,2;;;;;
10/01/2016;January;Sunday;3;66;10;13,7;14,2;;;;;
10/01/2016;January;Sunday;4;66;10;13,7;14,2;;;;;
10/01/2016;January;Sunday;5;44;10;14,8;15,3;;;;;
10/01/2016;January;Sunday;6;44;10;14,8;15,3;;;;;
10/01/2016;January;Sunday;7;44;10;14,8;15,3;;;;;
10/01/2016;January;Sunday;8;44;10;14,8;15,3;;;;;
10/01/2016;January;Sunday;9;66;22;15,6;21,5;;;;;
10/01/2016;January;Sunday;10;66;22;15,6;21,5;;;;;
10/01/2016;January;Sunday;11;66;22;15,6;21,5;;;;;
10/01/2016;January;Sunday;12;66;22;15,6;21,5;;;;;
10/01/2016;January;Sunday;13;67;10;13,3;13;;;;;
10/01/2016;January;Sunday;14;67;10;13,3;13;;;;;
10/01/2016;January;Sunday;15;67;10;13,3;13;;;;;
10/01/2016;January;Sunday;16;67;10;13,3;13;;;;;
10/01/2016;January;Sunday;17;76;10;14,6;13;;;;;
10/01/2016;January;Sunday;18;76;10;14,6;13;;;;;
10/01/2016;January;Sunday;19;76;10;14,6;13;;;;;
10/01/2016;January;Sunday;20;76;10;14,6;13;;;;;
10/01/2016;January;Sunday;21;71;10;14,3;14,4;;;;;
10/01/2016;January;Sunday;22;71;10;14,3;14,4;;;;;
10/01/2016;January;Sunday;23;71;10;14,3;14,4;;;;;
10/01/2016;January;Sunday;24;71;10;14,3;14,4;;;;;
11/01/2016;January;Monday;1;33;10;14,9;14,2;;;;;
11/01/2016;January;Monday;2;33;10;14,9;14,2;;;;;
11/01/2016;January;Monday;3;33;10;14,9;14,2;;;;;
11/01/2016;January;Monday;4;33;10;14,9;14,2;;;;;
11/01/2016;January;Monday;5;50;10;15,3;13,3;;;;;
11/01/2016;January;Monday;6;50;10;15,3;13,3;;;;;
11/01/2016;January;Monday;7;50;10;15,3;13,3;;;;;
11/01/2016;January;Monday;8;50;10;15,3;13,3;;;;;
11/01/2016;January;Monday;9;93;10;13,5;13;;;;;
11/01/2016;January;Monday;10;93;10;13,5;13;;;;;
11/01/2016;January;Monday;11;93;10;13,5;13;;;;;
11/01/2016;January;Monday;12;93;10;13,5;13;;;;;
11/01/2016;January;Monday;13;85;10;13,4;13;;;;;
11/01/2016;January;Monday;14;85;10;13,4;13;;;;;
11/01/2016;January;Monday;15;85;10;13,4;13;;;;;
11/01/2016;January;Monday;16;85;10;13,4;13;;;;;
11/01/2016;January;Monday;17;89;10;13,8;13;;;;;
11/01/2016;January;Monday;18;89;10;13,8;13;;;;;
11/01/2016;January;Monday;19;89;10;13,8;13;;;;;
11/01/2016;January;Monday;20;89;10;13,8;13;;;;;
11/01/2016;January;Monday;21;61;10;14,4;14,4;;;;;
11/01/2016;January;Monday;22;61;10;14,4;14,4;;;;;
11/01/2016;January;Monday;23;61;10;14,4;14,4;;;;;
11/01/2016;January;Monday;24;61;10;14,4;14,4;;;;;
12/01/2016;January;Tuesday;1;59,67;5;10,5;13,7;;;;;
12/01/2016;January;Tuesday;2;59,67;5;10,5;13,7;;;;;
12/01/2016;January;Tuesday;3;59,67;5;10,5;13,7;;;;;
12/01/2016;January;Tuesday;4;59,67;5;10,5;13,7;;;;;
12/01/2016;January;Tuesday;5;75;5;11,5;14,6;;;;;
12/01/2016;January;Tuesday;6;75;5;11,5;14,6;;;;;
12/01/2016;January;Tuesday;7;75;5;11,5;14,6;;;;;
12/01/2016;January;Tuesday;8;75;5;11,5;14,6;;;;;
12/01/2016;January;Tuesday;9;99;10;13,5;14,5;;;;;
12/01/2016;January;Tuesday;10;99;10;13,5;14,5;;;;;
12/01/2016;January;Tuesday;11;99;10;13,5;14,5;;;;;
12/01/2016;January;Tuesday;12;99;10;13,5;14,5;;;;;
12/01/2016;January;Tuesday;13;95;10;15,5;13,1;;;;;
12/01/2016;January;Tuesday;14;95;10;15,5;13,1;;;;;
12/01/2016;January;Tuesday;15;95;10;15,5;13,1;;;;;
12/01/2016;January;Tuesday;16;95;10;15,5;13,1;;;;;
12/01/2016;January;Tuesday;17;99;10;13,3;13,1;;;;;
12/01/2016;January;Tuesday;18;99;10;13,3;13,1;;;;;
12/01/2016;January;Tuesday;19;99;10;13,3;13,1;;;;;
12/01/2016;January;Tuesday;20;99;10;13,3;13,1;;;;;
12/01/2016;January;Tuesday;21;99;10;14,8;13,2;;;;;
12/01/2016;January;Tuesday;22;99;10;14,8;13,2;;;;;
12/01/2016;January;Tuesday;23;99;10;14,8;13,2;;;;;
12/01/2016;January;Tuesday;24;99;10;14,8;13,2;;;;;
13/01/2016;January;Wednesday;1;41;10;15,2;14,2;;;;;
13/01/2016;January;Wednesday;2;41;10;15,2;14,2;;;;;
13/01/2016;January;Wednesday;3;41;10;15,2;14,2;;;;;
13/01/2016;January;Wednesday;4;41;10;15,2;14,2;;;;;
13/01/2016;January;Wednesday;5;62;10;13,5;13,4;;;;;
13/01/2016;January;Wednesday;6;62;10;13,5;13,4;;;;;
13/01/2016;January;Wednesday;7;62;10;13,5;13,4;;;;;
13/01/2016;January;Wednesday;8;62;10;13,5;13,4;;;;;
13/01/2016;January;Wednesday;9;51;10;13,4;13;;;;;
13/01/2016;January;Wednesday;10;51;10;13,4;13;;;;;
13/01/2016;January;Wednesday;11;51;10;13,4;13;;;;;
13/01/2016;January;Wednesday;12;51;10;13,4;13;;;;;
13/01/2016;January;Wednesday;13;41;10;13,3;13;;;;;
13/01/2016;January;Wednesday;14;41;10;13,3;13;;;;;
13/01/2016;January;Wednesday;15;41;10;13,3;13;;;;;
13/01/2016;January;Wednesday;16;41;10;13,3;13;;;;;
13/01/2016;January;Wednesday;17;49;10;14,1;13;;;;;
13/01/2016;January;Wednesday;18;49;10;14,1;13;;;;;
13/01/2016;January;Wednesday;19;49;10;14,1;13;;;;;
13/01/2016;January;Wednesday;20;49;10;14,1;13;;;;;
13/01/2016;January;Wednesday;21;79;10;13,8;13;;;;;
13/01/2016;January;Wednesday;22;79;10;13,8;13;;;;;
13/01/2016;January;Wednesday;23;79;10;13,8;13;;;;;
13/01/2016;January;Wednesday;24;79;10;13,8;13;;;;;
14/01/2016;January;Thursday;1;38;5;13,9;13,6;;;;;
14/01/2016;January;Thursday;2;38;5;13,9;13,6;;;;;
14/01/2016;January;Thursday;3;38;5;13,9;13,6;;;;;
14/01/2016;January;Thursday;4;38;5;13,9;13,6;;;;;
14/01/2016;January;Thursday;5;48;5;13;14,6;;;;;
14/01/2016;January;Thursday;6;48;5;13;14,6;;;;;
14/01/2016;January;Thursday;7;48;5;13;14,6;;;;;
14/01/2016;January;Thursday;8;48;5;13;14,6;;;;;
14/01/2016;January;Thursday;9;99;10;14,5;13,3;;;;;
14/01/2016;January;Thursday;10;99;10;14,5;13,3;;;;;
14/01/2016;January;Thursday;11;99;10;14,5;13,3;;;;;
14/01/2016;January;Thursday;12;99;10;14,5;13,3;;;;;
14/01/2016;January;Thursday;13;65;10;14,4;13,3;;;;;
14/01/2016;January;Thursday;14;65;10;14,4;13,3;;;;;
14/01/2016;January;Thursday;15;65;10;14,4;13,3;;;;;
14/01/2016;January;Thursday;16;65;10;14,4;13,3;;;;;
14/01/2016;January;Thursday;17;79;10;13,1;13,3;;;;;
14/01/2016;January;Thursday;18;79;10;13,1;13,3;;;;;
14/01/2016;January;Thursday;19;79;10;13,1;13,3;;;;;
14/01/2016;January;Thursday;20;79;10;13,1;13,3;;;;;
14/01/2016;January;Thursday;21;82;10;15,3;13,2;;;;;
14/01/2016;January;Thursday;22;82;10;15,3;13,2;;;;;
14/01/2016;January;Thursday;23;82;10;15,3;13,2;;;;;
14/01/2016;January;Thursday;24;82;10;15,3;13,2;;;;;
15/01/2016;January;Friday;1;55;5;14,4;14,6;;;;;
15/01/2016;January;Friday;2;55;5;14,4;14,6;;;;;
15/01/2016;January;Friday;3;55;5;14,4;14,6;;;;;
15/01/2016;January;Friday;4;55;5;14,4;14,6;;;;;
15/01/2016;January;Friday;5;65;5;15,3;14,6;;;;;
15/01/2016;January;Friday;6;65;5;15,3;14,6;;;;;
15/01/2016;January;Friday;7;65;5;15,3;14,6;;;;;
15/01/2016;January;Friday;8;65;5;15,3;14,6;;;;;
15/01/2016;January;Friday;9;118;9;15,6;16,4;;;;;
15/01/2016;January;Friday;10;118;9;15,6;16,4;;;;;
15/01/2016;January;Friday;11;118;9;15,6;16,4;;;;;
15/01/2016;January;Friday;12;118;9;15,6;16,4;;;;;
15/01/2016;January;Friday;13;99;9;14;16,4;;;;;
15/01/2016;January;Friday;14;99;9;14;16,4;;;;;
15/01/2016;January;Friday;15;99;9;14;16,4;;;;;
15/01/2016;January;Friday;16;99;9;14;16,4;;;;;
15/01/2016;January;Friday;17;99;9;13,1;16,4;;;;;
15/01/2016;January;Friday;18;99;9;13,1;16,4;;;;;
15/01/2016;January;Friday;19;99;9;13,1;16,4;;;;;
15/01/2016;January;Friday;20;99;9;13,1;16,4;;;;;
15/01/2016;January;Friday;21;85;9;13,1;14,3;;;;;
15/01/2016;January;Friday;22;85;9;13,1;14,3;;;;;
15/01/2016;January;Friday;23;85;9;13,1;14,3;;;;;
15/01/2016;January;Friday;24;85;9;13,1;14,3;;;;;
16/01/2016;January;Saturday;1;75;10;14,8;13,4;;;;;
16/01/2016;January;Saturday;2;75;10;14,8;13,4;;;;;
16/01/2016;January;Saturday;3;75;10;14,8;13,4;;;;;
16/01/2016;January;Saturday;4;75;10;14,8;13,4;;;;;
16/01/2016;January;Saturday;5;60;10;13,6;13,4;;;;;
16/01/2016;January;Saturday;6;60;10;13,6;13,4;;;;;
16/01/2016;January;Saturday;7;60;10;13,6;13,4;;;;;
16/01/2016;January;Saturday;8;60;10;13,6;13,4;;;;;
16/01/2016;January;Saturday;9;77;10;14;13,8;;;;;
16/01/2016;January;Saturday;10;77;10;14;13,8;;;;;
16/01/2016;January;Saturday;11;77;10;14;13,8;;;;;
16/01/2016;January;Saturday;12;77;10;14;13,8;;;;;
16/01/2016;January;Saturday;13;67;10;14,1;13,8;;;;;
16/01/2016;January;Saturday;14;67;10;14,1;13,8;;;;;
16/01/2016;January;Saturday;15;67;10;14,1;13,8;;;;;
16/01/2016;January;Saturday;16;67;10;14,1;13,8;;;;;
16/01/2016;January;Saturday;17;79;10;13,6;13,8;;;;;
16/01/2016;January;Saturday;18;79;10;13,6;13,8;;;;;
16/01/2016;January;Saturday;19;79;10;13,6;13,8;;;;;
16/01/2016;January;Saturday;20;79;10;13,6;13,8;;;;;
16/01/2016;January;Saturday;21;75;10;15,1;13,4;;;;;
16/01/2016;January;Saturday;22;75;10;15,1;13,4;;;;;
16/01/2016;January;Saturday;23;75;10;15,1;13,4;;;;;
16/01/2016;January;Saturday;24;75;10;15,1;13,4;;;;;
17/01/2016;January;Sunday;1;59,7;10;12,3;13,4;;;;;
17/01/2016;January;Sunday;2;59,7;10;12,3;13,4;;;;;
17/01/2016;January;Sunday;3;59,7;10;12,3;13,4;;;;;
17/01/2016;January;Sunday;4;59,7;10;12,3;13,4;;;;;
17/01/2016;January;Sunday;5;58;10;13,3;13,4;;;;;
17/01/2016;January;Sunday;6;58;10;13,3;13,4;;;;;
17/01/2016;January;Sunday;7;58;10;13,3;13,4;;;;;
17/01/2016;January;Sunday;8;58;10;13,3;13,4;;;;;
17/01/2016;January;Sunday;9;77;10;13;13,1;;;;;
17/01/2016;January;Sunday;10;77;10;13;13,1;;;;;
17/01/2016;January;Sunday;11;77;10;13;13,1;;;;;
17/01/2016;January;Sunday;12;77;10;13;13,1;;;;;
17/01/2016;January;Sunday;13;71;10;14,2;13,5;;;;;
17/01/2016;January;Sunday;14;71;10;14,2;13,5;;;;;
17/01/2016;January;Sunday;15;71;10;14,2;13,5;;;;;
17/01/2016;January;Sunday;16;71;10;14,2;13,5;;;;;
17/01/2016;January;Sunday;17;111;10;15,6;13,8;;;;;
17/01/2016;January;Sunday;18;111;10;15,6;13,8;;;;;
17/01/2016;January;Sunday;19;111;10;15,6;13,8;;;;;
17/01/2016;January;Sunday;20;111;10;15,6;13,8;;;;;
17/01/2016;January;Sunday;21;81;9;13,9;13,9;;;;;
17/01/2016;January;Sunday;22;81;9;13,9;13,9;;;;;
17/01/2016;January;Sunday;23;81;9;13,9;13,9;;;;;
17/01/2016;January;Sunday;24;81;9;13,9;13,9;;;;;
18/01/2016;January;Monday;1;45;10;13;13,4;;;;;
18/01/2016;January;Monday;2;45;10;13;13,4;;;;;
18/01/2016;January;Monday;3;45;10;13;13,4;;;;;
18/01/2016;January;Monday;4;45;10;13;13,4;;;;;
18/01/2016;January;Monday;5;102;10;13;13,3;;;;;
18/01/2016;January;Monday;6;102;10;13;13,3;;;;;
18/01/2016;January;Monday;7;102;10;13;13,3;;;;;
18/01/2016;January;Monday;8;102;10;13;13,3;;;;;
18/01/2016;January;Monday;9;110;10;13,3;13;;;;;
18/01/2016;January;Monday;10;110;10;13,3;13;;;;;
18/01/2016;January;Monday;11;110;10;13,3;13;;;;;
18/01/2016;January;Monday;12;110;10;13,3;13;;;;;
18/01/2016;January;Monday;13;122;10;14,6;13,2;;;;;
18/01/2016;January;Monday;14;122;10;14,6;13,2;;;;;
18/01/2016;January;Monday;15;122;10;14,6;13,2;;;;;
18/01/2016;January;Monday;16;122;10;14,6;13,2;;;;;
18/01/2016;January;Monday;17;136;10;14,1;13,2;;;;;
18/01/2016;January;Monday;18;136;10;14,1;13,2;;;;;
18/01/2016;January;Monday;19;136;10;14,1;13,2;;;;;
18/01/2016;January;Monday;20;136;10;14,1;13,2;;;;;
18/01/2016;January;Monday;21;80;10;13,8;13,3;;;;;
18/01/2016;January;Monday;22;80;10;13,8;13,3;;;;;
