Hours;DK1;DK2;DK;SYS;DK1;DK2
02Ê-Ê03;1635;1026;2661;176,44;179,64;179,72
03Ê-Ê04;1644;1024;2668;176,66;179,79;180,69
04Ê-Ê05;1698;1034;2732;179,12;179,49;183,97
05Ê-Ê06;1855;1123;2978;184,11;191,57;196,26
06Ê-Ê07;2250;1340;3590;205,65;275,46;275,46
07Ê-Ê08;2595;1536;4131;223,08;359,06;359,06
08Ê-Ê09;2721;1628;4349;226,06;370,39;370,39
09Ê-Ê10;2726;1670;4396;222,56;331,57;331,57
10Ê-Ê11;2781;1690;4471;219,73;297,89;297,89
11Ê-Ê12;2755;1683;4438;218,24;268,46;268,46
12Ê-Ê13;2703;1678;4381;214,14;239,55;245,44
13Ê-Ê14;2712;1679;4391;212,35;237,84;243,65
14Ê-Ê15;2659;1640;4299;205,95;228,75;237,98
15Ê-Ê16;2514;1583;4097;207,44;244,47;244,47
16Ê-Ê17;2476;1581;4057;211,91;263,47;263,47
17Ê-Ê18;2586;1671;4257;210,64;318,16;318,16
18Ê-Ê19;2503;1674;4177;214,22;335,3;335,3
19Ê-Ê20;2459;1668;4127;223,08;363,24;363,24
20Ê-Ê21;2415;1594;4009;217,35;326,88;326,88
21Ê-Ê22;2266;1447;3713;205,13;282,84;282,84
22Ê-Ê23;2056;1284;3340;187,17;212,28;212,28
23Ê-Ê00;1855;1142;2997;185,6;201,85;201,85
00Ê-Ê01;1691;1070;2761;181,23;192,78;192,78
01Ê-Ê02;1629;1006;2635;180,18;187,04;187,04
02Ê-Ê03;1606;989;2595;179,22;184,36;184,36
03Ê-Ê04;1613;995;2608;177,28;180,86;181,3
04Ê-Ê05;1665;1012;2677;177,58;180,71;185,18
05Ê-Ê06;1831;1110;2941;182,94;200,09;203,97
06Ê-Ê07;2209;1322;3531;200,76;284,7;284,7
07Ê-Ê08;2510;1519;4029;215,67;323,1;323,17
08Ê-Ê09;2606;1616;4222;215,37;314,6;335,55
09Ê-Ê10;2622;1668;4290;213,96;266,66;273,22
10Ê-Ê11;2670;1702;4372;211,27;214,63;266,66
11Ê-Ê12;2666;1697;4363;203,07;206,87;263,83
12Ê-Ê13;2610;1655;4265;203,07;202,1;260,85
13Ê-Ê14;2638;1640;4278;200,98;201,73;252,2
14Ê-Ê15;2572;1625;4197;198,23;203,44;243,63
15Ê-Ê16;2470;1581;4051;199,87;213,28;245,94
16Ê-Ê17;2439;1572;4011;203;237,59;244,15
17Ê-Ê18;2557;1661;4218;208,44;297,67;304,98
18Ê-Ê19;2508;1652;4160;209,93;321,01;321,75
19Ê-Ê20;2469;1653;4122;215,67;365,74;374,76
20Ê-Ê21;2393;1579;3972;206,13;341,58;350,01
21Ê-Ê22;2229;1445;3674;198,3;290,37;290,37
22Ê-Ê23;2015;1287;3302;186,3;223,42;223,42
23Ê-Ê00;1813;1143;2956;183,84;197,33;197,33
00Ê-Ê01;1699;1059;2758;182,14;192,65;192,65
01Ê-Ê02;1659;1001;2660;180,27;186,61;187,06
02Ê-Ê03;1624;980;2604;179,6;184;184
03Ê-Ê04;1617;986;2603;179,6;184,75;184,75
04Ê-Ê05;1651;1016;2667;181,17;187,43;187,43
05Ê-Ê06;1818;1106;2924;184,08;197,35;204,28
06Ê-Ê07;2219;1328;3547;200,85;268,85;268,85
07Ê-Ê08;2549;1542;4091;206,67;320,88;322,3
08Ê-Ê09;2633;1623;4256;210,99;320,66;328,56
09Ê-Ê10;2627;1674;4301;212,26;290,32;297,47
10Ê-Ê11;2655;1699;4354;210,92;252,22;258,41
11Ê-Ê12;2573;1685;4258;205,62;214,49;247,37
12Ê-Ê13;2426;1633;4059;203,39;206,44;243,72
13Ê-Ê14;2339;1601;3940;200,63;205,32;237,46
14Ê-Ê15;2217;1583;3800;196,45;198,32;231,12
15Ê-Ê16;2128;1532;3660;193,69;177,66;230,3
16Ê-Ê17;2105;1515;3620;193,77;177,37;229,18
17Ê-Ê18;2261;1625;3886;196,01;201,82;235,15
18Ê-Ê19;2289;1616;3905;196,53;201,37;267,73
19Ê-Ê20;2204;1585;3789;199,58;201,15;311,86
20Ê-Ê21;2109;1481;3590;195,56;205,4;298,07
21Ê-Ê22;1946;1386;3332;191,08;209,72;226,35
22Ê-Ê23;1806;1272;3078;185,34;206,52;206,52
23Ê-Ê00;1653;1151;2804;181,84;199,73;199,73
00Ê-Ê01;1547;1068;2615;180,87;195,86;195,86
01Ê-Ê02;1494;1001;2495;178,63;184;184
02Ê-Ê03;1478;973;2451;177,07;181,84;181,84
03Ê-Ê04;1446;956;2402;178,86;187,51;187,51
04Ê-Ê05;1460;958;2418;178,71;183,78;183,78
05Ê-Ê06;1515;977;2492;179,08;183,33;183,33
06Ê-Ê07;1633;1028;2661;182,14;203,61;203,61
07Ê-Ê08;1776;1120;2896;184,75;232,24;232,24
08Ê-Ê09;1938;1258;3196;188,77;258,18;258,18
09Ê-Ê10;2031;1363;3394;192,87;253,79;253,79
10Ê-Ê11;2062;1406;3468;190,64;216,21;230,82
11Ê-Ê12;2023;1409;3432;189,44;189,59;230,9
12Ê-Ê13;1933;1384;3317;186,24;181,32;221,58
13Ê-Ê14;1876;1362;3238;185,19;180,87;219,34
14Ê-Ê15;1856;1353;3209;183,41;181,91;203,98
15Ê-Ê16;1843;1343;3186;184,75;185,87;205,25
16Ê-Ê17;1906;1364;3270;186,09;208,01;213,97
17Ê-Ê18;2077;1432;3509;191,01;227,69;257,81
18Ê-Ê19;2079;1468;3547;192,28;247,52;283,91
19Ê-Ê20;2036;1462;3498;193,47;255,72;317,83
20Ê-Ê21;1940;1399;3339;191,46;246,55;305,6
21Ê-Ê22;1801;1299;3100;187,88;211,89;257,44
22Ê-Ê23;1658;1201;2859;183,7;179,38;232,24
23Ê-Ê00;1528;1120;2648;181,02;178,26;189,82
00Ê-Ê01;1417;1055;2472;178,62;182,35;186,6
01Ê-Ê02;1361;996;2357;170,42;164,46;175,27
02Ê-Ê03;1351;967;2318;163,71;153,2;169,45
03Ê-Ê04;1345;948;2293;154,69;145,22;164,53
04Ê-Ê05;1347;939;2286;155,81;142,76;169,53
05Ê-Ê06;1381;960;2341;162,89;151,56;170,94
06Ê-Ê07;1481;1013;2494;164,98;154,69;170,87
07Ê-Ê08;1576;1097;2673;170,05;165,35;177,28
08Ê-Ê09;1737;1220;2957;176,16;167,36;186,75
09Ê-Ê10;1848;1331;3179;178,47;171,09;195,69
10Ê-Ê11;1889;1371;3260;177,95;167,22;199,27
11Ê-Ê12;1878;1377;3255;178,99;170,57;201,29
12Ê-Ê13;1811;1349;3160;178,03;168,86;195,77
13Ê-Ê14;1755;1344;3099;177,8;168,48;193,76
14Ê-Ê15;1766;1325;3091;175,71;162,59;190,18
15Ê-Ê16;1769;1315;3084;174,75;117,27;190,1
16Ê-Ê17;1796;1342;3138;177,21;147,31;191,97
17Ê-Ê18;2010;1451;3461;180,71;197,93;202,18
18Ê-Ê19;2066;1472;3538;185,93;215,52;261,6
19Ê-Ê20;2031;1475;3506;189,21;202,93;305,28
20Ê-Ê21;1926;1365;3291;187,49;208,52;305,21
21Ê-Ê22;1794;1254;3048;183,99;180,11;249,97
22Ê-Ê23;1656;1121;2777;181,45;179,07;220,44
23Ê-Ê00;1560;1055;2615;179,59;176,76;182,8
00Ê-Ê01;1479;1006;2485;176,91;176,76;180,93
01Ê-Ê02;1474;959;2433;175,86;175,57;180,41
02Ê-Ê03;1475;946;2421;175,27;174,6;174,6
03Ê-Ê04;1493;943;2436;174,89;173,55;173,55
04Ê-Ê05;1547;964;2511;176,24;175,12;175,12
05Ê-Ê06;1721;1083;2804;181,31;189,8;189,8
06Ê-Ê07;2148;1326;3474;204,57;292,53;292,53
07Ê-Ê08;2556;1540;4096;216,42;346,88;409,58
08Ê-Ê09;2671;1646;4317;222,16;365,3;491,81
09Ê-Ê10;2666;1690;4356;219,18;349,19;596,55
10Ê-Ê11;2728;1704;4432;218,06;297,98;480,77
11Ê-Ê12;2707;1700;4407;216,34;278,74;480,4
12Ê-Ê13;2639;1698;4337;215,3;260,48;321,91
13Ê-Ê14;2631;1687;4318;213,51;253,1;326,23
14Ê-Ê15;2584;1634;4218;208,14;241,84;309,68
15Ê-Ê16;2479;1584;4063;212,32;260,93;297,6
16Ê-Ê17;2444;1610;4054;213,29;297,23;319,37
17Ê-Ê18;2573;1723;4296;213,29;332,87;606,02
18Ê-Ê19;2513;1717;4230;215,97;369,4;491,58
19Ê-Ê20;2494;1723;4217;223,28;403,46;491,58
20Ê-Ê21;2383;1593;3976;213,36;381,92;409,73
21Ê-Ê22;2230;1467;3697;201,36;282,77;282,77
22Ê-Ê23;2034;1319;3353;189,73;227,53;227,53
23Ê-Ê00;1834;1163;2997;185,48;211,72;211,72
00Ê-Ê01;1726;1087;2813;185,11;233,57;233,57
01Ê-Ê02;1674;1021;2695;183,47;229,17;229,17
02Ê-Ê03;1644;997;2641;182,13;221,79;221,79
03Ê-Ê04;1648;1002;2650;181,9;214,18;214,18
04Ê-Ê05;1685;1034;2719;183,24;207,55;207,55
05Ê-Ê06;1838;1131;2969;186,08;220,37;220,37
06Ê-Ê07;2239;1367;3606;203,97;258,61;309,61
07Ê-Ê08;2579;1577;4156;220,22;303,05;372,15
08Ê-Ê09;2663;1686;4349;222,08;348,07;499,71
09Ê-Ê10;2632;1705;4337;218,43;323,77;558,38
10Ê-Ê11;2676;1713;4389;212,69;283,22;491,66
11Ê-Ê12;2652;1706;4358;207,03;233,42;309,53
12Ê-Ê13;2560;1696;4256;201,06;217,46;301,48
13Ê-Ê14;2568;1688;4256;197,78;210,83;254,44
14Ê-Ê15;2465;1634;4099;192,86;208,07;249,74
15Ê-Ê16;2332;1598;3930;191,52;178,77;278,59
16Ê-Ê17;2308;1598;3906;192,64;178,03;279,49
17Ê-Ê18;2458;1695;4153;192,26;178,25;418,23
18Ê-Ê19;2389;1702;4091;191,89;176,98;410,32
19Ê-Ê20;2394;1697;4091;192,41;176,01;390,94
20Ê-Ê21;2246;1562;3808;187,27;174,75;312,44
21Ê-Ê22;2050;1434;3484;182,57;170,57;223,2
22Ê-Ê23;1866;1273;3139;176,31;166,99;207,4
23Ê-Ê00;1678;1138;2816;165,58;160,8;181,6
00Ê-Ê01;1534;1053;2587;154,18;151,13;178,84
01Ê-Ê02;1510;996;2506;142,86;140,03;140,03
02Ê-Ê03;1506;964;2470;129,9;120,59;120,59
03Ê-Ê04;1535;963;2498;111,88;109,2;109,2
04Ê-Ê05;1574;1002;2576;116,57;111,06;111,06
05Ê-Ê06;1722;1100;2822;157,39;148,08;148,08
06Ê-Ê07;2073;1351;3424;182,56;168,19;212,43
07Ê-Ê08;2440;1564;4004;185,99;175,34;282,6
08Ê-Ê09;2519;1638;4157;188,82;178,91;283,79
09Ê-Ê10;2500;1642;4142;186,51;172,81;239,99
10Ê-Ê11;2533;1680;4213;185,47;191,13;193,66
11Ê-Ê12;2491;1675;4166;184,13;171,76;191,35
12Ê-Ê13;2443;1671;4114;183,08;147,41;193,51
13Ê-Ê14;2483;1648;4131;182,26;96,38;193,07
14Ê-Ê15;2423;1628;4051;181,07;96,46;192,54
15Ê-Ê16;2279;1574;3853;181,67;125,43;191,43
16Ê-Ê17;2227;1583;3810;182,64;168,86;190,46
17Ê-Ê18;2413;1685;4098;185,39;197,01;197,01
18Ê-Ê19;2346;1682;4028;187,33;192,02;249,75
19Ê-Ê20;2392;1680;4072;190,76;179,81;294,89
20Ê-Ê21;2289;1566;3855;185,84;180,55;255,93
21Ê-Ê22;2146;1452;3598;183,83;180,55;209,6
22Ê-Ê23;1948;1286;3234;179,29;177,57;181,82
23Ê-Ê00;1742;1121;2863;164,98;164,02;164,02
00Ê-Ê01;1611;1032;2643;149,66;148,54;148,54
01Ê-Ê02;1551;991;2542;131,25;119,99;119,99
02Ê-Ê03;1502;944;2446;143,62;138,85;138,85
03Ê-Ê04;1496;981;2477;120,07;108,59;108,59
04Ê-Ê05;1561;997;2558;128,94;105,46;110,53
05Ê-Ê06;1709;1113;2822;169,33;152,12;178,95
06Ê-Ê07;2073;1362;3435;188,93;163,59;193,78
07Ê-Ê08;2454;1560;4014;194,3;173,51;282,99
08Ê-Ê09;2570;1648;4218;196,68;175;282,02
09Ê-Ê10;2561;1688;4249;194,37;173,51;206
10Ê-Ê11;2615;1720;4335;192,06;175,82;193,55
11Ê-Ê12;2590;1739;4329;190,13;161,8;193,41
12Ê-Ê13;2495;1725;4220;185,73;118,06;193,11
13Ê-Ê14;2535;1724;4259;184,69;94,28;191,84
14Ê-Ê15;2462;1728;4190;181,11;85,19;190,87
15Ê-Ê16;2333;1734;4067;181,11;94,35;187,96
16Ê-Ê17;2288;1682;3970;181,11;110,16;186,55
17Ê-Ê18;2374;1718;4092;184,09;183,42;188,93
18Ê-Ê19;2299;1667;3966;190,42;211,37;211,37
19Ê-Ê20;2290;1656;3946;191,62;174,03;282,54
20Ê-Ê21;2160;1559;3719;186,7;173,88;238,87
21Ê-Ê22;1996;1418;3414;180,36;173,58;186,55
22Ê-Ê23;1790;1307;3097;171,57;169,11;169,11
23Ê-Ê00;1614;1195;2809;142,43;125,58;125,58
00Ê-Ê01;1460;1116;2576;122,51;122,88;122,88
01Ê-Ê02;1407;1072;2479;119,53;119,83;119,83
02Ê-Ê03;1460;1053;2513;107,83;111,26;111,26
03Ê-Ê04;1478;1052;2530;98,07;107,76;107,76
04Ê-Ê05;1528;1078;2606;141,59;146,13;146,13
05Ê-Ê06;1717;1167;2884;168,19;111,11;167,97
06Ê-Ê07;2134;1347;3481;184,36;203,66;295,7
07Ê-Ê08;2479;1522;4001;195,32;208,43;370,07
08Ê-Ê09;2566;1588;4154;198,45;208,28;372,38
09Ê-Ê10;2549;1612;4161;198,07;208,36;327,22
10Ê-Ê11;2624;1625;4249;198,07;208,36;297,78
11Ê-Ê12;2524;1694;4218;195,99;180,49;295,1
12Ê-Ê13;2416;1691;4107;194,42;178,62;282,43
13Ê-Ê14;2279;1656;3935;192,04;175,27;220,95
14Ê-Ê15;2110;1619;3729;186,97;172,89;218,87
15Ê-Ê16;2032;1549;3581;187,64;170,5;238,17
16Ê-Ê17;2021;1538;3559;187,94;171,47;232,43
17Ê-Ê18;2277;1620;3897;188,76;172,66;234,59
18Ê-Ê19;2264;1544;3808;192,26;174,6;283,1
19Ê-Ê20;2213;1605;3818;195,69;177,06;319,77
20Ê-Ê21;2084;1494;3578;189,43;177,21;290,4
21Ê-Ê22;1952;1423;3375;183,54;176,54;237,72
22Ê-Ê23;1804;1342;3146;180,41;174,9;230,49
23Ê-Ê00;1645;1233;2878;176,98;173,78;211,86
00Ê-Ê01;1515;1129;2644;172,74;172,44;192,34
01Ê-Ê02;1463;1072;2535;171,32;170,87;170,87
02Ê-Ê03;1435;1040;2475;170,73;170,43;170,43
03Ê-Ê04;1440;991;2431;171,69;171,47;192,34
04Ê-Ê05;1450;978;2428;173,26;172,74;193,3
05Ê-Ê06;1505;997;2502;176,69;176,24;217,08
06Ê-Ê07;1642;1068;2710;182,35;218,12;242,56
07Ê-Ê08;1789;1155;2944;188,09;222,52;233,25
08Ê-Ê09;1938;1292;3230;190,99;217,23;286,01
09Ê-Ê10;2034;1385;3419;194,35;268,72;290,33
10Ê-Ê11;2078;1442;3520;197,03;215,81;297,63
11Ê-Ê12;2061;1425;3486;195,24;214,54;292,19
12Ê-Ê13;2018;1393;3411;193,9;211,34;253,89
13Ê-Ê14;1959;1376;3335;192,49;209,7;227,51
14Ê-Ê15;1958;1374;3332;192,11;208,95;220,8
15Ê-Ê16;1947;1373;3320;192,19;210,52;217,45
16Ê-Ê17;1989;1381;3370;193,68;215,81;219,39
17Ê-Ê18;2193;1483;3676;197,33;258,06;258,06
18Ê-Ê19;2209;1530;3739;203,22;297,56;297,56
19Ê-Ê20;2167;1543;3710;204,78;335,56;335,56
20Ê-Ê21;2039;1437;3476;201,28;298,53;298,53
21Ê-Ê22;1904;1342;3246;195,47;229,07;229,07
22Ê-Ê23;1759;1261;3020;192,04;214,92;214,92
23Ê-Ê00;1624;1171;2795;190,18;241,97;241,97
00Ê-Ê01;1499;1067;2566;188,17;243,35;243,35
01Ê-Ê02;1430;1006;2436;184,52;201,35;201,35
02Ê-Ê03;1390;982;2372;183,63;195,69;195,69
03Ê-Ê04;1371;972;2343;182,81;187,13;187,13
04Ê-Ê05;1369;976;2345;181,55;185,42;185,42
05Ê-Ê06;1401;996;2397;182,51;186,39;186,39
06Ê-Ê07;1502;1053;2555;184,15;189,36;189,36
07Ê-Ê08;1650;1140;2790;185,94;194,28;194,28
08Ê-Ê09;1828;1259;3087;193,16;221,16;221,16
09Ê-Ê10;1939;1389;3328;195,62;230,77;230,77
10Ê-Ê11;1992;1443;3435;196,89;222,5;222,5
11Ê-Ê12;2025;1445;3470;197,03;241,12;241,12
12Ê-Ê13;1997;1438;3435;195,02;216,77;216,77
13Ê-Ê14;2003;1424;3427;192,19;198,37;206,71
14Ê-Ê15;1990;1409;3399;190,18;186,24;203,51
15Ê-Ê16;1991;1416;3407;188,92;183,56;202,1
16Ê-Ê17;2029;1465;3494;191;186,61;203,74
17Ê-Ê18;2240;1629;3869;196,51;235,68;235,68
18Ê-Ê19;2264;1681;3945;203,59;306,94;306,94
19Ê-Ê20;2204;1641;3845;207,09;367,48;367,48
20Ê-Ê21;2050;1518;3568;203,51;315,73;315,73
21Ê-Ê22;1898;1401;3299;197,56;258,99;258,99
22Ê-Ê23;1742;1278;3020;194,43;222,95;222,95
23Ê-Ê00;1557;1151;2708;187,21;187,58;192,19
00Ê-Ê01;1488;1074;2562;191,67;192,49;192,49
01Ê-Ê02;1472;1031;2503;189,07;188,25;194,43
02Ê-Ê03;1447;1005;2452;184,82;184;186,83
03Ê-Ê04;1449;1016;2465;182,81;182,74;182,74
04Ê-Ê05;1475;1048;2523;183,85;182,51;183,71
05Ê-Ê06;1658;1135;2793;193,39;185,86;196,66
06Ê-Ê07;2094;1369;3463;207,24;191,82;264,2
07Ê-Ê08;2466;1584;4050;214,76;226,67;305,01
08Ê-Ê09;2565;1670;4235;217,81;224,21;284,38
09Ê-Ê10;2556;1733;4289;217,36;197,78;296,07
10Ê-Ê11;2592;1752;4344;214,46;196,51;242,76
11Ê-Ê12;2532;1724;4256;214,09;195,47;247
12Ê-Ê13;2442;1694;4136;208,95;191;195,02
13Ê-Ê14;2488;1679;4167;207,68;188,62;188,62
14Ê-Ê15;2444;1655;4099;206,64;183,11;183,11
15Ê-Ê16;2308;1615;3923;208,73;197,85;218,85
16Ê-Ê17;2336;1619;3955;209,54;194,5;231,14
17Ê-Ê18;2490;1719;4209;212,23;227,42;248,49
18Ê-Ê19;2474;1758;4232;215,65;242,01;276,27
19Ê-Ê20;2473;1754;4227;220,42;247,37;281,03
20Ê-Ê21;2322;1627;3949;212,23;237,92;242,98
21Ê-Ê22;2130;1551;3681;204,85;211,63;211,63
22Ê-Ê23;1930;1409;3339;198,67;191,67;191,67
23Ê-Ê00;1813;1283;3096;188,4;183,18;183,18
00Ê-Ê01;1636;1178;2814;190,87;190,8;190,8
01Ê-Ê02;1560;1126;2686;188,49;188,27;188,27
02Ê-Ê03;1569;1105;2674;180,15;179,11;179,11
03Ê-Ê04;1593;1112;2705;176,28;174,56;174,56
04Ê-Ê05;1650;1139;2789;180,08;173,15;173,15
05Ê-Ê06;1789;1220;3009;191,54;190,2;190,2
06Ê-Ê07;2222;1413;3635;206,89;223,72;223,72
07Ê-Ê08;2611;1612;4223;220,51;276,29;276,29
08Ê-Ê09;2459;1541;4000;225,95;300,72;300,72
09Ê-Ê10;2677;1697;4374;224,24;267,36;273,91
10Ê-Ê11;2665;1722;4387;214,48;241,07;241,07
11Ê-Ê12;2614;1722;4336;211,13;213,81;213,81
12Ê-Ê13;2547;1665;4212;212,84;233,03;233,03
13Ê-Ê14;2646;1640;4286;212,69;238,91;238,91
14Ê-Ê15;2528;1647;4175;212,1;238,24;238,24
15Ê-Ê16;2465;1591;4056;210,83;237,35;237,35
16Ê-Ê17;2368;1595;3963;209,34;227,07;227,07
17Ê-Ê18;2530;1707;4237;215,08;265,87;265,87
18Ê-Ê19;2500;1746;4246;222,23;233,77;282,1
19Ê-Ê20;2497;1744;4241;225,8;233,55;291,11
20Ê-Ê21;2318;1625;3943;211,28;224,98;236,3
21Ê-Ê22;2147;1489;3636;203,24;194,23;194,23
22Ê-Ê23;1963;1343;3306;196,46;184,54;184,54
23Ê-Ê00;1757;1185;2942;190,28;185,66;185,66
00Ê-Ê01;1639;1096;2735;189,6;186,47;186,47
01Ê-Ê02;1658;1054;2712;183,87;180,44;180,44
02Ê-Ê03;1649;1039;2688;177,91;172,63;172,63
03Ê-Ê04;1658;1041;2699;176,87;165,41;165,41
04Ê-Ê05;1679;1084;2763;185,88;168,99;168,99
05Ê-Ê06;1830;1176;3006;195,33;180,82;180,82
06Ê-Ê07;2236;1397;3633;209,17;231,94;231,94
07Ê-Ê08;2595;1606;4201;224,79;231,04;315,87
08Ê-Ê09;2664;1696;4360;232,16;227,25;312,3
09Ê-Ê10;2568;1712;4280;223,16;212,89;224,27
10Ê-Ê11;2565;1718;4283;217,95;199,64;205,22
11Ê-Ê12;2506;1711;4217;214,97;198,15;204,7
12Ê-Ê13;2415;1663;4078;211,1;195,92;195,92
13Ê-Ê14;2472;1654;4126;212,81;198,6;200,76
14Ê-Ê15;2407;1621;4028;211,92;199,49;209,61
15Ê-Ê16;2291;1630;3921;210,58;199,05;209,69
16Ê-Ê17;2282;1604;3886;209,91;199,2;223,16
17Ê-Ê18;2474;1732;4206;213,33;199,94;260,44
18Ê-Ê19;2466;1760;4226;217,35;200,24;314,01
19Ê-Ê20;2440;1780;4220;220,85;200,53;305,68
20Ê-Ê21;2253;1639;3892;212,37;200,46;248,31
21Ê-Ê22;2073;1489;3562;205,59;201,06;205,89
22Ê-Ê23;1881;1327;3208;198,97;200,76;200,76
23Ê-Ê00;1694;1205;2899;192,65;186,17;186,17
00Ê-Ê01;1602;1133;2735;192,87;101,57;101,57
01Ê-Ê02;1575;1039;2614;188,71;127,24;127,24
02Ê-Ê03;1572;1034;2606;187,74;119,43;119,43
03Ê-Ê04;1564;1034;2598;187,89;91,53;91,53
04Ê-Ê05;1623;1051;2674;191,09;145,47;145,47
05Ê-Ê06;1747;1156;2903;198,45;179,03;179,03
06Ê-Ê07;2145;1402;3547;210,81;205,6;205,6
07Ê-Ê08;2513;1616;4129;222,04;246,97;246,97
08Ê-Ê09;2604;1724;4328;228;217,73;242,36
09Ê-Ê10;2588;1730;4318;225,39;204,78;269,29
10Ê-Ê11;2567;1775;4342;223,23;203,22;271,23
11Ê-Ê12;2526;1762;4288;221,74;202,1;273,61
12Ê-Ê13;2461;1761;4222;219,07;201,06;275,1
13Ê-Ê14;2435;1757;4192;218,77;201,5;271,15
14Ê-Ê15;2367;1740;4107;216,39;201,13;254,34
15Ê-Ê16;2284;1684;3968;214,01;200,39;253,44
16Ê-Ê17;2271;1678;3949;213,93;200,84;248,68
17Ê-Ê18;2430;1774;4204;216,46;201,65;315,65
18Ê-Ê19;2419;1797;4216;218,69;201,8;316,02
19Ê-Ê20;2421;1793;4214;221,3;203,14;369,75
20Ê-Ê21;2243;1686;3929;215,64;204,11;297,79
21Ê-Ê22;2022;1546;3568;211,18;202,4;254,71
22Ê-Ê23;1816;1385;3201;205,67;200,98;228,29
23Ê-Ê00;1614;1247;2861;200,61;199,94;206,49
00Ê-Ê01;1546;1138;2684;200,9;200,6;206,56
01Ê-Ê02;1506;1076;2582;199,79;200,16;200,16
02Ê-Ê03;1518;1053;2571;200,31;200,75;200,75
03Ê-Ê04;1523;1057;2580;199,64;199,86;201,79
04Ê-Ê05;1570;1070;2640;202,54;201,42;208,04
05Ê-Ê06;1737;1176;2913;206,56;201,79;222,7
06Ê-Ê07;2119;1425;3544;218,69;202,02;292,35
07Ê-Ê08;2529;1663;4192;230,07;205,51;312,51
08Ê-Ê09;2643;1733;4376;233,49;206,41;339,15
09Ê-Ê10;2655;1767;4422;230;205,22;335,21
10Ê-Ê11;2663;1754;4417;225,83;204,62;346,22
11Ê-Ê12;2594;1729;4323;222,78;203,58;389,3
12Ê-Ê13;2459;1662;4121;218,98;202,17;394,88
13Ê-Ê14;2380;1639;4019;216,82;202,61;350,54
14Ê-Ê15;2239;1585;3824;215,56;201,79;327,84
15Ê-Ê16;2149;1534;3683;213,4;201,05;316,01
16Ê-Ê17;2127;1574;3701;213,33;201,72;312,36
17Ê-Ê18;2291;1676;3967;218,39;234,31;262,96
18Ê-Ê19;2302;1744;4046;223;236,32;268,46
19Ê-Ê20;2251;1725;3976;224,34;237,36;276,2
20Ê-Ê21;2059;1573;3632;216,16;235,35;240,34
21Ê-Ê22;1931;1452;3383;211,47;207;227,17
22Ê-Ê23;1796;1348;3144;208,71;206,11;222,18
23Ê-Ê00;1602;1227;2829;205,29;204,32;208,71
00Ê-Ê01;1498;1139;2637;208,69;209,29;209,29
01Ê-Ê02;1414;1074;2488;207,13;207,95;207,95
02Ê-Ê03;1384;1037;2421;206,09;206,83;206,83
03Ê-Ê04;1375;1030;2405;206,01;206,61;206,61
04Ê-Ê05;1434;1020;2454;206,24;206,91;206,91
05Ê-Ê06;1471;1051;2522;207,8;207,58;209,88
06Ê-Ê07;1581;1099;2680;211,44;209,44;224,39
07Ê-Ê08;1743;1185;2928;213,01;208,77;233,91
08Ê-Ê09;1884;1318;3202;215,31;209,88;249,02
09Ê-Ê10;1926;1426;3352;221,64;211;261,07
10Ê-Ê11;1950;1458;3408;222,16;211;259,66
11Ê-Ê12;1935;1449;3384;219,48;210,18;257,87
12Ê-Ê13;1892;1421;3313;215,02;209,14;247,45
13Ê-Ê14;1822;1419;3241;213,38;208,84;241,65
14Ê-Ê15;1815;1386;3201;213,38;208,69;243,21
15Ê-Ê16;1801;1417;3218;213,23;208,77;241,35
16Ê-Ê17;1862;1482;3344;215,31;209,36;246,26
17Ê-Ê18;2064;1602;3666;221,49;211,67;256,23
18Ê-Ê19;2122;1656;3778;230,19;260,4;279,07
19Ê-Ê20;2088;1617;3705;230,12;260,1;277,14
20Ê-Ê21;1930;1488;3418;222,68;214,35;250,95
21Ê-Ê22;1809;1415;3224;217,47;212,34;240,39
22Ê-Ê23;1688;1316;3004;215,76;211,15;235,55
23Ê-Ê00;1572;1216;2788;213,6;209,81;227,52
00Ê-Ê01;1478;1125;2603;212,41;213,6;213,6
01Ê-Ê02;1419;1066;2485;210,25;211,67;211,67
02Ê-Ê03;1374;1038;2412;209,21;210,7;210,7
03Ê-Ê04;1352;1016;2368;208,39;209,06;209,06
04Ê-Ê05;1327;1014;2341;207,28;208,54;208,54
05Ê-Ê06;1355;1039;2394;208,1;208,77;208,77
06Ê-Ê07;1457;1106;2563;210,7;210,85;210,85
07Ê-Ê08;1617;1190;2807;212,78;212,71;216,58
08Ê-Ê09;1780;1341;3121;215,91;213,68;237,11
09Ê-Ê10;1900;1455;3355;222,6;214,35;249,98
10Ê-Ê11;1924;1521;3445;223,35;214,72;248,64
11Ê-Ê12;1934;1532;3466;222,83;214,5;253,93
12Ê-Ê13;1929;1536;3465;218,81;214,05;238,53
13Ê-Ê14;1860;1521;3381;214,2;214,35;229,23
14Ê-Ê15;1827;1506;3333;212,26;210,03;226,32
15Ê-Ê16;1866;1496;3362;212,26;209,88;223,57
16Ê-Ê17;1947;1549;3496;213,83;214,27;228,11
17Ê-Ê18;2191;1667;3858;224,24;216,58;245,45
18Ê-Ê19;2246;1739;3985;236,59;257,13;285,4
19Ê-Ê20;2208;1704;3912;238,97;257,13;289,04
20Ê-Ê21;2048;1585;3633;231,24;218,44;266,72
21Ê-Ê22;1883;1474;3357;227,44;216,36;258,17
