Time ID,070,071,072,073,074,075,076,077,078,079,080
 12:10:00  09/01/17,3.50,3.22,3.00,5.11,4.11,3.39,3.22,1.00,3.89,3.39,3.39
 12:20:00  09/01/17,3.50,3.22,3.00,5.11,4.11,3.39,3.22,1.00,3.89,3.39,3.39
 12:30:00  09/01/17,3.78,3.22,3.39,3.39,3.28,3.89,3.61,1.00,3.28,3.39,4.89
 12:40:00  09/01/17,3.78,3.22,3.39,3.39,3.28,3.89,3.61,1.00,3.28,3.39,4.89
 12:50:00  09/01/17,3.78,3.22,3.39,3.39,3.28,3.89,3.61,1.00,3.28,3.39,4.89
 13:00:00  09/01/17,3.50,3.22,3.39,3.39,3.28,3.28,3.11,1.61,3.28,3.39,3.72
 13:10:00  09/01/17,3.50,3.22,3.39,3.39,3.28,3.28,3.11,1.61,3.28,3.39,3.72
 13:20:00  09/01/17,3.50,3.22,3.39,3.39,3.28,3.28,3.11,1.61,3.28,3.39,3.72
 13:30:00  09/01/17,3.50,3.78,4.11,3.39,4.00,3.28,4.50,5.11,9.11,7.78,8.50
 13:40:00  09/01/17,3.50,3.78,4.11,3.39,4.00,3.28,4.50,5.11,9.11,7.78,8.50
 13:50:00  09/01/17,3.50,3.78,4.11,3.39,4.00,3.28,4.50,5.11,9.11,7.78,8.50
 14:00:00  09/01/17,3.50,3.22,3.28,3.39,3.22,3.28,3.22,6.78,4.22,3.72,2.89
 14:10:00  09/01/17,3.50,3.22,3.28,3.39,3.22,3.28,3.22,6.78,4.22,3.72,2.89
 14:20:00  09/01/17,3.50,3.22,3.28,3.39,3.22,3.28,3.22,6.78,4.22,3.72,2.89
 14:30:00  09/01/17,3.50,3.22,3.28,3.39,3.22,4.22,3.61,0.72,3.28,3.22,3.28
 14:40:00  09/01/17,3.50,3.22,3.28,3.39,3.22,4.22,3.61,0.72,3.28,3.22,3.28
 14:50:00  09/01/17,3.50,3.22,3.28,3.39,3.22,4.22,3.61,0.72,3.28,3.22,3.28
 15:00:00  09/01/17,3.11,3.61,3.61,3.72,3.22,3.22,3.61,0.72,3.28,3.22,3.28
 15:10:00  09/01/17,3.11,3.61,3.61,3.72,3.22,3.22,3.61,0.72,3.28,3.22,3.28
 15:20:00  09/01/17,3.11,3.61,3.61,3.72,3.22,3.22,3.61,0.72,3.28,3.22,3.28
 15:30:00  09/01/17,4.50,3.61,3.61,5.78,6.00,5.00,5.72,1.00,4.22,3.78,3.28
 15:40:00  09/01/17,4.50,3.61,3.61,5.78,6.00,5.00,5.72,1.00,4.22,3.78,3.28
 15:50:00  09/01/17,4.50,3.61,3.61,5.78,6.00,5.00,5.72,1.00,4.22,3.78,3.28
 16:00:00  09/01/17,3.50,3.61,3.61,3.39,3.61,3.50,4.39,1.39,3.39,3.78,4.22
 16:10:00  09/01/17,3.50,3.61,3.61,3.39,3.61,3.50,4.39,1.39,3.39,3.78,4.22
