Time ID,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161
 08:50:00  08/01/17,-20.00,-19.89,-20.11,-20.28,-19.89,-19.28,-20.72,-20.11,-19.11,-19.61,-19.89,-19.72,-19.50,-20.11,-19.22,-19.39,2.50,1.72,2.39,1.78,1.78,1.78,3.72,4.39,3.11,2.89,3.11,3.61,3.28,3.28,3.11,3.11
 09:00:00  08/01/17,-20.00,-19.50,-19.39,-20.28,-19.89,-19.61,-20.11,-19.72,-19.72,-19.61,-19.89,-19.72,-19.50,-18.89,-19.22,-19.39,2.11,1.72,3.28,1.78,1.78,2.28,3.72,4.39,3.11,2.89,3.11,3.22,3.89,3.28,4.22,3.61
 09:10:00  08/01/17,-20.00,-19.50,-19.39,-20.28,-19.89,-19.61,-20.11,-19.72,-19.72,-19.61,-19.89,-19.72,-19.50,-18.89,-19.22,-19.39,2.11,1.72,3.28,1.78,1.78,2.28,3.72,4.39,3.11,2.89,3.11,3.22,3.89,3.28,4.22,3.61
 09:20:00  08/01/17,-20.00,-19.50,-19.39,-20.28,-19.89,-19.61,-20.11,-19.72,-19.72,-19.61,-19.89,-19.72,-19.50,-18.89,-19.22,-19.39,2.11,1.72,3.28,1.78,1.78,2.28,3.72,4.39,3.11,2.89,3.11,3.22,3.89,3.28,4.22,3.61
 09:30:00  08/01/17,-19.50,-19.50,-19.39,-19.89,-19.89,-19.61,-20.11,-19.72,-19.72,-19.89,-19.61,-19.72,-19.50,-19.39,-19.22,-19.39,2.11,2.22,3.28,1.78,1.78,1.78,3.72,4.11,3.39,4.11,3.61,3.22,3.39,3.28,3.50,3.22
 09:40:00  08/01/17,-19.50,-19.50,-19.39,-19.89,-19.89,-19.61,-20.11,-19.72,-19.72,-19.89,-19.61,-19.72,-19.50,-19.39,-19.22,-19.39,2.11,2.22,3.28,1.78,1.78,1.78,3.72,4.11,3.39,4.11,3.61,3.22,3.39,3.28,3.50,3.22
 09:50:00  08/01/17,-19.50,-19.50,-19.39,-19.89,-19.89,-19.61,-20.11,-19.72,-19.72,-19.89,-19.61,-19.72,-19.50,-19.39,-19.22,-19.39,2.11,2.22,3.28,1.78,1.78,1.78,3.72,4.11,3.39,4.11,3.61,3.22,3.39,3.28,3.50,3.22
 10:00:00  08/01/17,-19.50,-19.50,-19.39,-19.89,-19.89,-19.61,-19.78,-19.72,-19.72,-19.50,-19.61,-19.72,-19.50,-20.39,-19.89,-19.72,2.39,1.89,2.61,1.78,1.78,1.78,3.39,4.11,3.39,3.50,3.61,3.22,4.22,3.78,3.50,3.22
 10:10:00  08/01/17,-19.50,-19.50,-19.39,-19.89,-19.89,-19.61,-19.78,-19.72,-19.72,-19.50,-19.61,-19.72,-19.50,-20.39,-19.89,-19.72,2.39,1.89,2.61,1.78,1.78,1.78,3.39,4.11,3.39,3.50,3.61,3.22,4.22,3.78,3.50,3.22
 10:20:00  08/01/17,-19.50,-19.50,-19.39,-19.89,-19.89,-19.61,-19.78,-19.72,-19.72,-19.50,-19.61,-19.72,-19.50,-20.39,-19.89,-19.72,2.39,1.89,2.61,1.78,1.78,1.78,3.39,4.11,3.39,3.50,3.61,3.22,4.22,3.78,3.50,3.22
