Time ID,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
 17:30:00  08/01/17,-19.39,-19.50,-20.78,-20.89,-18.61,-18.78,-19.00,-19.28,-20.22,-18.89,-19.78,-19.72,-19.72,-19.72,-20.39,-20.61
 17:40:00  08/01/17,-19.39,-19.50,-20.78,-20.89,-18.61,-18.78,-19.00,-19.28,-20.22,-18.89,-19.78,-19.72,-19.72,-19.72,-20.39,-20.61
 17:50:00  08/01/17,-19.39,-19.50,-20.78,-20.89,-18.61,-18.78,-19.00,-19.28,-20.22,-18.89,-19.78,-19.72,-19.72,-19.72,-20.39,-20.61
 18:00:00  08/01/17,-19.39,-19.78,-20.00,-19.39,-20.78,-20.78,-21.50,-21.61,-21.22,-20.78,-21.22,-21.22,-21.50,-21.00,-21.22,-19.72
 18:10:00  08/01/17,-19.39,-19.78,-20.00,-19.39,-20.78,-20.78,-21.50,-21.61,-21.22,-20.78,-21.22,-21.22,-21.50,-21.00,-21.22,-19.72
 18:20:00  08/01/17,-19.39,-19.78,-20.00,-19.39,-20.78,-20.78,-21.50,-21.61,-21.22,-20.78,-21.22,-21.22,-21.50,-21.00,-21.22,-19.72
 18:30:00  08/01/17,-19.39,-19.78,-19.22,-19.78,-21.11,-21.50,-18.50,-20.00,-20.89,-21.11,-20.72,-20.50,-21.50,-20.72,-19.28,-19.22
 18:40:00  08/01/17,-19.39,-19.78,-19.22,-19.78,-21.11,-21.50,-18.50,-20.00,-20.89,-21.11,-20.72,-20.50,-21.50,-20.72,-19.28,-19.22
 18:50:00  08/01/17,-19.39,-19.78,-19.22,-19.78,-21.11,-21.50,-18.50,-20.00,-20.89,-21.11,-20.72,-20.50,-21.50,-20.72,-19.28,-19.22
 19:00:00  08/01/17,-19.39,-19.50,-20.89,-21.50,-19.61,-19.89,-21.22,-19.28,-20.89,-19.61,-18.89,-19.28,-19.72,-20.22,-19.89,-20.50
 19:10:00  08/01/17,-19.39,-19.50,-20.89,-21.50,-19.61,-19.89,-21.22,-19.28,-20.89,-19.61,-18.89,-19.28,-19.72,-20.22,-19.89,-20.50
 19:20:00  08/01/17,-19.39,-19.50,-20.89,-21.50,-19.61,-19.89,-21.22,-19.28,-20.89,-19.61,-18.89,-19.28,-19.72,-20.22,-19.89,-20.50
 19:30:00  08/01/17,-19.39,-19.50,-20.89,-20.72,-19.00,-19.00,-19.78,-21.72,-20.39,-19.61,-20.28,-20.78,-18.78,-18.89,-21.11,-21.22
 19:40:00  08/01/17,-19.39,-19.50,-20.89,-20.72,-19.00,-19.00,-19.78,-21.72,-20.39,-19.61,-20.28,-20.78,-18.78,-18.89,-21.11,-21.22
 19:50:00  08/01/17,-19.39,-19.50,-20.89,-20.72,-19.00,-19.00,-19.78,-21.72,-20.39,-19.61,-20.28,-20.78,-18.78,-18.89,-21.11,-21.22
 20:00:00  08/01/17,-19.39,-19.50,-20.11,-21.89,-20.89,-20.78,-20.72,-19.72,-20.78,-21.11,-20.89,-19.78,-20.61,-20.22,-21.11,-19.72
 20:10:00  08/01/17,-19.39,-19.50,-20.11,-21.89,-20.89,-20.78,-20.72,-19.72,-20.78,-21.11,-20.89,-19.78,-20.61,-20.22,-21.11,-19.72
 20:20:00  08/01/17,-19.39,-19.50,-20.11,-21.89,-20.89,-20.78,-20.72,-19.72,-20.78,-21.11,-20.89,-19.78,-20.61,-20.22,-21.11,-19.72
 20:30:00  08/01/17,-19.39,-19.50,-19.39,-19.89,-20.89,-20.78,-19.61,-19.72,-20.78,-19.00,-19.00,-19.39,-20.61,-20.50,-19.61,-19.72
 20:40:00  08/01/17,-19.39,-19.50,-19.39,-19.89,-20.89,-20.78,-19.61,-19.72,-20.78,-19.00,-19.00,-19.39,-20.61,-20.50,-19.61,-19.72
 20:50:00  08/01/17,-19.39,-19.50,-19.39,-19.89,-20.89,-20.78,-19.61,-19.72,-20.78,-19.00,-19.00,-19.39,-20.61,-20.50,-19.61,-19.72
 21:00:00  08/01/17,-19.39,-19.50,-20.61,-21.50,-19.22,-18.89,-19.61,-21.72,-20.78,-20.28,-20.89,-21.11,-20.61,-20.89,-21.28,-21.11
 21:10:00  08/01/17,-19.39,-19.50,-20.61,-21.50,-19.22,-18.89,-19.61,-21.72,-20.78,-20.28,-20.89,-21.11,-20.61,-20.89,-21.28,-21.11
