 06:44:00  08/01/17,-19.61,-19.28,-19.39,-18.61,-19.50
 06:46:00  08/01/17,-19.61,-19.28,-19.39,-18.61,-19.50
 06:48:00  08/01/17,-19.61,-19.28,-19.39,-18.61,-19.50
 06:50:00  08/01/17,-19.61,-19.28,-19.39,-18.61,-19.50
 06:52:00  08/01/17,-19.61,-19.28,-19.39,-18.61,-19.50
 06:54:00  08/01/17,-19.61,-19.28,-19.39,-18.61,-19.50
 06:56:00  08/01/17,-19.61,-19.28,-19.39,-18.61,-19.50
 06:58:00  08/01/17,-19.61,-19.61,-19.39,-18.61,-19.50
 07:00:00  08/01/17,-19.61,-19.61,-19.39,-18.61,-19.50
 07:02:00  08/01/17,-19.61,-19.61,-19.39,-18.61,-19.50
 07:04:00  08/01/17,-19.61,-19.61,-19.39,-18.61,-19.50
 07:06:00  08/01/17,-19.61,-19.61,-19.39,-18.61,-19.50
 07:08:00  08/01/17,-19.61,-19.61,-19.39,-18.61,-19.50
 07:10:00  08/01/17,-19.61,-19.61,-19.39,-18.61,-19.50
 07:12:00  08/01/17,-19.61,-19.61,-19.39,-18.61,-19.50
 07:14:00  08/01/17,-19.61,-19.61,-19.39,-18.61,-19.50
 07:16:00  08/01/17,-19.61,-19.61,-19.39,-18.61,-19.50
 07:18:00  08/01/17,-19.61,-19.61,-19.39,-18.61,-19.50
 07:20:00  08/01/17,-19.61,-19.61,-19.39,-18.61,-19.50
 07:22:00  08/01/17,-19.61,-19.61,-19.39,-18.61,-19.50
 07:24:00  08/01/17,-19.61,-19.61,-19.39,-18.61,-19.50
 07:26:00  08/01/17,-19.61,-19.61,-19.39,-18.61,-19.50
 07:28:00  08/01/17,-19.11,-19.61,-19.39,-18.61,-18.61
 07:30:00  08/01/17,-19.11,-19.61,-19.39,-18.61,-18.61
 07:32:00  08/01/17,-19.11,-19.61,-19.39,-18.61,-18.61
 07:34:00  08/01/17,-19.11,-19.61,-19.39,-18.61,-18.61
 07:36:00  08/01/17,-19.11,-19.61,-19.39,-18.61,-18.61
 07:38:00  08/01/17,-19.11,-19.61,-19.39,-18.61,-18.61
 07:40:00  08/01/17,-19.11,-19.61,-19.39,-18.61,-18.61
 07:42:00  08/01/17,-19.11,-19.61,-19.39,-18.61,-18.61
 07:44:00  08/01/17,-19.11,-19.61,-19.39,-18.61,-18.61
 07:46:00  08/01/17,-19.11,-19.61,-19.39,-18.61,-18.61
 07:48:00  08/01/17,-19.11,-19.61,-19.39,-18.61,-18.61
 07:50:00  08/01/17,-19.11,-19.61,-19.39,-18.61,-18.61
 07:52:00  08/01/17,-19.11,-19.61,-19.39,-18.61,-18.61
 07:54:00  08/01/17,-19.11,-19.61,-19.39,-18.61,-18.61
 07:56:00  08/01/17,-19.11,-19.61,-19.39,-18.61,-18.61
 07:58:00  08/01/17,-19.72,-19.61,-19.78,-18.61,-19.72
 08:00:00  08/01/17,-19.72,-19.61,-19.78,-18.61,-19.72
 08:02:00  08/01/17,-19.72,-19.61,-19.78,-18.61,-19.72
 08:04:00  08/01/17,-19.72,-19.61,-19.78,-18.61,-19.72
 08:06:00  08/01/17,-19.72,-19.61,-19.78,-18.61,-19.72
 08:08:00  08/01/17,-19.72,-19.61,-19.78,-18.61,-19.72
 08:10:00  08/01/17,-19.72,-19.61,-19.78,-18.61,-19.72
 08:12:00  08/01/17,-19.72,-19.61,-19.78,-18.61,-19.72
 08:14:00  08/01/17,-19.72,-19.61,-19.78,-18.61,-19.72
 08:16:00  08/01/17,-19.72,-19.61,-19.78,-18.61,-19.72
 08:18:00  08/01/17,-19.72,-19.61,-19.78,-18.61,-19.72
 08:20:00  08/01/17,-19.72,-19.61,-19.78,-18.61,-19.72
 08:22:00  08/01/17,-19.72,-19.61,-19.78,-18.61,-19.72
 08:24:00  08/01/17,-19.72,-19.61,-19.78,-18.61,-19.72
 08:26:00  08/01/17,-19.72,-19.61,-19.78,-18.61,-19.72
 08:28:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 08:30:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 08:32:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 08:34:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
