Hour;kWh
04.00.00;0,050
05.00.00;0,030
06.00.00;0,030
07.00.00;0,040
08.00.00;0,070
09.00.00;0,050
10.00.00;0,180
11.00.00;0,490
12.00.00;0,170
13.00.00;0,950
14.00.00;0,280
15.00.00;0,140
16.00.00;0,440
17.00.00;0,160
18.00.00;0,530
19.00.00;0,170
20.00.00;0,190
21.00.00;0,180
22.00.00;0,200
23.00.00;0,050
00.00.00;0,040
01.00.00;0,040
02.00.00;0,040
03.00.00;0,050
04.00.00;0,050
05.00.00;0,040
06.00.00;0,060
07.00.00;0,530
08.00.00;0,280
09.00.00;0,220
10.00.00;0,130
11.00.00;0,080
12.00.00;0,060
13.00.00;0,090
14.00.00;0,170
15.00.00;0,140
16.00.00;0,100
17.00.00;0,160
18.00.00;0,480
19.00.00;0,160
20.00.00;0,070
21.00.00;0,050
22.00.00;0,140
23.00.00;0,100
00.00.00;0,040
01.00.00;0,060
02.00.00;0,020
03.00.00;0,060
04.00.00;0,020
05.00.00;0,060
06.00.00;0,160
07.00.00;0,310
08.00.00;0,110
09.00.00;0,060
10.00.00;0,030
11.00.00;0,050
12.00.00;0,040
13.00.00;0,030
14.00.00;0,060
15.00.00;0,030
16.00.00;0,040
17.00.00;0,050
18.00.00;0,950
19.00.00;0,210
20.00.00;0,190
21.00.00;0,070
22.00.00;0,000
23.00.00;0,000
00.00.00;0,070
01.00.00;0,040
02.00.00;0,030
03.00.00;0,050
04.00.00;0,040
05.00.00;0,030
06.00.00;0,120
07.00.00;0,260
08.00.00;0,040
09.00.00;0,050
10.00.00;0,040
11.00.00;0,030
12.00.00;0,060
13.00.00;0,150
14.00.00;0,130
15.00.00;0,040
16.00.00;0,040
17.00.00;0,050
18.00.00;0,040
19.00.00;0,030
20.00.00;0,070
21.00.00;0,170
22.00.00;0,090
23.00.00;0,030
00.00.00;0,060
01.00.00;0,040
02.00.00;0,100
03.00.00;0,060
04.00.00;0,020
05.00.00;0,050
06.00.00;0,110
07.00.00;0,040
08.00.00;0,070
09.00.00;0,030
10.00.00;0,070
11.00.00;0,040
12.00.00;0,270
13.00.00;0,180
14.00.00;0,170
15.00.00;0,180
16.00.00;0,150
17.00.00;0,080
18.00.00;0,040
19.00.00;0,060
20.00.00;0,190
21.00.00;0,160
22.00.00;0,140
23.00.00;0,070
00.00.00;0,050
01.00.00;0,040
02.00.00;0,040
03.00.00;0,050
04.00.00;0,020
05.00.00;0,070
06.00.00;0,140
07.00.00;0,050
08.00.00;0,060
09.00.00;0,210
10.00.00;0,160
11.00.00;0,060
12.00.00;0,100
13.00.00;0,130
14.00.00;0,170
15.00.00;0,150
16.00.00;0,140
17.00.00;0,360
18.00.00;0,140
19.00.00;0,320
20.00.00;0,140
21.00.00;0,110
22.00.00;0,090
23.00.00;0,050
00.00.00;0,050
01.00.00;0,030
02.00.00;0,060
03.00.00;0,020
04.00.00;0,060
05.00.00;0,020
06.00.00;0,060
07.00.00;0,110
08.00.00;0,260
09.00.00;0,190
10.00.00;0,180
11.00.00;0,070
12.00.00;0,040
13.00.00;0,070
14.00.00;0,040
15.00.00;0,060
16.00.00;0,050
17.00.00;0,050
18.00.00;0,070
19.00.00;0,030
20.00.00;0,070
21.00.00;0,050
22.00.00;0,050
23.00.00;0,060
00.00.00;0,060
01.00.00;0,140
02.00.00;0,060
03.00.00;0,050
04.00.00;0,030
05.00.00;0,050
06.00.00;0,040
07.00.00;0,030
08.00.00;0,060
09.00.00;0,050
10.00.00;0,100
11.00.00;0,010
12.00.00;0,060
13.00.00;0,070
14.00.00;0,150
15.00.00;0,140
16.00.00;0,140
17.00.00;0,080
18.00.00;0,110
19.00.00;0,220
20.00.00;0,140
21.00.00;0,130
22.00.00;0,030
23.00.00;0,050
00.00.00;0,040
01.00.00;0,040
02.00.00;0,040
03.00.00;0,030
04.00.00;0,050
05.00.00;0,030
06.00.00;0,050
07.00.00;0,450
08.00.00;0,190
09.00.00;0,120
10.00.00;0,150
11.00.00;0,080
12.00.00;0,160
13.00.00;0,070
14.00.00;0,170
15.00.00;0,330
16.00.00;0,120
17.00.00;0,200
18.00.00;0,610
19.00.00;0,060
20.00.00;0,050
21.00.00;0,050
22.00.00;0,050
23.00.00;0,040
00.00.00;0,060
01.00.00;0,040
02.00.00;0,020
03.00.00;0,050
04.00.00;0,050
05.00.00;0,020
06.00.00;0,060
07.00.00;0,380
08.00.00;0,200
09.00.00;0,120
10.00.00;0,080
11.00.00;0,090
12.00.00;0,990
13.00.00;0,230
14.00.00;0,130
15.00.00;0,160
16.00.00;0,150
17.00.00;0,140
18.00.00;0,170
19.00.00;0,060
20.00.00;0,100
21.00.00;0,170
22.00.00;0,120
23.00.00;0,120
00.00.00;0,050
01.00.00;0,030
02.00.00;0,040
03.00.00;0,050
04.00.00;0,040
05.00.00;0,030
06.00.00;0,290
07.00.00;0,480
08.00.00;0,080
09.00.00;0,090
10.00.00;0,110
11.00.00;0,080
12.00.00;0,090
13.00.00;0,100
14.00.00;0,090
15.00.00;0,080
16.00.00;0,090
17.00.00;0,070
18.00.00;0,040
19.00.00;0,030
20.00.00;0,210
21.00.00;0,170
22.00.00;0,000
23.00.00;0,000
00.00.00;0,040
01.00.00;0,050
02.00.00;0,040
03.00.00;0,030
04.00.00;0,030
05.00.00;0,050
06.00.00;0,100
07.00.00;0,150
08.00.00;0,060
09.00.00;0,070
10.00.00;0,040
11.00.00;0,040
12.00.00;0,030
13.00.00;0,040
14.00.00;0,050
15.00.00;0,040
16.00.00;0,050
17.00.00;0,030
18.00.00;0,090
19.00.00;0,160
20.00.00;0,300
21.00.00;0,220
22.00.00;0,140
23.00.00;0,070
00.00.00;0,040
01.00.00;0,040
02.00.00;0,050
03.00.00;0,050
04.00.00;0,040
05.00.00;0,030
06.00.00;0,130
07.00.00;0,450
08.00.00;0,050
09.00.00;0,050
10.00.00;0,100
11.00.00;0,090
12.00.00;0,030
13.00.00;0,040
14.00.00;0,040
15.00.00;0,050
16.00.00;0,040
17.00.00;0,070
18.00.00;0,070
19.00.00;0,050
20.00.00;0,040
21.00.00;0,050
22.00.00;0,030
23.00.00;0,040
00.00.00;0,040
01.00.00;0,040
02.00.00;0,050
03.00.00;0,040
04.00.00;0,040
05.00.00;0,050
06.00.00;0,040
07.00.00;0,050
08.00.00;0,030
09.00.00;0,040
10.00.00;0,050
11.00.00;0,040
12.00.00;0,040
13.00.00;0,040
14.00.00;0,040
15.00.00;0,040
16.00.00;0,050
17.00.00;0,040
18.00.00;0,040
19.00.00;0,030
20.00.00;0,040
21.00.00;0,040
22.00.00;0,050
23.00.00;0,050
00.00.00;0,030
01.00.00;0,060
02.00.00;0,030
03.00.00;0,050
04.00.00;0,050
05.00.00;0,030
06.00.00;0,040
07.00.00;0,050
08.00.00;0,040
09.00.00;0,030
10.00.00;0,120
11.00.00;0,140
12.00.00;0,350
13.00.00;0,490
14.00.00;0,480
15.00.00;0,260
16.00.00;0,500
17.00.00;0,140
18.00.00;0,290
19.00.00;0,160
20.00.00;0,160
21.00.00;0,070
22.00.00;0,040
23.00.00;0,040
00.00.00;0,040
01.00.00;0,050
02.00.00;0,030
03.00.00;0,050
04.00.00;0,040
05.00.00;0,060
06.00.00;0,420
07.00.00;0,100
08.00.00;0,050
09.00.00;0,040
10.00.00;0,030
11.00.00;0,040
12.00.00;0,050
13.00.00;0,040
14.00.00;0,030
15.00.00;0,040
16.00.00;0,040
17.00.00;0,120
18.00.00;0,170
19.00.00;0,210
20.00.00;0,190
21.00.00;0,170
22.00.00;0,070
23.00.00;0,000
00.00.00;0,040
01.00.00;0,040
02.00.00;0,040
03.00.00;0,050
04.00.00;0,040
05.00.00;0,050
06.00.00;0,180
07.00.00;0,240
08.00.00;0,080
09.00.00;0,030
10.00.00;0,030
11.00.00;0,050
12.00.00;0,040
13.00.00;0,040
14.00.00;0,040
15.00.00;0,040
16.00.00;0,040
17.00.00;0,060
18.00.00;0,040
19.00.00;0,440
20.00.00;0,120
21.00.00;0,180
22.00.00;0,210
23.00.00;0,060
00.00.00;0,050
01.00.00;0,040
02.00.00;0,040
03.00.00;0,050
04.00.00;0,050
05.00.00;0,050
06.00.00;0,210
07.00.00;0,200
08.00.00;0,050
09.00.00;0,070
10.00.00;0,040
11.00.00;0,040
12.00.00;0,040
13.00.00;0,040
14.00.00;0,040
15.00.00;0,100
16.00.00;0,110
17.00.00;1,400
18.00.00;0,190
19.00.00;0,170
20.00.00;0,210
21.00.00;0,150
22.00.00;0,060
23.00.00;0,050
00.00.00;0,040
01.00.00;0,040
02.00.00;0,050
03.00.00;0,050
04.00.00;0,050
05.00.00;0,040
06.00.00;0,140
07.00.00;0,170
08.00.00;0,140
09.00.00;0,040
10.00.00;0,040
11.00.00;0,040
12.00.00;0,050
13.00.00;0,040
14.00.00;0,040
15.00.00;0,030
16.00.00;0,040
17.00.00;0,080
18.00.00;0,080
19.00.00;0,050
20.00.00;0,280
21.00.00;0,230
22.00.00;0,160
23.00.00;0,060
00.00.00;0,040
01.00.00;0,050
02.00.00;0,050
03.00.00;0,040
04.00.00;0,040
05.00.00;0,040
06.00.00;0,260
07.00.00;0,200
08.00.00;0,140
09.00.00;0,120
10.00.00;0,410
11.00.00;0,160
12.00.00;0,180
13.00.00;0,180
14.00.00;0,140
15.00.00;0,080
16.00.00;0,030
17.00.00;0,040
18.00.00;0,050
19.00.00;0,050
20.00.00;0,050
21.00.00;0,030
22.00.00;0,040
23.00.00;0,040
00.00.00;0,050
01.00.00;0,050
02.00.00;0,040
03.00.00;0,030
04.00.00;0,060
05.00.00;0,040
06.00.00;0,040
07.00.00;0,060
08.00.00;0,060
09.00.00;0,030
10.00.00;0,050
11.00.00;0,050
12.00.00;0,030
13.00.00;0,080
14.00.00;0,040
15.00.00;0,070
16.00.00;0,040
17.00.00;0,050
18.00.00;0,060
19.00.00;0,020
20.00.00;0,060
21.00.00;0,040
22.00.00;0,030
23.00.00;0,000
00.00.00;0,020
01.00.00;0,060
02.00.00;0,030
03.00.00;0,040
04.00.00;0,050
05.00.00;0,060
06.00.00;0,060
07.00.00;0,030
08.00.00;0,050
09.00.00;0,030
10.00.00;0,050
11.00.00;0,040
12.00.00;0,030
13.00.00;0,050
14.00.00;0,040
15.00.00;0,050
16.00.00;0,030
17.00.00;0,060
18.00.00;0,020
19.00.00;0,060
20.00.00;0,040
21.00.00;0,080
22.00.00;0,060
23.00.00;0,050
00.00.00;0,080
01.00.00;0,040
02.00.00;0,060
03.00.00;0,020
04.00.00;0,070
05.00.00;0,020
06.00.00;0,070
07.00.00;0,230
08.00.00;0,240
09.00.00;0,240
10.00.00;0,220
11.00.00;0,610
12.00.00;0,180
13.00.00;0,220
14.00.00;0,230
15.00.00;0,100
16.00.00;0,060
17.00.00;0,100
18.00.00;0,100
19.00.00;0,800
20.00.00;0,080
21.00.00;0,160
22.00.00;0,140
23.00.00;0,060
00.00.00;0,050
01.00.00;0,130
02.00.00;0,110
03.00.00;0,090
04.00.00;0,050
05.00.00;0,040
06.00.00;0,200
07.00.00;0,030
08.00.00;0,430
09.00.00;0,280
10.00.00;0,080
11.00.00;0,040
12.00.00;0,040
13.00.00;0,090
14.00.00;0,130
15.00.00;0,160
16.00.00;0,170
17.00.00;0,230
18.00.00;0,480
19.00.00;1,820
20.00.00;0,280
21.00.00;0,180
22.00.00;0,140
23.00.00;0,100
00.00.00;0,110
01.00.00;0,060
02.00.00;0,060
03.00.00;0,080
04.00.00;0,050
05.00.00;0,070
06.00.00;0,160
07.00.00;0,060
08.00.00;0,070
09.00.00;0,050
10.00.00;0,090
11.00.00;0,050
12.00.00;0,090
13.00.00;0,080
14.00.00;0,050
15.00.00;0,370
16.00.00;0,340
17.00.00;0,930
18.00.00;0,390
19.00.00;0,200
20.00.00;0,200
21.00.00;0,190
22.00.00;0,050
23.00.00;0,040
00.00.00;0,070
01.00.00;0,040
02.00.00;0,060
03.00.00;0,030
04.00.00;0,070
05.00.00;0,040
06.00.00;0,130
07.00.00;0,150
08.00.00;0,090
09.00.00;0,060
10.00.00;0,070
11.00.00;0,040
12.00.00;0,050
13.00.00;0,120
14.00.00;0,060
15.00.00;0,050
16.00.00;0,030
17.00.00;0,130
18.00.00;0,060
19.00.00;0,660
20.00.00;0,180
21.00.00;0,060
22.00.00;0,030
23.00.00;0,070
00.00.00;0,060
01.00.00;0,030
02.00.00;0,060
03.00.00;0,040
04.00.00;0,040
05.00.00;0,060
06.00.00;0,030
07.00.00;0,280
08.00.00;0,300
09.00.00;0,090
10.00.00;0,130
11.00.00;0,090
12.00.00;0,140
13.00.00;0,060
14.00.00;0,140
15.00.00;0,140
16.00.00;0,170
17.00.00;0,080
18.00.00;0,050
19.00.00;0,050
20.00.00;0,030
21.00.00;0,070
22.00.00;0,030
23.00.00;0,090
00.00.00;0,050
01.00.00;0,060
02.00.00;0,040
03.00.00;0,050
04.00.00;0,050
05.00.00;0,040
06.00.00;0,050
07.00.00;0,040
08.00.00;0,060
09.00.00;0,040
10.00.00;0,050
11.00.00;0,030
12.00.00;0,060
13.00.00;0,030
14.00.00;0,050
15.00.00;0,050
16.00.00;0,030
17.00.00;0,070
18.00.00;0,080
19.00.00;0,080
20.00.00;0,060
21.00.00;0,030
22.00.00;0,050
23.00.00;0,050
00.00.00;0,030
01.00.00;0,060
02.00.00;0,040
03.00.00;0,050
04.00.00;0,050
05.00.00;0,030
06.00.00;0,060
07.00.00;0,040
08.00.00;0,050
09.00.00;0,050
10.00.00;0,040
11.00.00;0,060
12.00.00;0,140
13.00.00;0,060
14.00.00;0,050
15.00.00;0,040
16.00.00;0,590
17.00.00;0,030
18.00.00;0,100
19.00.00;0,170
20.00.00;0,180
21.00.00;0,120
22.00.00;0,170
23.00.00;0,000
00.00.00;0,050
01.00.00;0,050
02.00.00;0,060
03.00.00;0,030
04.00.00;0,050
05.00.00;0,050
06.00.00;0,030
07.00.00;0,090
08.00.00;0,160
09.00.00;0,050
10.00.00;0,060
11.00.00;0,060
12.00.00;0,080
13.00.00;0,060
14.00.00;0,420
15.00.00;0,080
16.00.00;0,140
17.00.00;0,180
18.00.00;0,060
19.00.00;0,030
20.00.00;0,060
21.00.00;0,340
22.00.00;0,200
23.00.00;0,080
00.00.00;0,080
01.00.00;0,050
02.00.00;0,040
03.00.00;0,050
04.00.00;0,060
05.00.00;0,030
06.00.00;0,210
07.00.00;0,350
08.00.00;0,510
09.00.00;0,150
10.00.00;0,030
11.00.00;0,230
12.00.00;0,080
13.00.00;0,040
14.00.00;0,030
15.00.00;0,050
16.00.00;0,050
17.00.00;0,120
18.00.00;0,310
19.00.00;0,210
20.00.00;0,390
21.00.00;0,070
22.00.00;0,050
23.00.00;0,070
00.00.00;0,030
01.00.00;0,040
02.00.00;0,050
03.00.00;0,040
04.00.00;0,040
05.00.00;0,050
06.00.00;0,050
07.00.00;0,140
08.00.00;0,050
09.00.00;0,060
10.00.00;0,070
11.00.00;0,050
12.00.00;0,040
13.00.00;0,060
14.00.00;0,030
15.00.00;0,040
16.00.00;0,060
17.00.00;0,130
18.00.00;0,850
19.00.00;0,890
20.00.00;0,200
21.00.00;0,220
22.00.00;0,120
23.00.00;0,070
00.00.00;0,040
01.00.00;0,050
02.00.00;0,060
03.00.00;0,030
04.00.00;0,050
05.00.00;0,060
06.00.00;0,060
07.00.00;0,290
08.00.00;0,150
09.00.00;0,140
10.00.00;1,030
11.00.00;0,770
12.00.00;1,830
13.00.00;0,540
14.00.00;0,200
15.00.00;0,080
16.00.00;0,130
17.00.00;0,130
18.00.00;0,180
19.00.00;0,450
20.00.00;0,290
21.00.00;0,310
22.00.00;0,060
23.00.00;0,060
00.00.00;0,080
01.00.00;0,050
02.00.00;0,070
03.00.00;0,040
04.00.00;0,070
05.00.00;0,050
06.00.00;0,140
07.00.00;0,050
08.00.00;0,220
09.00.00;0,190
10.00.00;0,050
11.00.00;0,060
12.00.00;0,090
13.00.00;0,170
14.00.00;0,230
15.00.00;0,100
16.00.00;0,100
17.00.00;0,050
18.00.00;0,200
19.00.00;0,050
20.00.00;0,070
21.00.00;0,080
22.00.00;0,040
23.00.00;0,070
00.00.00;0,100
01.00.00;0,030
02.00.00;0,120
03.00.00;0,120
04.00.00;0,030
05.00.00;0,060
06.00.00;0,050
07.00.00;0,320
08.00.00;0,090
09.00.00;0,050
10.00.00;0,040
11.00.00;0,070
12.00.00;0,040
13.00.00;0,050
14.00.00;0,050
15.00.00;0,040
16.00.00;0,070
17.00.00;0,040
18.00.00;0,090
19.00.00;0,030
20.00.00;0,060
21.00.00;0,050
22.00.00;0,050
23.00.00;0,070
00.00.00;0,030
01.00.00;0,070
02.00.00;0,040
03.00.00;0,050
04.00.00;0,070
05.00.00;0,030
06.00.00;0,080
07.00.00;0,060
08.00.00;0,060
09.00.00;0,080
10.00.00;0,030
11.00.00;0,060
12.00.00;0,070
13.00.00;0,030
14.00.00;0,080
15.00.00;0,030
16.00.00;0,060
17.00.00;0,110
18.00.00;0,030
19.00.00;0,070
20.00.00;0,260
21.00.00;0,120
22.00.00;0,120
23.00.00;0,040
00.00.00;0,060
01.00.00;0,070
02.00.00;0,030
03.00.00;0,060
04.00.00;0,070
05.00.00;0,120
06.00.00;0,070
07.00.00;0,220
08.00.00;0,050
09.00.00;0,040
10.00.00;0,060
11.00.00;0,030
12.00.00;0,080
13.00.00;0,590
14.00.00;0,170
15.00.00;0,140
16.00.00;0,150
17.00.00;0,150
18.00.00;0,710
19.00.00;0,200
20.00.00;0,190
21.00.00;0,200
22.00.00;0,150
23.00.00;0,170
00.00.00;0,050
01.00.00;0,080
02.00.00;0,030
03.00.00;0,080
04.00.00;0,030
05.00.00;0,070
06.00.00;0,130
07.00.00;0,080
08.00.00;0,230
09.00.00;0,130
10.00.00;0,140
11.00.00;0,220
12.00.00;0,170
13.00.00;0,100
14.00.00;0,110
15.00.00;0,190
16.00.00;0,380
17.00.00;1,660
18.00.00;0,520
19.00.00;0,390
20.00.00;0,170
21.00.00;0,080
22.00.00;0,040
23.00.00;0,070
00.00.00;0,050
01.00.00;0,050
02.00.00;0,060
03.00.00;0,050
04.00.00;0,060
05.00.00;0,150
06.00.00;0,120
07.00.00;0,030
08.00.00;0,080
09.00.00;0,030
10.00.00;0,070
11.00.00;0,030
12.00.00;0,070
13.00.00;0,040
14.00.00;0,060
15.00.00;0,040
16.00.00;0,140
17.00.00;0,210
18.00.00;0,150
19.00.00;0,080
20.00.00;0,070
21.00.00;0,070
22.00.00;0,170
23.00.00;0,060
00.00.00;0,050
01.00.00;0,050
02.00.00;0,070
03.00.00;0,030
04.00.00;0,070
05.00.00;0,030
06.00.00;0,070
07.00.00;0,050
08.00.00;0,450
09.00.00;0,170
10.00.00;0,180
11.00.00;0,120
12.00.00;0,610
13.00.00;0,220
14.00.00;0,170
15.00.00;0,190
16.00.00;0,190
17.00.00;0,870
18.00.00;1,270
19.00.00;0,390
20.00.00;0,330
21.00.00;0,180
22.00.00;0,140
23.00.00;0,090
00.00.00;0,060
01.00.00;0,060
02.00.00;0,050
03.00.00;0,060
04.00.00;0,030
05.00.00;0,070
06.00.00;0,120
07.00.00;0,080
08.00.00;0,360
09.00.00;0,190
10.00.00;0,130
11.00.00;0,320
12.00.00;0,490
13.00.00;0,130
14.00.00;0,040
15.00.00;0,080
16.00.00;0,290
17.00.00;0,300
18.00.00;0,210
19.00.00;0,100
20.00.00;0,050
21.00.00;0,080
22.00.00;0,050
23.00.00;0,070
00.00.00;0,070
01.00.00;0,140
02.00.00;0,080
03.00.00;0,040
04.00.00;0,080
05.00.00;0,040
06.00.00;0,070
07.00.00;0,030
08.00.00;0,080
09.00.00;0,150
10.00.00;0,820
11.00.00;0,290
12.00.00;0,140
13.00.00;0,140
14.00.00;0,160
15.00.00;0,180
16.00.00;0,150
17.00.00;0,200
18.00.00;0,160
19.00.00;0,220
20.00.00;0,250
21.00.00;0,260
22.00.00;0,200
23.00.00;0,130
00.00.00;0,070
01.00.00;0,050
02.00.00;0,060
03.00.00;0,040
04.00.00;0,060
05.00.00;0,040
06.00.00;0,060
07.00.00;0,060
08.00.00;0,200
09.00.00;0,160
10.00.00;0,250
11.00.00;0,150
12.00.00;0,060
13.00.00;0,120
14.00.00;0,080
15.00.00;0,070
16.00.00;0,160
17.00.00;0,170
18.00.00;0,070
19.00.00;0,050
20.00.00;0,060
21.00.00;0,120
22.00.00;0,070
23.00.00;0,050
00.00.00;0,060
01.00.00;0,040
02.00.00;0,060
03.00.00;0,050
04.00.00;0,070
05.00.00;0,180
06.00.00;0,190
07.00.00;0,310
08.00.00;0,190
09.00.00;0,230
10.00.00;0,230
11.00.00;0,110
12.00.00;0,160
13.00.00;0,160
14.00.00;0,070
15.00.00;0,170
16.00.00;1,860
17.00.00;1,510
18.00.00;1,850
19.00.00;1,330
20.00.00;0,440
21.00.00;0,430
22.00.00;0,140
23.00.00;0,130
00.00.00;0,080
01.00.00;0,040
02.00.00;0,060
03.00.00;0,060
04.00.00;0,040
05.00.00;0,070
06.00.00;0,150
07.00.00;0,050
08.00.00;0,260
09.00.00;0,230
10.00.00;0,080
11.00.00;0,070
12.00.00;1,240
13.00.00;0,160
14.00.00;0,120
15.00.00;0,060
16.00.00;0,240
17.00.00;0,160
18.00.00;0,280
19.00.00;0,230
20.00.00;0,080
21.00.00;0,150
22.00.00;0,070
23.00.00;0,060
00.00.00;0,050
01.00.00;0,060
02.00.00;0,030
03.00.00;0,070
04.00.00;0,040
05.00.00;0,070
06.00.00;0,110
07.00.00;0,240
08.00.00;0,180
09.00.00;0,090
10.00.00;0,060
11.00.00;0,050
12.00.00;0,060
13.00.00;0,190
14.00.00;0,080
15.00.00;0,070
16.00.00;0,060
17.00.00;0,040
18.00.00;0,050
19.00.00;0,060
20.00.00;0,040
21.00.00;0,090
22.00.00;0,200
23.00.00;0,060
00.00.00;0,050
01.00.00;0,070
02.00.00;0,030
03.00.00;0,060
04.00.00;0,050
05.00.00;0,050
06.00.00;0,050
07.00.00;0,050
08.00.00;0,400
09.00.00;0,550
10.00.00;0,110
11.00.00;0,260
12.00.00;0,160
13.00.00;0,170
14.00.00;0,160
15.00.00;0,160
16.00.00;0,210
17.00.00;0,170
18.00.00;0,110
19.00.00;0,060
20.00.00;0,080
21.00.00;0,050
22.00.00;0,110
23.00.00;0,110
00.00.00;0,080
01.00.00;0,070
02.00.00;0,070
03.00.00;0,090
04.00.00;0,060
05.00.00;0,110
06.00.00;0,170
07.00.00;0,090
08.00.00;0,070
09.00.00;0,090
10.00.00;0,110
11.00.00;0,130
12.00.00;0,090
13.00.00;0,070
14.00.00;0,070
15.00.00;0,060
16.00.00;0,070
17.00.00;0,060
18.00.00;0,110
19.00.00;0,060
20.00.00;0,080
21.00.00;0,050
22.00.00;0,080
23.00.00;0,060
00.00.00;0,070
01.00.00;0,070
02.00.00;0,060
03.00.00;0,080
04.00.00;0,040
05.00.00;0,080
06.00.00;0,030
07.00.00;0,070
08.00.00;0,030
09.00.00;0,070
10.00.00;0,030
11.00.00;0,070
12.00.00;0,050
13.00.00;0,150
14.00.00;0,260
15.00.00;0,790
16.00.00;0,630
17.00.00;1,020
18.00.00;1,090
19.00.00;0,280
20.00.00;0,200
21.00.00;0,240
22.00.00;0,220
23.00.00;0,330
00.00.00;0,070
01.00.00;0,090
02.00.00;0,080
03.00.00;0,080
04.00.00;0,080
05.00.00;0,080
06.00.00;0,080
07.00.00;0,050
08.00.00;0,080
09.00.00;0,040
10.00.00;0,090
11.00.00;0,050
12.00.00;0,100
13.00.00;0,080
14.00.00;0,060
15.00.00;0,090
16.00.00;0,070
17.00.00;1,060
18.00.00;0,610
19.00.00;0,130
20.00.00;0,130
21.00.00;0,130
22.00.00;0,110
23.00.00;0,060
00.00.00;0,070
01.00.00;0,080
02.00.00;0,040
03.00.00;0,100
04.00.00;0,050
05.00.00;0,060
06.00.00;0,090
07.00.00;0,160
08.00.00;0,090
09.00.00;0,020
10.00.00;0,080
11.00.00;0,040
12.00.00;0,060
13.00.00;0,040
14.00.00;0,060
15.00.00;0,050
16.00.00;0,070
17.00.00;0,130
18.00.00;0,170
19.00.00;0,070
20.00.00;0,030
21.00.00;0,080
22.00.00;0,020
23.00.00;0,080
00.00.00;0,040
01.00.00;0,060
02.00.00;0,040
03.00.00;0,060
04.00.00;0,050
05.00.00;0,040
06.00.00;0,070
07.00.00;0,030
08.00.00;0,080
09.00.00;0,030
10.00.00;0,060
11.00.00;0,050
12.00.00;0,140
13.00.00;0,060
14.00.00;0,040
15.00.00;0,100
16.00.00;0,090
17.00.00;0,320
18.00.00;0,460
19.00.00;0,190
20.00.00;0,310
21.00.00;0,220
22.00.00;0,130
23.00.00;0,080
00.00.00;0,070
01.00.00;0,060
02.00.00;0,040
03.00.00;0,070
04.00.00;0,030
05.00.00;0,080
06.00.00;0,080
07.00.00;0,060
08.00.00;0,060
09.00.00;0,390
10.00.00;0,430
11.00.00;0,110
12.00.00;0,050
13.00.00;0,090
14.00.00;0,040
15.00.00;0,070
16.00.00;0,030
17.00.00;0,100
18.00.00;0,570
19.00.00;0,280
20.00.00;0,470
21.00.00;0,340
22.00.00;0,150
23.00.00;0,090
00.00.00;0,090
01.00.00;0,060
02.00.00;0,080
03.00.00;0,050
04.00.00;0,080
05.00.00;0,050
06.00.00;0,180
07.00.00;0,040
08.00.00;0,090
09.00.00;0,190
10.00.00;0,060
11.00.00;0,070
12.00.00;0,270
13.00.00;0,180
14.00.00;0,160
15.00.00;0,450
16.00.00;0,500
17.00.00;0,520
18.00.00;0,660
19.00.00;0,190
20.00.00;0,230
21.00.00;0,560
22.00.00;0,260
23.00.00;0,130
00.00.00;0,070
01.00.00;0,070
02.00.00;0,050
03.00.00;0,070
04.00.00;0,040
05.00.00;0,070
06.00.00;0,030
07.00.00;0,470
08.00.00;0,220
09.00.00;0,250
10.00.00;0,070
11.00.00;0,070
12.00.00;0,180
13.00.00;0,090
14.00.00;0,060
15.00.00;0,040
16.00.00;0,080
17.00.00;0,040
18.00.00;0,050
19.00.00;0,200
20.00.00;0,090
21.00.00;0,060
22.00.00;0,060
23.00.00;0,030
00.00.00;0,070
01.00.00;0,050
02.00.00;0,030
03.00.00;0,080
04.00.00;0,040
05.00.00;0,070
06.00.00;0,090
07.00.00;0,040
08.00.00;0,050
09.00.00;0,060
10.00.00;0,050
11.00.00;0,060
12.00.00;0,050
13.00.00;0,030
14.00.00;0,070
15.00.00;0,040
16.00.00;0,120
17.00.00;0,070
18.00.00;0,020
19.00.00;0,070
20.00.00;0,050
21.00.00;0,040
22.00.00;0,070
23.00.00;0,030
00.00.00;0,060
01.00.00;0,050
02.00.00;0,040
03.00.00;0,070
04.00.00;0,030
05.00.00;0,060
06.00.00;0,050
07.00.00;0,040
08.00.00;0,070
09.00.00;0,030
10.00.00;0,060
11.00.00;0,050
12.00.00;0,040
13.00.00;0,060
14.00.00;0,030
15.00.00;0,080
16.00.00;0,070
17.00.00;0,300
18.00.00;0,890
19.00.00;0,280
20.00.00;0,280
21.00.00;0,170
22.00.00;0,080
23.00.00;0,050
00.00.00;0,070
01.00.00;0,030
02.00.00;0,070
03.00.00;0,030
04.00.00;0,080
05.00.00;0,030
06.00.00;0,440
07.00.00;0,170
08.00.00;0,220
09.00.00;0,210
10.00.00;0,180
11.00.00;0,240
12.00.00;0,050
13.00.00;0,070
14.00.00;0,030
15.00.00;0,070
16.00.00;0,020
17.00.00;0,080
18.00.00;0,020
19.00.00;0,070
20.00.00;0,030
21.00.00;0,070
22.00.00;0,050
23.00.00;0,050
00.00.00;0,060
01.00.00;0,040
02.00.00;0,060
03.00.00;0,030
04.00.00;0,070
05.00.00;0,030
06.00.00;0,070
07.00.00;0,300
08.00.00;0,190
09.00.00;0,120
10.00.00;0,050
